"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"139","Long Beach State","Big West","","17","10","80.3","","","","-0.19","","4.23","-3.81","0.41","","",""
"140","South Florida","Metro","","10","17","64.9","","","","5.49","","-5.49","5.83","0.34","","",""
"141","Jacksonville","Sun Belt","","17","11","77.6","","","","-2.47","","3.70","-3.42","0.28","","",""
"142","Missouri State","MVC","","12","15","62.6","","","","0.14","","-11.46","11.60","0.14","","",""
"143","East Carolina","CAA","","15","12","73.8","","","","-3.68","","-3.61","3.71","0.10","","",""
"144","Colorado","Big 8","","10","17","73.8","","","","5.29","","1.04","-1.01","0.03","","",""
"145","Tennessee State","OVC","","19","12","80.3","","","","-2.78","","-1.10","1.12","0.02","","",""
"146","Valparaiso","Mid-Cont","","20","8","76.0","","","","-5.14","","-0.22","0.23","0.01","","",""
"147","Detroit Mercy","MW Coll","","16","13","71.4","","","","1.78","","-0.87","0.81","-0.06","","",""
"148","Texas State","Southland","","25","7","72.8","","","","-7.40","","-6.30","6.14","-0.16","","",""
"149","Arkansas State","Sun Belt","","15","12","68.1","","","","-2.31","","-7.97","7.77","-0.20","","",""
"150","Montana State","Big Sky","","16","11","80.5","","","","-1.90","","2.94","-3.38","-0.44","","",""
"151","East Tennessee State","Southern","","16","14","83.7","","","","-1.50","","7.49","-8.24","-0.75","","",""
"152","Rider","NEC","","21","9","76.0","","","","-6.23","","-2.68","1.85","-0.83","","",""
"153","Portland","WCC","","13","17","79.5","","","","3.42","","3.63","-4.47","-0.84","","",""
"154","La Salle","MW Coll","","11","16","72.0","","","","2.89","","-0.03","-0.85","-0.88","","",""
"155","St. Bonaventure","A-10","","10","17","70.3","","","","4.71","","0.59","-1.47","-0.88","","",""
"156","Western Michigan","MAC","","14","14","69.9","","","","0.08","","-3.82","2.18","-1.64","","",""
"157","Eastern Michigan","MAC","","15","12","76.5","","","","-0.61","","1.26","-2.95","-1.69","","",""
"158","Miami (FL)","Big East","","7","20","62.6","","","","6.32","","-8.17","6.39","-1.79","","",""
"159","Utah State","Big West","","14","13","69.0","","","","0.48","","-8.11","6.26","-1.84","","",""
"160","South Alabama","Sun Belt","","13","14","73.7","","","","-1.32","","-1.44","-0.43","-1.87","","",""
"161","Nicholls State","Southland","","19","9","89.0","","","","-7.15","","8.31","-10.19","-1.88","","",""
"162","Texas-Rio Grande Valley","Sun Belt","","16","12","75.3","","","","-2.61","","-2.87","0.84","-2.03","","",""
"163","North Carolina-Wilmington","CAA","","18","10","75.5","","","","-4.38","","-4.36","2.30","-2.06","","",""
"164","Oregon State","Pac-10","","6","21","69.0","","","","8.10","","-2.73","0.60","-2.13","","",""
"165","Maine","NAC","","20","9","83.2","","","","-6.69","","5.47","-7.61","-2.14","","",""
"166","Drake","MVC","","11","16","77.1","","","","0.49","","4.02","-6.22","-2.20","","",""
"167","Arkansas-Little Rock","Sun Belt","","13","15","73.5","","","","-2.99","","-2.70","0.45","-2.24","","",""
"168","Appalachian State","Southern","","16","11","76.7","","","","-2.71","","0.64","-3.08","-2.44","","",""
"169","Kent State","MAC","","13","14","66.4","","","","-1.17","","-6.78","4.32","-2.46","","",""
"170","Hartford","NAC","","16","12","76.4","","","","-4.78","","-1.67","-0.87","-2.53","","",""
"171","UC-Santa Barbara","Big West","","13","17","66.9","","","","0.71","","-8.71","5.91","-2.80","","",""
"172","Radford","Big South","","20","8","77.7","","","","-9.04","","-4.15","1.18","-2.96","","",""
"173","Loyola (MD)","MAAC","","17","13","78.6","","","","-3.01","","2.34","-5.38","-3.04","","",""
"174","Jackson State","SWAC","","19","10","81.1","","","","-8.92","","-2.87","-0.23","-3.10","","",""
"175","Dayton","GMWC","","6","21","72.0","","","","4.42","","-0.19","-3.12","-3.32","","",""
"176","Wagner","NEC","","16","12","75.4","","","","-5.54","","-2.48","-0.88","-3.36","","",""
"177","Southern Utah","Ind","","16","11","76.3","","","","-5.34","","-5.04","1.57","-3.47","","",""
"178","Southern Methodist","SWC","","6","21","70.0","","","","5.11","","-4.69","1.17","-3.52","","",""
"179","Louisiana-Monroe","Southland","","19","9","82.0","","","","-6.82","","2.88","-6.43","-3.56","","",""
"180","Northern Arizona","Big Sky","","13","13","80.1","","","","-2.01","","3.87","-7.57","-3.70","","",""
"181","San Diego State","WAC","","12","16","73.7","","","","2.06","","-0.49","-3.30","-3.79","","",""
"182","Eastern Kentucky","OVC","","13","14","82.3","","","","-3.79","","-1.06","-2.77","-3.83","","",""
"183","Houston","SWC","","8","19","76.8","","","","1.37","","1.17","-5.31","-4.15","","",""
"184","Northern Illinois","Mid-Cont","","10","17","72.8","","","","-4.52","","-3.69","-0.64","-4.33","","",""
"185","Western Carolina","Southern","","12","16","73.1","","","","-1.19","","-2.82","-1.68","-4.50","","",""
"186","UC-Irvine","Big West","","10","20","79.0","","","","0.43","","4.51","-9.18","-4.67","","",""
"187","Nevada","Big West","","11","17","74.0","","","","0.36","","-0.91","-3.80","-4.71","","",""
"188","Georgia Southern","Southern","","14","14","75.4","","","","-3.29","","-2.56","-2.19","-4.74","","",""
"189","Cleveland State","Mid-Cont","","14","15","72.0","","","","-1.76","","-1.11","-3.65","-4.76","","",""
"190","Campbell","Big South","","20","9","72.4","","","","-8.70","","-8.27","3.27","-5.00","","",""
"191","Lamar","Sun Belt","","10","17","74.6","","","","-0.41","","-0.60","-4.41","-5.01","","",""
"192","Saint Peter's","MAAC","","14","13","69.0","","","","-4.47","","-8.64","3.61","-5.03","","",""
"193","Cal State Fullerton","Big West","","8","19","72.0","","","","0.17","","-3.44","-1.91","-5.35","","",""
"194","Centenary (LA)","A-Sun","","16","12","81.5","","","","-7.86","","3.53","-9.04","-5.51","","",""
"195","Missouri-Kansas City","Ind","","12","17","71.6","","","","-1.24","","-4.43","-1.10","-5.53","","",""
"196","North Carolina-Greensboro","Big South","","15","12","73.4","","","","-8.55","","-5.45","-0.10","-5.55","","",""
"197","Delaware","NAC","","14","13","72.9","","","","-6.18","","-6.80","1.18","-5.62","","",""
"198","Saint Francis (PA)","NEC","","13","15","75.5","","","","-6.72","","-2.94","-2.78","-5.72","","",""
"199","Texas Christian","SWC","","7","20","73.6","","","","1.03","","-1.52","-4.34","-5.86","","",""
"200","Texas Southern","SWAC","","19","11","83.2","","","","-7.40","","-1.57","-4.30","-5.86","","",""
"201","Robert Morris","NEC","","14","14","70.4","","","","-4.52","","-8.31","2.40","-5.91","","",""
"202","Central Florida","A-Sun","","21","9","80.6","","","","-7.82","","2.09","-8.34","-6.25","","",""
"203","Air Force","WAC","","8","18","69.7","","","","2.41","","-5.17","-1.10","-6.27","","",""
"204","Colgate","Patriot","","17","12","81.4","","","","-9.62","","-0.16","-6.11","-6.28","","",""
"205","North Texas","Southland","","14","15","72.4","","","","-6.22","","-7.23","0.69","-6.53","","",""
"206","Citadel","Southern","","11","16","69.3","","","","-3.78","","-10.19","3.62","-6.58","","",""
"207","Liberty","Big South","","18","12","71.7","","","","-6.98","","-7.68","1.06","-6.62","","",""
"208","Monmouth","NEC","","18","11","76.1","","","","-7.64","","-1.66","-5.25","-6.91","","",""
"209","New Hampshire","NAC","","15","13","72.8","","","","-6.32","","-5.31","-1.77","-7.07","","",""
"210","Marist","NEC","","14","13","78.2","","","","-8.09","","-0.85","-6.24","-7.09","","",""
"211","Georgia State","A-Sun","","13","14","73.7","","","","-7.78","","-4.65","-2.59","-7.24","","",""
"212","Southern","SWAC","","16","11","101.0","","","","-11.94","","11.81","-19.10","-7.29","","",""
"213","Mount St. Mary's","NEC","","14","14","79.7","","","","-8.37","","-0.48","-6.82","-7.30","","",""
"214","Florida International","A-Sun","","11","16","68.7","","","","-5.37","","-8.29","0.92","-7.37","","",""
"215","Fairleigh Dickinson","NEC","","14","13","71.8","","","","-5.80","","-5.59","-1.79","-7.38","","",""
"216","Towson","Big South","","21","9","73.5","","","","-6.25","","-4.06","-3.56","-7.61","","",""
"217","Navy","Patriot","","17","13","74.9","","","","-8.84","","-6.98","-0.76","-7.74","","",""
"218","Loyola (IL)","MW Coll","","8","19","68.4","","","","0.41","","-6.64","-1.37","-8.01","","",""
"219","Akron","MAC","","8","18","61.6","","","","-2.22","","-13.40","5.26","-8.14","","",""
"220","Wichita State","MVC","","9","18","64.7","","","","0.71","","-8.33","0.19","-8.14","","",""
"221","Fairfield","MAAC","","8","19","71.4","","","","-2.20","","-4.84","-3.43","-8.27","","",""
"222","Northeastern Illinois","ECC","","17","11","84.3","","","","-8.91","","0.41","-8.68","-8.27","","",""
"223","Alabama State","SWAC","","19","10","84.3","","","","-12.09","","-1.89","-6.44","-8.33","","",""
"224","Coastal Carolina","Big South","","15","11","76.3","","","","-7.36","","-2.50","-6.02","-8.53","","",""
"225","Furman","Southern","","10","18","71.9","","","","-2.94","","-4.45","-4.23","-8.68","","",""
"226","Loyola Marymount","WCC","","6","21","79.0","","","","1.98","","5.18","-13.90","-8.73","","",""
"227","Austin Peay","OVC","","11","16","79.9","","","","-4.39","","-0.28","-8.46","-8.74","","",""
"228","Texas-San Antonio","Southland","","12","15","77.9","","","","-6.56","","-2.52","-6.28","-8.80","","",""
"229","McNeese State","Southland","","11","16","70.5","","","","-5.56","","-9.62","0.74","-8.88","","",""
"230","Morehead State","OVC","","14","14","82.7","","","","-3.60","","2.64","-11.66","-9.02","","",""
"231","Samford","A-Sun","","10","18","65.8","","","","-6.37","","-13.95","4.92","-9.03","","",""
"232","Boston University","NAC","","11","16","74.6","","","","-6.98","","-3.19","-6.02","-9.20","","",""
"233","Eastern Illinois","Mid-Cont","","12","15","68.6","","","","-4.24","","-8.49","-0.82","-9.31","","",""
"234","Bucknell","Patriot","","10","17","83.1","","","","-8.86","","0.99","-10.42","-9.44","","",""
"235","Milwaukee","Mid-Cont","","10","17","68.8","","","","-4.38","","-7.36","-2.10","-9.46","","",""
"236","American","CAA","","8","19","75.9","","","","-2.18","","-1.63","-7.95","-9.58","","",""
"237","Wright State","Mid-Cont","","12","18","72.0","","","","-4.08","","-5.26","-4.32","-9.58","","",""
"238","Creighton","MVC","","7","22","65.4","","","","-0.02","","-9.48","-0.28","-9.76","","",""
"239","Stetson","A-Sun","","14","15","68.4","","","","-6.25","","-9.50","-0.29","-9.79","","",""
"240","George Mason","CAA","","10","17","88.3","","","","-4.21","","10.12","-20.03","-9.91","","",""
"241","North Carolina A&T","MEAC","","16","14","75.5","","","","-7.89","","-2.36","-7.78","-10.14","","",""
"242","Northwestern State","Southland","","11","15","85.5","","","","-6.51","","4.65","-14.84","-10.20","","",""
"243","Southeast Missouri State","OVC","","10","17","81.7","","","","-6.58","","0.89","-11.20","-10.31","","",""
"244","Holy Cross","Patriot","","14","14","83.7","","","","-6.37","","5.42","-15.93","-10.51","","",""
"245","Fordham","Patriot","","12","15","71.2","","","","-7.14","","-10.46","-0.14","-10.60","","",""
"246","South Carolina State","MEAC","","16","13","73.4","","","","-9.83","","-8.25","-2.47","-10.71","","",""
"247","Cal State Northridge","Ind","","8","18","73.0","","","","-1.20","","-2.80","-7.93","-10.72","","",""
"248","Middle Tennessee","OVC","","8","19","71.4","","","","-4.77","","-9.89","-0.92","-10.81","","",""
"249","Indiana State","MVC","","4","22","63.0","","","","0.36","","-9.88","-1.12","-10.99","","",""
"250","Stephen F. Austin","Southland","","9","18","69.0","","","","-5.01","","-10.88","-0.13","-11.01","","",""
"251","Tennessee Tech","OVC","","10","21","81.7","","","","-1.65","","2.91","-13.94","-11.04","","",""
"252","Charleston Southern","Big South","","9","18","83.3","","","","-7.01","","5.04","-16.47","-11.43","","",""
"253","Vermont","NAC","","12","15","79.1","","","","-6.17","","0.94","-12.72","-11.77","","",""
"254","Iona","MAAC","","7","20","75.0","","","","-4.43","","-0.26","-11.58","-11.84","","",""
"255","Oral Roberts","Ind","","6","21","71.7","","","","-1.75","","-3.98","-7.99","-11.98","","",""
"256","Northeastern","NAC","","5","22","71.3","","","","-3.64","","-6.86","-5.20","-12.07","","",""
"257","Marshall","Southern","","9","18","73.7","","","","-2.04","","-2.99","-9.12","-12.12","","",""
"258","Brown","Ivy","","12","14","64.8","","","","-5.74","","-10.61","-1.83","-12.43","","",""
"259","Harvard","Ivy","","9","17","68.0","","","","-8.75","","-9.13","-3.29","-12.43","","",""
"260","William & Mary","CAA","","4","23","72.7","","","","-2.56","","-3.57","-9.10","-12.67","","",""
"261","Maryland-Eastern Shore","MEAC","","16","12","73.2","","","","-11.38","","-8.64","-4.11","-12.74","","",""
"262","Central Michigan","MAC","","5","21","57.5","","","","-0.44","","-16.67","3.87","-12.80","","",""
"263","Youngstown State","Mid-Cont","","5","21","67.5","","","","-3.41","","-7.67","-5.16","-12.83","","",""
"264","Western Illinois","Mid-Cont","","7","20","68.1","","","","-2.52","","-7.62","-5.24","-12.86","","",""
"265","Dartmouth","Ivy","","10","16","66.5","","","","-7.05","","-10.89","-2.36","-13.25","","",""
"266","Maryland-Baltimore County","Big South","","6","21","72.9","","","","-5.61","","-4.14","-9.24","-13.38","","",""
"267","Niagara","MAAC","","6","21","66.1","","","","-2.92","","-10.69","-2.75","-13.44","","",""
"268","Howard","MEAC","","10","17","71.3","","","","-9.37","","-7.77","-5.72","-13.49","","",""
"269","Yale","Ivy","","10","16","65.1","","","","-8.04","","-12.19","-1.33","-13.52","","",""
"270","Buffalo","ECC","","10","18","70.4","","","","-7.61","","-10.39","-3.44","-13.83","","",""
"271","Lafayette","Patriot","","9","19","76.0","","","","-7.98","","-4.79","-9.27","-14.05","","",""
"272","Southeastern Louisiana","A-Sun","","10","17","74.0","","","","-5.65","","-5.53","-9.16","-14.69","","",""
"273","Virginia Military Institute","Southern","","5","23","67.5","","","","-2.96","","-11.56","-3.18","-14.73","","",""
"274","Sam Houston State","Southland","","7","20","66.5","","","","-6.01","","-11.90","-3.15","-15.05","","",""
"275","Cornell","Ivy","","8","18","66.0","","","","-4.74","","-11.27","-3.88","-15.15","","",""
"276","Eastern Washington","Big Sky","","5","21","67.3","","","","0.39","","-9.95","-5.66","-15.61","","",""
"277","Mercer","A-Sun","","5","24","65.3","","","","-1.59","","-10.15","-5.52","-15.66","","",""
"278","Lehigh","Patriot","","10","17","77.6","","","","-8.34","","-2.30","-13.42","-15.72","","",""
"279","Troy","ECC","","13","14","97.6","","","","-10.32","","13.57","-29.34","-15.76","","",""
"280","Mississippi Valley State","SWAC","","10","17","82.1","","","","-8.87","","-3.31","-12.69","-16.00","","",""
