"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"50","Clemson","ACC","","19","13","74.3","67.9","6.44","","4.97","","7.07","3.22","10.30","","",""
"51","Air Force","MWC","","24","7","64.2","54.7","9.52","","2.49","","-4.54","14.74","10.20","","",""
"52","Nevada","WAC","","27","6","72.8","63.7","9.03","","2.26","","5.11","5.05","10.16","","",""
"53","Creighton","MVC","","20","10","66.1","60.8","5.23","","4.88","","1.79","8.32","10.11","","",""
"54","Xavier","A-10","","21","11","71.6","63.4","8.13","","1.99","","5.73","4.38","10.11","","",""
"55","San Diego State","MWC","","24","9","74.4","67.4","7.06","","3.65","","7.63","2.18","9.81","","",""
"56","Miami (FL)","ACC","","18","16","67.9","65.1","2.79","","7.00","","2.22","7.57","9.79","","",""
"57","Alabama-Birmingham","CUSA","","24","7","74.4","65.6","8.74","","1.57","","7.47","2.16","9.64","","",""
"58","George Washington","A-10","","27","3","78.7","67.5","11.13","","-0.33","","12.24","-2.61","9.63","","",""
"59","Saint Joseph's","A-10","","19","14","66.1","61.6","4.48","","5.12","","1.11","8.49","9.60","","",""
"60","Stanford","Pac-10","","16","14","66.4","65.3","1.07","","8.21","","3.09","6.43","9.52","","",""
"61","Iowa State","Big 12","","16","14","77.3","74.6","2.70","","7.30","","11.97","-2.53","9.44","","",""
"62","Kansas State","Big 12","","15","13","68.3","63.9","4.39","","6.35","","0.79","8.17","8.96","","",""
"63","Southern Illinois","MVC","","22","11","60.4","56.5","3.94","","4.62","","-4.15","13.08","8.93","","",""
"64","North Carolina-Wilmington","CAA","","25","8","68.2","59.8","8.33","","0.57","","-0.07","8.97","8.90","","",""
"65","Washington State","Pac-10","","11","17","58.2","57.7","0.46","","7.79","","-7.00","15.25","8.25","","",""
"66","Temple","A-10","","17","15","62.6","59.6","3.03","","5.19","","-1.88","10.10","8.22","","",""
"67","Virginia Tech","ACC","","14","16","68.7","65.2","3.50","","4.67","","1.94","6.23","8.17","","",""
"68","Wake Forest","ACC","","17","17","73.0","71.7","1.26","","6.89","","7.84","0.31","8.16","","",""
"69","Rutgers","Big East","","19","14","68.9","65.0","3.91","","5.16","","3.81","4.19","8.00","","",""
"70","Providence","Big East","","12","15","74.8","74.7","0.15","","7.68","","9.96","-2.13","7.83","","",""
"71","Utah State","WAC","","23","9","72.1","64.7","7.41","","1.79","","3.60","4.16","7.76","","",""
"72","Minnesota","Big Ten","","16","15","66.0","64.6","1.39","","7.29","","0.87","6.80","7.67","","",""
"73","Milwaukee","Horizon","","22","9","74.0","66.5","7.52","","1.47","","5.71","1.94","7.65","","",""
"74","Old Dominion","CAA","","24","10","70.0","63.8","6.18","","1.45","","2.35","5.27","7.62","","",""
"75","Nevada-Las Vegas","MWC","","17","13","69.5","66.5","3.00","","4.51","","3.52","3.99","7.51","","",""
"76","Southern California","Pac-10","","17","13","68.5","67.1","1.43","","5.99","","3.23","4.21","7.44","","",""
"77","Houston","CUSA","","21","10","72.4","65.0","7.42","","1.97","","2.71","4.62","7.33","","",""
"78","Bucknell","Patriot","","27","5","66.1","55.8","10.28","","-2.29","","-2.51","9.81","7.29","","",""
"79","Brigham Young","MWC","","20","9","76.2","71.7","4.52","","3.19","","10.85","-3.66","7.19","","",""
"80","Pacific","Big West","","24","8","74.3","64.0","10.31","","-1.57","","2.87","4.07","6.93","","",""
"81","Iona","MAAC","","23","8","79.8","72.2","7.65","","-0.78","","7.92","-1.06","6.86","","",""
"82","Seton Hall","Big East","","18","12","67.8","67.1","0.67","","6.11","","2.86","3.91","6.78","","",""
"83","Virginia","ACC","","15","15","67.9","67.7","0.20","","7.71","","1.10","5.61","6.71","","",""
"84","Hofstra","CAA","","26","7","72.9","67.2","5.73","","0.93","","6.47","0.19","6.66","","",""
"85","DePaul","Big East","","12","15","64.9","67.1","-2.22","","8.74","","1.04","5.48","6.52","","",""
"86","Nebraska","Big 12","","19","14","66.7","66.1","0.64","","6.74","","0.53","5.78","6.31","","",""
"87","Texas Tech","Big 12","","15","17","68.3","68.6","-0.25","","6.56","","3.68","2.63","6.31","","",""
"88","Winthrop","Big South","","23","8","73.4","61.2","12.23","","-4.93","","0.13","6.14","6.28","","",""
"89","Kent State","MAC (East)","","25","9","72.3","65.9","6.44","","0.00","","4.23","2.04","6.27","","",""
"90","Butler","Horizon","","20","13","68.3","61.6","6.73","","0.44","","0.21","6.02","6.22","","",""
"91","Pennsylvania","Ivy","","20","9","68.5","60.1","8.38","","-2.31","","0.18","5.83","6.01","","",""
"92","Texas-El Paso","CUSA","","21","10","66.9","59.5","7.45","","0.38","","-1.94","7.87","5.93","","",""
"93","Hawaii","WAC","","17","11","67.6","64.4","3.21","","2.29","","-0.03","5.53","5.50","","",""
"94","Georgia Tech","ACC","","11","17","71.9","72.1","-0.25","","5.70","","4.47","0.98","5.45","","",""
"95","Western Kentucky","Sun Belt (East)","","23","8","77.7","71.6","6.06","","-0.35","","8.71","-3.33","5.38","","",""
"96","St. John's (NY)","Big East","","12","15","60.0","60.4","-0.41","","5.64","","-5.73","10.96","5.24","","",""
"97","New Mexico","MWC","","17","13","64.6","62.4","2.20","","2.98","","-2.48","7.66","5.18","","",""
"98","Mississippi State","SEC (West)","","15","15","68.1","68.6","-0.50","","5.66","","2.30","2.86","5.16","","",""
"99","Georgia","SEC (East)","","15","15","70.3","70.9","-0.60","","5.65","","3.96","1.09","5.05","","",""
"100","Akron","MAC (East)","","23","10","72.9","66.1","6.88","","0.13","","3.91","1.10","5.00","","",""
"101","Saint Mary's (CA)","WCC","","17","12","70.7","66.2","4.41","","2.28","","1.70","3.29","5.00","","",""
"102","Auburn","SEC (West)","","12","16","65.6","67.7","-2.14","","7.06","","0.77","4.14","4.92","","",""
"103","South Alabama","Sun Belt (West)","","24","7","73.6","65.6","8.06","","-2.18","","3.96","0.92","4.88","","",""
"104","Montana","Big Sky","","24","7","79.0","71.0","7.97","","-0.96","","6.60","-1.75","4.86","","",""
"105","Charlotte","A-10","","19","13","69.8","67.1","2.75","","1.97","","2.88","1.84","4.72","","",""
"106","Virginia Commonwealth","CAA","","19","10","67.7","62.4","5.28","","-0.53","","-1.18","5.72","4.55","","",""
"107","Penn State","Big Ten","","15","15","67.4","67.9","-0.57","","4.98","","2.91","1.51","4.42","","",""
"108","Arizona State","Pac-10","","11","17","67.1","69.9","-2.86","","7.18","","2.54","1.83","4.36","","",""
"109","Louisiana Tech","WAC","","20","13","66.1","63.1","3.00","","2.55","","-2.53","6.85","4.32","","",""
"110","Murray State","OVC","","24","7","71.1","61.3","9.74","","-5.07","","-1.30","5.46","4.16","","",""
"111","La Salle","A-10","","18","10","69.3","65.5","3.86","","0.25","","2.54","1.57","4.11","","",""
"112","Northwestern State","Southland","","26","8","75.7","69.6","6.12","","-1.38","","4.63","-0.62","4.01","","",""
"113","Colorado State","MWC","","16","15","74.0","71.6","2.42","","4.27","","7.12","-3.16","3.97","","",""
"114","Northwestern","Big Ten","","14","15","58.5","58.5","-0.03","","6.44","","-6.92","10.81","3.89","","",""
"115","Miami (OH)","MAC (East)","","18","11","62.8","60.1","2.72","","1.15","","-4.66","8.53","3.88","","",""
"116","Ohio","MAC (East)","","19","11","69.2","64.5","4.73","","-0.50","","1.26","2.59","3.84","","",""
"117","Massachusetts","A-10","","13","15","64.9","63.8","1.11","","2.63","","-1.52","5.25","3.74","","",""
"118","Drexel","CAA","","15","16","62.3","59.7","2.55","","1.17","","-5.27","8.98","3.72","","",""
"119","San Diego","WCC","","18","12","78.5","73.1","5.40","","-0.31","","7.43","-3.77","3.66","","",""
"120","Utah","MWC","","14","15","64.8","64.3","0.48","","3.39","","-2.14","5.42","3.28","","",""
"121","Oral Roberts","Mid-Cont","","21","12","74.9","68.1","6.79","","-2.35","","3.30","-0.07","3.23","","",""
"122","Saint Louis","A-10","","16","13","60.3","59.6","0.69","","3.00","","-6.24","9.45","3.21","","",""
"123","Northeastern","CAA","","19","11","75.2","70.2","4.97","","-0.30","","6.15","-2.96","3.19","","",""
"124","Toledo","MAC (West)","","20","11","69.4","63.9","5.52","","-2.14","","0.44","2.72","3.16","","",""
"125","Dayton","A-10","","14","17","63.4","61.8","1.55","","2.04","","-2.77","5.84","3.07","","",""
"126","Texas A&M-Corpus Christi","Ind","","20","8","82.4","67.4","15.04","","-5.70","","7.13","-4.17","2.96","","",""
"127","Northern Illinois","MAC (West)","","17","11","71.6","67.6","4.00","","-0.03","","3.74","-0.99","2.75","","",""
"128","Drake","MVC","","12","19","69.0","68.8","0.16","","5.48","","3.36","-0.92","2.45","","",""
"129","UC-Irvine","Big West","","16","13","71.3","67.8","3.48","","-1.87","","-0.32","2.77","2.45","","",""
"130","Baylor","Big 12","","4","13","63.2","72.5","-9.35","","11.65","","0.66","1.64","2.30","","",""
"131","New Mexico State","WAC","","16","14","70.2","69.8","0.37","","2.97","","3.72","-1.48","2.24","","",""
"132","Holy Cross","Patriot","","20","12","66.4","60.5","5.91","","-3.70","","-2.73","4.94","2.21","","",""
"133","Marist","MAAC","","19","10","76.9","72.4","4.45","","-2.25","","4.73","-2.53","2.20","","",""
"134","Wyoming","MWC","","14","18","67.2","67.2","0.03","","3.82","","1.07","1.08","2.15","","",""
"135","Missouri","Big 12","","12","16","66.3","70.4","-4.14","","6.13","","0.35","1.64","1.99","","",""
"136","Davidson","Southern (South)","","20","11","77.5","68.9","8.58","","-3.04","","5.01","-3.13","1.89","","",""
"137","Fresno State","WAC","","15","13","73.8","73.7","0.14","","1.59","","6.34","-4.61","1.73","","",""
"138","Mississippi","SEC (West)","","14","16","65.0","67.7","-2.67","","4.35","","-1.26","2.94","1.68","","",""
"139","Fordham","A-10","","16","16","67.8","67.4","0.34","","1.24","","0.65","0.93","1.58","","",""
"140","Oregon State","Pac-10","","13","18","65.9","70.0","-4.10","","6.31","","0.86","0.61","1.47","","",""
"141","Loyola Marymount","WCC","","12","18","72.6","74.6","-2.00","","3.68","","3.95","-2.79","1.16","","",""
"142","Siena","MAAC","","15","13","74.4","72.9","1.57","","-0.67","","3.07","-2.17","0.90","","",""
"143","Manhattan","MAAC","","20","11","76.8","75.4","1.35","","0.00","","5.56","-4.70","0.87","","",""
"144","Boise State","WAC","","14","15","72.2","70.7","1.59","","1.09","","3.28","-2.45","0.83","","",""
"145","Purdue","Big Ten","","9","19","64.7","70.9","-6.21","","6.61","","-0.54","0.94","0.40","","",""
"146","Rhode Island","A-10","","14","14","63.5","65.1","-1.57","","1.84","","-2.49","2.76","0.27","","",""
"147","San Francisco","WCC","","11","17","69.1","71.5","-2.39","","2.61","","-0.09","0.31","0.22","","",""
"148","South Florida","Big East","","7","22","59.9","64.3","-4.45","","4.65","","-7.36","7.56","0.20","","",""
"149","Buffalo","MAC (East)","","19","13","72.4","70.2","2.19","","-1.22","","3.26","-3.36","-0.10","","",""
"150","Loyola (IL)","Horizon","","19","11","71.7","69.8","1.90","","-1.08","","2.81","-2.93","-0.12","","",""
"151","Illinois State","MVC","","9","19","55.5","59.1","-3.57","","3.71","","-10.32","10.17","-0.15","","",""
"152","Santa Clara","WCC","","13","16","68.4","67.9","0.55","","2.58","","-1.61","1.26","-0.35","","",""
"153","Albany (NY)","AEC","","21","11","68.6","64.5","4.03","","-4.25","","-0.45","0.01","-0.44","","",""
"154","Long Beach State","Big West","","18","12","83.3","79.5","3.80","","-1.66","","12.16","-12.93","-0.77","","",""
"155","Eastern Washington","Big Sky","","15","15","74.1","74.0","0.07","","-0.02","","2.20","-3.04","-0.84","","",""
"156","Indiana State","MVC","","13","16","64.3","68.5","-4.24","","4.19","","-1.27","0.21","-1.06","","",""
"157","Southern Methodist","CUSA","","13","16","66.2","64.1","2.14","","-2.78","","-3.37","2.28","-1.10","","",""
"158","Denver","Sun Belt (West)","","16","15","66.5","66.0","0.48","","-1.42","","-6.36","5.17","-1.19","","",""
"159","Louisiana-Lafayette","Sun Belt (West)","","13","16","66.8","68.7","-1.90","","0.59","","-1.91","0.60","-1.31","","",""
"160","Northern Arizona","Big Sky","","21","11","76.4","70.7","5.69","","-1.35","","3.62","-5.05","-1.43","","",""
"161","Illinois-Chicago","Horizon","","16","15","68.7","70.0","-1.29","","-0.18","","0.60","-2.08","-1.48","","",""
"162","Sacramento State","Big Sky","","15","15","75.8","74.4","1.37","","-1.19","","5.10","-6.68","-1.58","","",""
"163","Saint Peter's","MAAC","","17","15","74.5","75.2","-0.69","","-0.98","","2.62","-4.29","-1.67","","",""
"164","Middle Tennessee","Sun Belt (East)","","16","12","70.6","69.3","1.32","","-1.17","","-0.80","-0.91","-1.70","","",""
"165","Samford","OVC","","20","11","65.7","60.1","5.58","","-4.92","","-7.89","5.97","-1.92","","",""
"166","UC-Santa Barbara","Big West","","15","14","66.6","66.0","0.52","","-1.34","","-5.04","2.96","-2.07","","",""
"167","Evansville","MVC","","10","19","65.3","71.0","-5.62","","3.54","","-0.08","-1.99","-2.08","","",""
"168","Central Connecticut State","NEC","","18","11","72.5","67.9","4.62","","-6.76","","1.43","-3.57","-2.14","","",""
"169","Cal State Fullerton","Big West","","16","13","79.1","75.3","3.79","","-3.07","","5.64","-7.88","-2.24","","",""
"170","Central Florida","CUSA","","14","15","63.3","63.4","-0.10","","-0.69","","-6.03","3.78","-2.25","","",""
"171","Troy","Sun Belt (West)","","14","15","74.7","70.3","4.34","","-3.09","","1.36","-3.60","-2.25","","",""
"172","Detroit Mercy","Horizon","","16","16","63.6","65.1","-1.53","","0.07","","-5.15","2.78","-2.37","","",""
"173","Portland State","Big Sky","","12","16","72.0","71.9","0.14","","-1.21","","-0.66","-1.74","-2.40","","",""
"174","Valparaiso","Mid-Cont","","17","12","78.8","73.7","5.03","","-4.05","","4.78","-7.25","-2.47","","",""
"175","Southeastern Louisiana","Southland","","16","12","68.4","65.8","2.57","","-4.20","","-5.40","2.68","-2.72","","",""
"176","Monmouth","NEC","","19","15","64.4","63.4","1.06","","-4.05","","-5.77","2.77","-2.99","","",""
"177","IUPUI","Mid-Cont","","19","10","69.8","66.7","3.07","","-5.13","","-3.72","0.71","-3.02","","",""
"178","Pepperdine","WCC","","7","20","66.0","73.1","-7.11","","4.02","","-2.72","-0.37","-3.09","","",""
"179","Georgia Southern","Southern (South)","","20","10","77.5","72.7","4.83","","-5.80","","3.77","-6.89","-3.12","","",""
"180","Fairleigh Dickinson","NEC","","20","12","74.3","70.8","3.50","","-5.28","","2.35","-5.50","-3.15","","",""
"181","San Jose State","WAC","","6","25","65.0","70.4","-5.42","","2.23","","-3.11","-0.09","-3.19","","",""
"182","Sam Houston State","Southland","","22","9","74.5","69.0","5.45","","-3.36","","1.07","-4.32","-3.25","","",""
"183","Lamar","Southland","","17","14","80.2","76.7","3.52","","-4.88","","7.37","-10.78","-3.41","","",""
"184","Niagara","MAAC","","11","18","73.7","76.3","-2.62","","-0.87","","2.06","-5.55","-3.49","","",""
"185","Ball State","MAC (West)","","10","18","63.5","65.0","-1.50","","-0.60","","-5.40","1.87","-3.53","","",""
"186","Belmont","A-Sun","","20","11","80.6","76.0","4.61","","-6.72","","6.22","-9.76","-3.53","","",""
"187","Wright State","Horizon","","13","15","63.6","64.2","-0.64","","-1.40","","-6.95","3.37","-3.59","","",""
"188","Stephen F. Austin","Southland","","17","12","72.6","66.3","6.24","","-7.22","","-3.71","0.11","-3.60","","",""
"189","Green Bay","Horizon","","15","16","66.7","68.6","-1.87","","0.11","","-2.62","-1.10","-3.72","","",""
"190","Texas-Arlington","Southland","","14","16","72.8","72.3","0.50","","-2.46","","-0.04","-3.88","-3.93","","",""
"191","Portland","WCC","","11","18","69.4","74.5","-5.07","","1.17","","0.01","-3.99","-3.98","","",""
"192","Lehigh","Patriot","","19","12","62.1","60.3","1.84","","-4.96","","-7.53","3.53","-4.00","","",""
"193","Rice","CUSA","","12","16","67.8","70.1","-2.36","","0.50","","-0.63","-3.37","-4.00","","",""
"194","North Texas","Sun Belt (West)","","14","14","76.6","74.2","2.39","","-1.88","","5.33","-9.40","-4.08","","",""
"195","Texas Christian","MWC","","6","25","62.2","69.9","-7.65","","3.50","","-4.67","0.56","-4.11","","",""
"196","College of Charleston","Southern (South)","","17","11","73.3","66.5","6.82","","-5.83","","-1.42","-2.71","-4.12","","",""
"197","Loyola (MD)","MAAC","","15","13","76.9","78.1","-1.29","","-2.85","","4.09","-8.23","-4.14","","",""
"198","Vermont","AEC","","13","17","64.5","64.8","-0.27","","-4.07","","-3.98","-0.35","-4.34","","",""
"199","Boston University","AEC","","12","16","58.9","59.6","-0.68","","-3.77","","-10.61","6.17","-4.45","","",""
"200","Idaho State","Big Sky","","13","14","78.7","77.4","1.26","","-1.22","","6.11","-10.60","-4.49","","",""
"201","Montana State","Big Sky","","15","15","73.2","73.7","-0.53","","-2.17","","0.75","-5.33","-4.59","","",""
"202","Tulsa","CUSA","","11","17","61.2","65.5","-4.25","","-0.07","","-7.40","2.74","-4.66","","",""
"203","Arkansas-Little Rock","Sun Belt (East)","","14","15","64.2","65.5","-1.31","","-3.14","","-6.79","2.12","-4.67","","",""
"204","Binghamton","AEC","","16","13","62.5","61.5","1.00","","-5.52","","-7.94","3.20","-4.73","","",""
"205","Lipscomb","A-Sun","","21","11","72.8","67.4","5.38","","-8.78","","-4.48","-0.34","-4.81","","",""
"206","Marshall","CUSA","","12","16","65.9","69.1","-3.25","","-1.56","","-3.29","-1.76","-5.05","","",""
"207","Richmond","A-10","","13","17","52.1","57.8","-5.77","","1.36","","-16.62","11.53","-5.09","","",""
"208","Delaware","CAA","","9","21","66.1","70.9","-4.77","","-0.54","","-2.52","-2.79","-5.31","","",""
"209","Tulane","CUSA","","12","17","63.2","66.3","-3.14","","-0.67","","-5.85","0.41","-5.44","","",""
"210","Tennessee Tech","OVC","","19","12","73.0","71.4","1.65","","-4.60","","0.12","-5.58","-5.46","","",""
"211","Arkansas State","Sun Belt (East)","","12","18","73.0","75.3","-2.33","","-1.45","","2.46","-7.94","-5.49","","",""
"212","Georgia State","CAA","","7","22","65.1","71.3","-6.21","","0.59","","-2.95","-2.67","-5.62","","",""
"213","Western Michigan","MAC (West)","","14","17","63.5","68.6","-5.06","","0.23","","-4.81","-0.86","-5.67","","",""
"214","William & Mary","CAA","","8","20","64.8","69.4","-4.61","","-0.41","","-3.53","-2.14","-5.67","","",""
"215","Austin Peay","OVC","","17","14","71.9","71.3","0.61","","-6.29","","-0.35","-5.33","-5.68","","",""
"216","St. Bonaventure","A-10","","8","19","68.1","73.4","-5.33","","-0.37","","0.44","-6.14","-5.71","","",""
"217","Texas-San Antonio","Southland","","11","17","73.4","74.9","-1.50","","-3.38","","1.47","-7.24","-5.76","","",""
"218","Coastal Carolina","Big South","","20","10","71.5","66.9","4.60","","-7.09","","-3.72","-2.06","-5.78","","",""
"219","Birmingham-Southern","Big South","","19","9","68.6","64.1","4.57","","-8.12","","-6.22","0.41","-5.81","","",""
"220","Jacksonville State","OVC","","16","13","76.6","75.6","0.93","","-5.82","","5.45","-11.27","-5.82","","",""
"221","Tennessee State","OVC","","13","15","69.5","69.7","-0.18","","-5.36","","-1.67","-4.21","-5.87","","",""
"222","Southern","SWAC","","20","13","65.4","64.7","0.72","","-6.69","","-6.53","0.56","-5.97","","",""
"223","Cal Poly","Big West","","10","19","65.8","70.8","-5.00","","-0.56","","-5.59","-0.41","-6.00","","",""
"224","Canisius","MAAC","","9","20","70.7","74.9","-4.24","","-1.80","","-1.43","-4.61","-6.04","","",""
"225","Delaware State","MEAC","","21","14","57.5","57.5","0.09","","-6.22","","-13.96","7.83","-6.13","","",""
"226","Weber State","Big Sky","","10","17","66.3","69.5","-3.22","","-1.10","","-6.16","-0.03","-6.19","","",""
"227","Fairfield","MAAC","","9","19","72.1","78.3","-6.18","","-0.05","","1.37","-7.60","-6.23","","",""
"228","New Orleans","Sun Belt (West)","","10","19","65.9","70.3","-4.38","","0.21","","-4.98","-1.45","-6.42","","",""
"229","McNeese State","Southland","","14","14","72.0","72.5","-0.50","","-3.64","","0.52","-7.16","-6.64","","",""
"230","Cornell","Ivy","","13","15","62.9","63.4","-0.50","","-5.19","","-7.55","0.88","-6.67","","",""
"231","Rider","MAAC","","8","20","70.8","76.9","-6.11","","-0.60","","-0.09","-6.61","-6.71","","",""
"232","Hartford","AEC","","13","15","67.5","67.8","-0.25","","-6.61","","-2.90","-4.26","-7.15","","",""
"233","Princeton","Ivy","","12","15","51.9","55.6","-3.63","","-3.58","","-16.60","9.45","-7.15","","",""
"234","Chicago State","Mid-Cont","","11","19","68.7","73.7","-5.07","","-2.13","","-2.14","-5.06","-7.20","","",""
"235","East Tennessee State","A-Sun","","15","13","81.6","78.0","3.54","","-9.14","","3.71","-10.97","-7.26","","",""
"236","Yale","Ivy","","15","14","66.9","68.3","-1.45","","-5.71","","-2.61","-4.71","-7.31","","",""
"237","Eastern Michigan","MAC (West)","","7","21","65.5","72.0","-6.46","","-1.43","","-2.64","-4.68","-7.32","","",""
"238","Harvard","Ivy","","13","14","66.9","68.3","-1.37","","-5.40","","-1.15","-6.17","-7.33","","",""
"239","Wagner","NEC","","13","14","67.1","66.6","0.52","","-6.35","","-5.04","-2.38","-7.42","","",""
"240","Mount St. Mary's","NEC","","13","17","64.6","66.5","-1.87","","-5.58","","-7.32","-0.13","-7.45","","",""
"241","Elon","Southern (North)","","15","14","67.1","68.2","-1.07","","-3.45","","-5.87","-1.62","-7.48","","",""
"242","Chattanooga","Southern (North)","","19","13","72.5","70.2","2.34","","-5.22","","-2.27","-5.27","-7.55","","",""
"243","Furman","Southern (South)","","15","13","72.2","68.6","3.57","","-6.38","","-4.64","-2.92","-7.56","","",""
"244","Southern Utah","Mid-Cont","","10","20","68.5","70.9","-2.40","","-4.09","","-3.65","-3.92","-7.57","","",""
"245","Youngstown State","Horizon","","7","21","68.1","71.7","-3.57","","-2.33","","-2.52","-5.06","-7.59","","",""
"246","Appalachian State","Southern (North)","","14","16","70.0","70.4","-0.43","","-4.79","","-3.55","-4.06","-7.61","","",""
"247","Towson","CAA","","12","16","69.7","75.0","-5.25","","-2.38","","0.48","-8.11","-7.63","","",""
"248","Radford","Big South","","16","13","73.6","72.9","0.72","","-6.91","","0.55","-8.20","-7.65","","",""
"249","East Carolina","CUSA","","8","20","62.4","66.9","-4.54","","-1.27","","-6.68","-0.98","-7.66","","",""
