"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"26","Tennessee","SEC (East)","","21","9","72.6","65.0","7.63","","6.45","","5.63","8.45","14.08","","",""
"27","Missouri State","MVC","","22","11","73.2","65.8","7.30","","6.51","","7.17","6.64","13.81","","",""
"28","Minnesota","Big Ten","","17","11","68.9","65.3","3.61","","9.93","","5.58","7.96","13.53","","",""
"29","Clemson","ACC","","20","15","71.7","64.7","7.00","","6.59","","4.81","8.63","13.44","","",""
"30","Purdue","Big Ten","","21","13","68.5","65.7","2.79","","10.42","","4.70","8.52","13.22","","",""
"31","Oklahoma","Big 12","","22","11","68.1","60.0","8.06","","4.82","","3.46","9.67","13.14","","",""
"32","Xavier","A-10 (West)","","25","11","77.3","68.3","9.06","","3.89","","11.17","1.78","12.95","","",""
"33","Arkansas","SEC (West)","","23","11","78.7","71.9","6.82","","6.01","","11.27","1.56","12.83","","",""
"34","Oklahoma State","Big 12","","23","11","71.5","63.1","8.41","","5.55","","4.22","8.42","12.64","","",""
"35","Missouri","Big 12","","20","9","71.8","63.2","8.52","","3.89","","5.33","7.07","12.40","","",""
"36","Rutgers","Big East","","19","13","70.3","65.3","5.00","","7.30","","4.95","7.35","12.30","","",""
"37","Creighton","MVC","","22","9","76.0","68.6","7.39","","4.86","","9.08","3.16","12.24","","",""
"38","North Carolina State","ACC","","19","14","71.6","66.3","5.27","","6.92","","4.30","7.90","12.19","","",""
"39","Villanova","Big East","","21","11","75.0","70.7","4.28","","7.89","","9.65","2.38","12.02","","",""
"40","University of California","Pac-10","","22","11","72.9","68.7","4.21","","7.85","","5.44","6.51","11.94","","",""
"41","Miami (OH)","MAC (East)","","24","8","67.6","60.4","7.19","","4.48","","0.85","10.82","11.67","","",""
"42","Washington","Pac-10","","17","12","74.2","71.5","2.72","","10.02","","9.11","2.51","11.62","","",""
"43","Oregon","Pac-10","","19","13","75.5","72.4","3.03","","8.84","","8.25","3.07","11.32","","",""
"44","Southern California","Pac-10","","15","13","75.8","72.2","3.64","","7.63","","8.41","2.86","11.27","","",""
"45","Penn State","Big Ten","","13","14","69.3","66.7","2.56","","8.61","","6.59","4.58","11.17","","",""
"46","George Washington","A-10 (West)","","20","9","79.5","74.0","5.52","","5.47","","12.99","-2.00","10.99","","",""
"47","Northwestern","Big Ten","","15","14","60.0","57.1","2.97","","9.10","","-5.44","16.25","10.82","","",""
"48","Tulsa","WAC (Mountain)","","23","10","70.3","64.0","6.27","","4.45","","1.25","9.48","10.72","","",""
"49","Illinois","Big Ten","","14","18","61.5","62.8","-1.28","","11.87","","-1.15","11.73","10.59","","",""
"50","Charlotte","CUSA (American)","","23","11","68.7","65.3","3.41","","7.13","","3.09","7.45","10.54","","",""
"51","Texas","Big 12","","19","13","68.4","64.9","3.53","","6.79","","3.85","6.47","10.32","","",""
"52","Kansas State","Big 12","","20","13","69.2","64.0","5.18","","5.40","","2.50","7.74","10.24","","",""
"53","Texas Christian","WAC (Mountain)","","21","11","86.8","81.0","5.72","","4.90","","17.21","-7.21","10.00","","",""
"54","Wake Forest","ACC","","17","14","66.6","65.0","1.68","","8.13","","0.42","9.39","9.81","","",""
"55","Rhode Island","A-10 (East)","","20","13","72.0","68.0","4.00","","5.59","","6.35","3.17","9.52","","",""
"56","Seton Hall","Big East","","15","15","67.6","64.2","3.40","","8.04","","0.92","8.50","9.42","","",""
"57","Ohio","MAC (East)","","18","10","76.0","67.7","8.25","","2.51","","6.71","2.47","9.18","","",""
"58","DePaul","CUSA (American)","","18","13","72.7","71.5","1.19","","7.88","","7.07","2.00","9.07","","",""
"59","Arizona State","Pac-10","","14","16","74.5","72.2","2.30","","8.25","","8.10","0.94","9.04","","",""
"60","Alabama-Birmingham","CUSA (National)","","20","12","74.0","70.5","3.47","","5.40","","7.35","1.52","8.87","","",""
"61","Nevada-Las Vegas","WAC (Mountain)","","16","13","74.6","68.9","5.72","","4.52","","3.74","5.04","8.77","","",""
"62","Saint Louis","CUSA (American)","","15","16","65.3","63.7","1.58","","7.19","","-0.80","9.57","8.77","","",""
"63","Florida State","ACC","","13","17","70.6","73.3","-2.73","","11.45","","6.76","1.95","8.71","","",""
"64","Colorado State","WAC (Mountain)","","19","11","72.3","66.4","5.90","","3.02","","3.15","5.50","8.64","","",""
"65","Michigan","Big Ten","","12","19","65.6","68.8","-3.19","","11.71","","3.36","5.16","8.52","","",""
"66","Toledo","MAC (West)","","19","9","70.8","63.4","7.46","","3.09","","0.62","7.83","8.45","","",""
"67","Providence","Big East","","16","14","76.1","76.2","-0.03","","8.33","","9.68","-1.39","8.30","","",""
"68","Georgetown","Big East","","15","16","68.9","66.4","2.58","","6.41","","1.98","6.23","8.21","","",""
"69","Georgia","SEC (East)","","15","15","71.6","70.6","1.00","","7.19","","5.76","2.42","8.19","","",""
"70","Detroit Mercy","MW Coll","","25","6","63.4","55.3","8.16","","-0.14","","-5.27","13.39","8.12","","",""
"71","Mississippi State","SEC (West)","","20","13","69.1","64.5","4.55","","3.39","","0.80","7.25","8.04","","",""
"72","New Mexico","WAC (Pacific)","","25","9","75.2","67.8","7.38","","0.74","","5.17","2.79","7.96","","",""
"73","Indiana State","MVC","","15","12","69.1","65.2","3.96","","3.98","","1.53","6.41","7.94","","",""
"74","South Florida","CUSA (National)","","14","14","71.6","67.7","3.93","","4.00","","2.94","4.99","7.93","","",""
"75","Fresno State","WAC (Pacific)","","21","12","79.8","75.9","3.94","","3.66","","13.78","-6.06","7.72","","",""
"76","Nebraska","Big 12","","20","13","66.0","64.3","1.70","","5.85","","0.10","7.45","7.55","","",""
"77","Southern Illinois","MVC","","15","12","64.7","62.8","1.89","","5.43","","-1.61","8.93","7.32","","",""
"78","Kent State","MAC (East)","","23","7","71.9","63.5","8.37","","2.77","","1.04","6.23","7.27","","",""
"79","Colorado","Big 12","","18","15","73.1","68.4","4.67","","4.86","","4.84","2.31","7.15","","",""
"80","Wyoming","WAC (Mountain)","","18","10","81.6","76.6","5.07","","1.98","","10.70","-3.65","7.05","","",""
"81","Virginia","ACC","","14","16","72.8","73.7","-0.90","","9.14","","4.94","2.06","7.00","","",""
"82","Bowling Green State","MAC (East)","","18","10","70.7","65.1","5.57","","2.43","","2.21","4.68","6.89","","",""
"83","Bradley","MVC","","17","12","62.9","61.2","1.69","","5.13","","-3.98","10.80","6.82","","",""
"84","Murray State","OVC","","27","6","78.5","67.1","11.36","","-4.71","","7.20","-0.39","6.80","","",""
"85","Rice","WAC (Mountain)","","18","10","68.3","62.0","6.21","","1.73","","-3.58","10.38","6.80","","",""
"86","Pennsylvania","Ivy","","21","6","71.1","60.7","10.41","","-3.91","","1.52","4.98","6.50","","",""
"87","Massachusetts","A-10 (East)","","14","16","64.3","63.9","0.43","","6.00","","-2.19","8.62","6.43","","",""
"88","College of Charleston","Southern (South)","","28","3","72.8","59.2","13.68","","-6.59","","-0.53","6.56","6.02","","",""
"89","Evansville","MVC","","23","10","75.8","71.8","4.03","","3.73","","7.68","-1.79","5.89","","",""
"90","Illinois State","MVC","","16","15","69.1","68.1","1.00","","4.72","","2.55","3.23","5.79","","",""
"91","Oregon State","Pac-10","","13","14","64.7","64.6","0.11","","7.14","","-2.51","8.28","5.78","","",""
"92","Vanderbilt","SEC (East)","","14","15","72.1","71.6","0.55","","6.71","","3.41","2.37","5.78","","",""
"93","Alabama","SEC (West)","","17","15","67.0","67.9","-0.94","","6.66","","1.00","4.73","5.73","","",""
"94","Princeton","Ivy","","22","8","61.9","52.8","9.10","","-2.64","","-8.85","14.48","5.63","","",""
"95","Iowa State","Big 12","","15","15","62.9","60.8","2.03","","5.67","","-5.64","11.04","5.40","","",""
"96","Memphis","CUSA (National)","","13","15","76.5","76.4","0.07","","5.27","","9.42","-4.08","5.34","","",""
"97","Weber State","Big Sky","","25","8","79.1","73.0","6.12","","0.21","","9.05","-3.75","5.31","","",""
"98","Dayton","A-10 (West)","","11","17","67.9","68.1","-0.21","","5.42","","1.90","3.31","5.21","","",""
"99","Northern Arizona","Big Sky","","21","8","77.2","66.7","10.45","","-3.00","","2.60","2.60","5.20","","",""
"100","Notre Dame","Big East","","14","16","72.3","74.2","-1.93","","6.99","","5.17","0.03","5.20","","",""
"101","Akron","MAC (East)","","18","9","75.2","70.6","4.67","","1.11","","7.43","-2.27","5.15","","",""
"102","Butler","MW Coll","","22","10","63.5","60.0","3.47","","1.40","","-3.05","8.09","5.04","","",""
"103","Marquette","CUSA (American)","","14","15","62.9","62.7","0.21","","4.83","","-3.32","8.36","5.04","","",""
"104","Marshall","MAC (East)","","16","11","76.9","70.6","6.26","","0.57","","7.18","-2.41","4.77","","",""
"105","George Mason","CAA","","19","11","73.8","67.7","6.10","","-0.93","","4.62","-0.10","4.52","","",""
"106","Georgia Tech","ACC","","15","16","67.3","72.2","-4.87","","9.39","","1.66","2.86","4.52","","",""
"107","Old Dominion","CAA","","25","9","71.5","64.7","6.79","","-1.68","","1.66","2.82","4.48","","",""
"108","Texas-El Paso","WAC (Pacific)","","16","12","69.1","65.4","3.68","","1.38","","-0.90","5.31","4.42","","",""
"109","Valparaiso","Mid-Cont","","23","9","72.7","63.9","8.75","","-3.64","","-0.69","5.09","4.40","","",""
"110","Southern Mississippi","CUSA (National)","","14","16","62.4","61.2","1.20","","2.96","","-6.32","10.47","4.16","","",""
"111","Pittsburgh","Big East","","14","16","67.2","70.4","-3.17","","7.23","","0.82","3.24","4.06","","",""
"112","Green Bay","MW Coll","","20","11","62.0","56.0","6.00","","-1.06","","-6.81","10.78","3.97","","",""
"113","Northern Iowa","MVC","","9","18","70.5","72.6","-2.15","","5.82","","5.04","-1.37","3.67","","",""
"114","San Diego","WCC","","18","9","67.5","62.1","5.41","","-0.87","","-3.92","7.37","3.45","","",""
"115","Arkansas State","Sun Belt","","18","12","73.5","68.7","4.83","","-0.72","","3.10","0.22","3.31","","",""
"116","Pepperdine","WCC","","19","13","65.7","63.2","2.44","","1.87","","-4.45","7.63","3.17","","",""
"117","West Virginia","Big East","","10","19","66.7","71.1","-4.45","","8.55","","0.84","2.14","2.98","","",""
"118","Washington State","Pac-10","","10","19","73.0","78.4","-5.45","","8.80","","5.51","-2.56","2.95","","",""
"119","Boise State","Big West (East)","","21","8","68.5","61.7","6.79","","-3.25","","-4.44","7.30","2.86","","",""
"120","Brigham Young","WAC (Pacific)","","12","16","71.8","73.4","-1.64","","4.29","","2.76","-0.11","2.65","","",""
"121","Louisiana State","SEC (West)","","12","15","66.4","68.9","-2.52","","5.89","","-2.88","5.43","2.55","","",""
"122","New Mexico State","Big West (East)","","23","10","68.9","65.1","3.82","","-0.63","","-2.12","4.52","2.40","","",""
"123","Saint Joseph's","A-10 (East)","","12","18","66.0","67.6","-1.57","","5.04","","-1.23","3.41","2.18","","",""
"124","Siena","MAAC","","25","6","86.6","79.8","6.87","","-4.87","","13.85","-11.79","2.07","","",""
"125","Southern Methodist","WAC (Mountain)","","15","15","74.5","74.4","0.13","","2.73","","3.59","-1.54","2.05","","",""
"126","Louisiana Tech","Sun Belt","","19","9","76.2","70.9","5.32","","-3.47","","5.29","-3.40","1.89","","",""
"127","Tulane","CUSA (National)","","12","15","70.6","71.7","-1.07","","2.82","","2.24","-0.49","1.75","","",""
"128","Delaware","AEC","","25","6","77.2","67.7","9.52","","-7.88","","3.80","-2.15","1.64","","",""
"129","Ball State","MAC (West)","","16","11","66.6","65.2","1.41","","1.38","","-2.54","4.11","1.57","","",""
"130","Wichita State","MVC","","13","17","69.7","70.6","-0.83","","3.34","","1.18","0.30","1.48","","",""
"131","Hofstra","AEC","","22","10","66.6","60.4","6.22","","-4.02","","-5.23","6.39","1.15","","",""
"132","Southeast Missouri State","OVC","","20","9","70.5","63.2","7.24","","-4.49","","-3.16","4.15","0.99","","",""
"133","St. Bonaventure","A-10 (East)","","14","15","64.1","65.2","-1.03","","2.01","","-5.01","5.99","0.97","","",""
"134","James Madison","CAA","","16","11","71.7","66.2","5.56","","-4.62","","0.86","0.07","0.94","","",""
"135","Florida International","Sun Belt","","13","16","69.3","69.4","-0.07","","0.92","","1.96","-1.11","0.85","","",""
"136","Cal State Northridge","Big Sky","","17","12","82.0","77.1","4.93","","-1.58","","10.18","-9.39","0.79","","",""
"137","Virginia Tech","A-10 (West)","","13","15","65.3","66.1","-0.75","","1.46","","-3.89","4.60","0.71","","",""
"138","South Carolina","SEC (East)","","8","21","60.2","67.7","-7.55","","8.12","","-4.98","5.55","0.57","","",""
"139","Oral Roberts","Mid-Cont","","17","11","77.4","73.7","3.68","","-2.89","","4.78","-4.36","0.42","","",""
"140","Utah State","Big West (East)","","15","13","71.6","68.0","3.68","","-2.23","","-2.23","2.44","0.21","","",""
"141","Samford","A-Sun","","24","6","72.9","62.7","10.23","","-9.16","","-1.36","1.53","0.17","","",""
"142","Idaho","Big West (East)","","16","11","73.3","70.2","3.11","","-1.87","","1.54","-1.41","0.13","","",""
"143","Montana State","Big Sky","","16","13","78.0","75.2","2.83","","-1.49","","5.00","-4.92","0.09","","",""
"144","San Jose State","WAC (Pacific)","","12","16","65.3","64.5","0.79","","0.77","","-4.54","4.60","0.07","","",""
"145","Navy","Patriot","","20","7","71.6","62.9","8.74","","-7.49","","-1.34","1.15","-0.20","","",""
"146","Texas Tech","Big 12","","13","17","70.3","73.7","-3.40","","3.06","","2.06","-2.40","-0.34","","",""
"147","La Salle","A-10 (West)","","13","15","72.3","74.6","-2.32","","1.90","","3.88","-4.30","-0.42","","",""
"148","Appalachian State","Southern (North)","","21","8","74.8","66.1","8.69","","-5.32","","1.98","-2.46","-0.48","","",""
"149","Texas A&M","Big 12","","12","15","69.3","73.1","-3.78","","2.92","","1.21","-2.06","-0.85","","",""
"150","Portland State","Big Sky","","17","11","79.1","74.1","5.04","","-2.84","","4.14","-5.06","-0.91","","",""
"151","Western Michigan","MAC (West)","","11","15","70.1","74.0","-3.88","","3.54","","4.26","-5.29","-1.02","","",""
"152","Boston College","Big East","","6","21","62.6","71.6","-9.00","","7.78","","-2.29","1.08","-1.22","","",""
"153","Western Kentucky","Sun Belt","","13","16","64.2","66.4","-2.24","","1.04","","-5.33","3.94","-1.39","","",""
"154","Louisiana-Lafayette","Sun Belt","","13","16","67.3","68.7","-1.45","","0.00","","-1.07","-0.38","-1.45","","",""
"155","Davidson","Southern (North)","","16","11","76.2","68.3","7.93","","-5.64","","1.93","-3.40","-1.47","","",""
"156","Drexel","AEC","","20","9","70.2","65.1","5.14","","-6.73","","-2.75","1.16","-1.59","","",""
"157","Fordham","A-10 (East)","","12","15","66.1","69.6","-3.52","","1.93","","-1.23","-0.35","-1.59","","",""
"158","Santa Clara","WCC","","14","15","65.0","68.3","-3.31","","1.62","","-3.35","1.66","-1.69","","",""
"159","Cleveland State","MW Coll","","14","14","70.6","71.3","-0.64","","0.27","","1.74","-3.47","-1.73","","",""
"160","Maine","AEC","","19","9","80.6","73.7","6.93","","-8.07","","6.83","-8.57","-1.73","","",""
"161","Drake","MVC","","10","17","65.1","70.9","-5.81","","5.22","","-2.41","0.51","-1.89","","",""
"162","Iona","MAAC","","16","14","76.2","74.3","1.90","","-3.21","","2.56","-4.49","-1.93","","",""
"163","North Carolina-Wilmington","CAA","","11","17","60.2","62.2","-2.00","","0.00","","-8.68","6.68","-2.00","","",""
"164","Virginia Commonwealth","CAA","","15","16","71.6","71.4","0.23","","-2.30","","2.03","-4.10","-2.07","","",""
"165","Central Florida","A-Sun","","19","10","72.7","69.3","3.38","","-5.29","","-0.56","-1.66","-2.21","","",""
"166","Richmond","CAA","","15","12","67.3","66.1","1.15","","-3.49","","-3.65","1.31","-2.34","","",""
"167","Saint Mary's (CA)","WCC","","13","18","68.0","70.4","-2.39","","0.22","","-0.55","-1.94","-2.48","","",""
"168","Houston","CUSA (National)","","10","17","70.9","78.8","-7.93","","5.36","","4.55","-7.11","-2.56","","",""
"169","Lafayette","Patriot","","22","8","72.2","66.2","6.00","","-7.17","","0.71","-3.35","-2.64","","",""
"170","UC-Santa Barbara","Big West (West)","","15","13","70.4","69.4","1.04","","-3.16","","-1.28","-1.46","-2.74","","",""
"171","Alcorn State","SWAC","","23","7","75.8","66.9","8.90","","-10.48","","-2.10","-0.79","-2.88","","",""
"172","Montana","Big Sky","","13","14","71.9","69.1","2.78","","-2.97","","-2.98","0.06","-2.93","","",""
"173","San Francisco","WCC","","12","18","63.5","68.1","-4.60","","2.38","","-5.35","2.42","-2.93","","",""
"174","Youngstown State","Mid-Cont","","14","14","67.5","64.6","2.86","","-4.60","","-4.68","1.74","-2.94","","",""
"175","Central Michigan","MAC (West)","","10","16","70.2","72.3","-2.12","","0.62","","1.13","-4.23","-3.10","","",""
"176","Texas State","Southland","","19","9","71.1","63.1","8.00","","-8.23","","-6.05","2.94","-3.12","","",""
"177","Hawaii","WAC (Pacific)","","6","20","63.8","71.3","-7.46","","4.23","","-3.90","0.67","-3.23","","",""
"178","Pacific","Big West (West)","","14","13","68.5","65.3","3.26","","-3.42","","-6.33","2.91","-3.42","","",""
"179","East Carolina","CAA","","13","14","63.2","63.7","-0.48","","-2.65","","-7.33","3.80","-3.53","","",""
"180","St. Francis (NY)","NEC","","20","8","80.2","75.9","4.32","","-7.58","","7.45","-11.06","-3.61","","",""
"181","Western Illinois","Mid-Cont","","16","12","72.3","72.1","0.21","","-3.67","","0.51","-4.27","-3.75","","",""
"182","Niagara","MAAC","","17","12","80.7","80.1","0.62","","-4.49","","7.19","-11.06","-3.87","","",""
"183","Rider","MAAC","","12","16","73.3","72.3","1.00","","-4.89","","-0.95","-2.94","-3.89","","",""
"184","Marist","MAAC","","16","12","72.6","71.1","1.54","","-5.52","","-2.44","-1.55","-3.99","","",""
"185","Air Force","WAC (Mountain)","","10","16","76.2","80.2","-4.00","","2.53","","5.45","-9.44","-4.00","","",""
"186","Chattanooga","Southern (South)","","16","12","67.8","65.0","2.79","","-5.75","","-5.28","1.03","-4.25","","",""
"187","South Alabama","Sun Belt","","11","16","59.7","64.0","-4.33","","0.83","","-10.77","6.52","-4.25","","",""
"188","Maryland-Baltimore County","NEC","","19","9","67.4","63.6","3.79","","-8.13","","-6.70","2.35","-4.35","","",""
"189","Georgia State","A-Sun","","17","13","73.3","69.9","3.40","","-7.57","","-1.34","-3.06","-4.40","","",""
"190","Loyola (MD)","MAAC","","13","15","77.3","76.5","0.86","","-5.46","","2.59","-7.19","-4.60","","",""
"191","New Orleans","Sun Belt","","14","16","60.8","63.9","-3.13","","-1.50","","-9.53","4.90","-4.63","","",""
"192","Fairfield","MAAC","","12","15","78.2","81.1","-2.93","","-1.74","","5.43","-10.09","-4.67","","",""
"193","Long Beach State","Big West (West)","","13","15","66.6","70.5","-3.86","","-0.85","","-3.81","-1.15","-4.96","","",""
"194","Loyola Marymount","WCC","","11","16","76.1","81.4","-5.30","","1.83","","7.82","-13.04","-5.21","","",""
"195","Eastern Washington","Big Sky","","10","17","73.7","76.7","-2.96","","-0.60","","0.32","-5.60","-5.28","","",""
"196","Bucknell","Patriot","","16","13","66.9","61.3","5.52","","-7.82","","-7.31","2.02","-5.30","","",""
"197","Wright State","MW Coll","","9","18","68.9","71.3","-2.41","","-1.83","","-0.35","-5.02","-5.36","","",""
"198","Portland","WCC","","9","18","67.4","69.6","-2.15","","0.33","","-3.13","-2.47","-5.59","","",""
"199","Baylor","Big 12","","6","24","61.5","70.2","-8.70","","3.46","","-6.82","1.18","-5.64","","",""
"200","Eastern Michigan","MAC (West)","","5","20","59.6","69.6","-9.96","","4.24","","-8.57","2.85","-5.72","","",""
"201","Lamar","Southland","","17","11","76.6","70.7","5.89","","-9.95","","-1.19","-4.87","-6.06","","",""
"202","Saint Peter's","MAAC","","14","15","69.7","71.0","-1.34","","-5.00","","-5.82","-0.53","-6.35","","",""
"203","Radford","Big South","","20","8","78.4","71.9","6.54","","-9.27","","-0.85","-5.56","-6.41","","",""
"204","Loyola (IL)","MW Coll","","9","18","60.9","67.1","-6.19","","-0.07","","-7.23","0.77","-6.46","","",""
"205","Texas-San Antonio","Southland","","18","11","77.5","75.4","2.03","","-7.03","","2.90","-9.37","-6.47","","",""
"206","Robert Morris","NEC","","15","12","72.3","69.3","3.00","","-8.17","","-2.07","-4.48","-6.55","","",""
"207","East Tennessee State","Southern (North)","","17","11","72.4","69.2","3.21","","-6.39","","-2.84","-3.79","-6.63","","",""
"208","Winthrop","Big South","","21","8","68.8","64.6","4.17","","-8.72","","-9.06","2.38","-6.67","","",""
"209","Northern Illinois","MAC (West)","","6","20","60.0","66.1","-6.12","","-0.73","","-8.85","2.00","-6.85","","",""
"210","Coppin State","MEAC","","15","14","68.7","68.6","0.10","","-6.98","","-5.85","-1.02","-6.87","","",""
"211","Eastern Illinois","OVC","","13","16","71.5","73.6","-2.07","","-3.80","","-0.43","-6.44","-6.87","","",""
"212","Illinois-Chicago","MW Coll","","7","21","58.3","66.8","-8.43","","1.55","","-7.42","0.54","-6.88","","",""
"213","Milwaukee","MW Coll","","8","19","63.5","69.4","-5.96","","0.38","","-3.24","-3.76","-7.00","","",""
"214","Canisius","MAAC","","15","12","71.0","73.3","-2.26","","-4.77","","-2.80","-4.23","-7.03","","",""
"215","Cal Poly","Big West (West)","","11","16","84.9","85.1","-0.19","","-3.90","","11.00","-18.06","-7.06","","",""
"216","Southern","SWAC","","21","7","84.7","77.0","7.75","","-13.92","","5.60","-12.82","-7.21","","",""
"217","Mount St. Mary's","NEC","","15","15","68.3","69.3","-1.00","","-6.29","","-4.97","-2.32","-7.29","","",""
"218","Central Connecticut State","NEC","","19","13","70.7","68.2","2.53","","-10.40","","-4.48","-2.89","-7.37","","",""
"219","Duquesne","A-10 (West)","","5","23","61.9","72.1","-10.18","","4.04","","-6.47","-1.13","-7.59","","",""
"220","Southern Utah","Mid-Cont","","13","17","73.1","75.5","-2.37","","-3.12","","-0.10","-7.52","-7.62","","",""
"221","Arkansas-Little Rock","Sun Belt","","12","15","66.3","70.5","-4.22","","-2.94","","-6.26","-1.48","-7.74","","",""
"222","Austin Peay","OVC","","11","16","72.6","75.4","-2.89","","-4.94","","-0.33","-7.53","-7.86","","",""
"223","Harvard","Ivy","","13","13","70.3","69.5","0.77","","-8.14","","-0.63","-7.31","-7.94","","",""
"224","Cal State Fullerton","Big West (West)","","13","14","70.0","74.0","-3.96","","-2.72","","-2.35","-5.64","-7.99","","",""
"225","Colgate","Patriot","","14","14","65.2","64.3","0.96","","-7.22","","-8.05","-0.02","-8.07","","",""
"226","Texas-Rio Grande Valley","Ind","","5","22","73.6","82.4","-8.74","","0.66","","4.82","-12.90","-8.08","","",""
"227","Stetson","A-Sun","","14","13","68.9","65.9","3.04","","-9.66","","-6.36","-1.85","-8.20","","",""
"228","UC-Irvine","Big West (West)","","6","20","65.1","70.0","-4.96","","-1.63","","-6.38","-2.04","-8.42","","",""
"229","Fairleigh Dickinson","NEC","","12","16","65.8","66.8","-0.96","","-6.69","","-9.04","0.58","-8.47","","",""
"230","Missouri-Kansas City","Mid-Cont","","8","22","71.0","75.5","-4.50","","-2.78","","-1.34","-7.14","-8.48","","",""
"231","Nicholls State","Southland","","14","15","67.5","67.7","-0.21","","-6.19","","-7.52","-1.07","-8.59","","",""
"232","McNeese State","Southland","","13","15","74.8","75.9","-1.18","","-7.42","","0.22","-8.81","-8.60","","",""
"233","Morehead State","OVC","","13","15","76.8","78.5","-1.75","","-5.02","","1.90","-10.64","-8.75","","",""
"234","Middle Tennessee","OVC","","12","19","69.1","71.7","-2.61","","-4.77","","-5.17","-3.63","-8.81","","",""
"235","American","CAA","","7","21","64.5","69.7","-5.21","","-1.60","","-7.14","-1.80","-8.95","","",""
"236","Boston University","AEC","","9","18","64.3","67.6","-3.26","","-6.09","","-7.91","-1.44","-9.35","","",""
"237","Furman","Southern (South)","","12","16","67.1","69.4","-2.29","","-6.49","","-5.28","-4.39","-9.67","","",""
"238","Cornell","Ivy","","11","15","64.1","65.8","-1.65","","-7.57","","-7.38","-2.32","-9.69","","",""
"239","IUPUI","Mid-Cont","","11","16","67.9","69.9","-2.00","","-4.97","","-7.47","-2.27","-9.74","","",""
"240","Nevada","Big West (East)","","8","18","68.3","75.3","-7.08","","-1.43","","-3.33","-6.41","-9.75","","",""
"241","Dartmouth","Ivy","","14","12","64.3","66.4","-2.08","","-6.96","","-7.98","-1.82","-9.80","","",""
"242","Wofford","Southern (South)","","11","16","69.4","70.8","-1.37","","-5.54","","-3.34","-6.56","-9.90","","",""
"243","Denver","Ind","","10","17","73.6","79.6","-5.96","","-4.09","","0.31","-10.37","-10.06","","",""
"244","Tennessee Tech","OVC","","12","15","67.2","69.4","-2.22","","-5.13","","-8.42","-1.67","-10.09","","",""
"245","Tennessee State","OVC","","12","15","71.0","73.6","-2.52","","-5.21","","-4.19","-6.15","-10.33","","",""
