"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"144","Northeastern","NAC","","20","8","76.0","","","","-6.62","","-0.34","-0.17","-0.51","","",""
"145","Wyoming","WAC","","13","15","68.8","","","","1.28","","-3.29","2.68","-0.60","","",""
"146","Delaware","NAC","","22","8","74.8","","","","-5.63","","-1.72","1.09","-0.63","","",""
"147","Bradley","MVC","","11","16","60.1","","","","1.12","","-12.04","11.12","-0.92","","",""
"148","Iona","MAAC","","16","11","75.8","","","","-1.97","","3.63","-4.64","-1.01","","",""
"149","Tennessee State","OVC","","19","10","78.7","","","","-4.56","","1.27","-2.40","-1.13","","",""
"150","Cornell","Ivy","","16","10","70.3","","","","-1.72","","-1.83","0.58","-1.24","","",""
"151","San Francisco","WCC","","19","12","78.0","","","","-1.21","","6.00","-7.29","-1.28","","",""
"152","Wichita State","MVC","","10","17","64.6","","","","4.30","","-4.27","2.88","-1.39","","",""
"153","Missouri-Kansas City","Ind","","15","12","79.3","","","","-2.19","","1.49","-2.90","-1.41","","",""
"154","Butler","MW Coll","","11","17","67.8","","","","3.20","","-3.48","1.97","-1.51","","",""
"155","Georgia Southern","Southern","","19","9","79.1","","","","-4.87","","2.42","-3.97","-1.55","","",""
"156","Western Michigan","MAC","","17","12","67.4","","","","-2.32","","-4.91","3.30","-1.60","","",""
"157","South Florida","Metro","","8","19","71.9","","","","3.66","","0.28","-1.95","-1.67","","",""
"158","East Carolina","CAA","","13","17","67.9","","","","0.95","","-7.71","5.69","-2.02","","",""
"159","Mississippi","SEC (West)","","10","18","71.1","","","","8.04","","-2.47","0.39","-2.08","","",""
"160","Virginia Tech","Metro","","10","18","67.1","","","","2.13","","-5.67","3.58","-2.09","","",""
"161","Green Bay","Mid-Cont","","13","14","66.1","","","","-5.33","","-11.79","9.66","-2.14","","",""
"162","Drexel","NAC","","22","7","73.1","","","","-8.49","","-3.53","1.15","-2.39","","",""
"163","Princeton","Ivy","","15","11","57.5","","","","-4.71","","-17.29","14.77","-2.51","","",""
"164","William & Mary","CAA","","14","13","75.0","","","","-1.43","","-0.19","-2.32","-2.51","","",""
"165","San Diego","WCC","","13","14","72.4","","","","-1.48","","-3.24","0.60","-2.65","","",""
"166","Illinois-Chicago","Mid-Cont","","17","15","79.0","","","","-3.45","","2.92","-5.74","-2.82","","",""
"167","Columbia","Ivy","","16","10","72.7","","","","-6.65","","-2.26","-0.75","-3.01","","",""
"168","Creighton","MVC","","8","18","64.1","","","","2.01","","-5.71","2.68","-3.03","","",""
"169","Fresno State","WAC","","13","15","66.7","","","","2.06","","-3.55","0.50","-3.05","","",""
"170","Northern Iowa","MVC","","12","15","61.3","","","","2.00","","-8.95","5.83","-3.12","","",""
"171","Arkansas-Little Rock","Sun Belt","","15","12","68.9","","","","-0.24","","-5.17","1.85","-3.31","","",""
"172","San Jose State","Big West","","7","19","64.5","","","","2.76","","-7.18","3.78","-3.39","","",""
"173","Eastern Kentucky","OVC","","15","12","76.1","","","","-5.81","","-3.02","-0.55","-3.57","","",""
"174","Murray State","OVC","","18","12","84.5","","","","-4.40","","6.17","-9.85","-3.68","","",""
"175","Coppin State","MEAC","","22","8","73.9","","","","-11.06","","-5.01","1.28","-3.73","","",""
"176","UC-Irvine","Big West","","6","21","73.1","","","","2.91","","-0.24","-3.55","-3.78","","",""
"177","Ohio","MAC","","14","13","70.6","","","","-3.23","","-2.56","-1.37","-3.93","","",""
"178","Coastal Carolina","Big South","","22","10","77.8","","","","-7.89","","-3.84","-0.11","-3.95","","",""
"179","Montana","Big Sky","","17","11","65.5","","","","-5.34","","-11.71","7.73","-3.98","","",""
"180","Bowling Green State","MAC","","11","16","64.8","","","","-0.85","","-7.16","3.15","-4.01","","",""
"181","College of Charleston","A-Sun","","19","8","68.4","","","","-8.30","","-11.02","6.93","-4.09","","",""
"182","Texas State","Southland","","14","13","72.7","","","","-4.71","","-6.54","2.15","-4.39","","",""
"183","Marshall","Southern","","16","11","78.2","","","","-4.80","","1.20","-5.64","-4.44","","",""
"184","Davidson","Southern","","14","14","74.2","","","","-2.78","","-3.11","-1.39","-4.50","","",""
"185","Nevada","Big West","","9","17","74.8","","","","2.77","","2.66","-7.24","-4.59","","",""
"186","Southern Utah","Ind","","14","13","76.1","","","","-3.47","","-0.16","-4.44","-4.60","","",""
"187","Eastern Michigan","MAC","","13","17","69.1","","","","-2.99","","-5.15","0.05","-5.09","","",""
"188","Fairfield","MAAC","","14","13","66.3","","","","-3.83","","-7.61","2.41","-5.20","","",""
"189","Kent State","MAC","","10","17","64.5","","","","-2.26","","-7.44","2.17","-5.26","","",""
"190","Dayton","MW Coll","","4","26","61.5","","","","5.33","","-7.58","2.27","-5.32","","",""
"191","Rider","NEC","","19","11","73.4","","","","-8.28","","-3.06","-2.55","-5.61","","",""
"192","Mississippi Valley State","SWAC","","13","15","81.8","","","","-3.93","","3.05","-8.69","-5.64","","",""
"193","Hartford","NAC","","14","14","73.0","","","","-6.08","","-4.10","-1.62","-5.71","","",""
"194","Florida International","A-Sun","","20","10","68.3","","","","-7.41","","-11.87","6.05","-5.82","","",""
"195","McNeese State","Southland","","12","16","72.6","","","","-4.91","","-5.41","-0.54","-5.95","","",""
"196","Colgate","Patriot","","18","10","76.8","","","","-9.60","","-0.82","-5.14","-5.96","","",""
"197","Valparaiso","Mid-Cont","","12","16","79.2","","","","-4.89","","2.85","-8.92","-6.07","","",""
"198","Appalachian State","Southern","","13","15","81.3","","","","-4.27","","4.39","-10.48","-6.08","","",""
"199","Furman","Southern","","11","17","74.8","","","","-3.54","","-1.64","-4.53","-6.17","","",""
"200","Jacksonville","Sun Belt","","5","22","70.9","","","","0.54","","-1.93","-4.49","-6.43","","",""
"201","Toledo","MAC","","12","16","66.8","","","","-4.61","","-4.83","-1.67","-6.50","","",""
"202","Canisius","MAAC","","10","18","63.4","","","","-2.10","","-10.36","3.83","-6.53","","",""
"203","Wagner","NEC","","18","12","69.8","","","","-8.94","","-7.59","0.91","-6.68","","",""
"204","Texas-Arlington","Southland","","16","12","84.1","","","","-3.51","","3.95","-10.74","-6.79","","",""
"205","Idaho State","Big Sky","","10","18","71.2","","","","-3.16","","-2.85","-3.98","-6.83","","",""
"206","Southeast Missouri State","OVC","","16","11","80.7","","","","-6.07","","1.98","-9.05","-7.07","","",""
"207","Texas-San Antonio","Southland","","15","14","80.7","","","","-3.31","","1.75","-8.87","-7.11","","",""
"208","Northwestern State","Southland","","13","13","90.7","","","","-5.65","","8.23","-15.43","-7.19","","",""
"209","Loyola (IL)","MW Coll","","7","20","67.0","","","","2.29","","-4.34","-2.89","-7.23","","",""
"210","Samford","A-Sun","","17","10","72.0","","","","-9.92","","-8.58","1.26","-7.32","","",""
"211","San Diego State","WAC","","8","21","66.0","","","","4.71","","-7.19","-0.14","-7.33","","",""
"212","Nicholls State","Southland","","14","12","77.7","","","","-4.47","","-1.63","-5.72","-7.35","","",""
"213","Air Force","WAC","","9","19","65.5","","","","2.05","","-9.36","1.90","-7.45","","",""
"214","Dartmouth","Ivy","","11","15","68.0","","","","-5.32","","-5.94","-1.62","-7.56","","",""
"215","Tennessee Tech","OVC","","15","13","87.1","","","","-5.44","","8.81","-16.44","-7.63","","",""
"216","Fordham","Patriot","","15","16","65.4","","","","-3.96","","-11.05","3.12","-7.93","","",""
"217","Towson","Big South","","18","9","77.1","","","","-8.78","","-2.58","-5.35","-7.93","","",""
"218","Texas Southern","SWAC","","12","15","77.5","","","","-3.11","","-2.57","-5.38","-7.94","","",""
"219","Mercer","A-Sun","","13","14","73.1","","","","-4.40","","-5.01","-2.94","-7.95","","",""
"220","Stephen F. Austin","Southland","","12","14","72.8","","","","-5.08","","-7.04","-0.96","-8.00","","",""
"221","Saint Mary's (CA)","WCC","","11","16","61.5","","","","-1.86","","-9.22","0.82","-8.40","","",""
"222","Alabama State","SWAC","","14","13","88.1","","","","-9.70","","2.26","-10.75","-8.48","","",""
"223","Cal State Northridge","Ind","","10","17","68.0","","","","-2.47","","-6.89","-1.66","-8.55","","",""
"224","Yale","Ivy","","10","16","54.3","","","","-7.08","","-20.84","12.00","-8.84","","",""
"225","Liberty","Big South","","16","14","77.2","","","","-10.30","","-6.52","-2.51","-9.02","","",""
"226","Loyola Marymount","WCC","","7","20","68.7","","","","-2.40","","-6.20","-2.92","-9.12","","",""
"227","Texas Christian","SWC","","6","22","64.8","","","","0.93","","-9.61","0.44","-9.18","","",""
"228","Northern Illinois","Mid-Cont","","15","12","69.7","","","","-5.56","","-9.06","-0.34","-9.40","","",""
"229","Montana State","Big Sky","","9","18","67.4","","","","-4.98","","-10.41","0.96","-9.46","","",""
"230","Georgia State","A-Sun","","13","14","76.3","","","","-5.22","","-3.02","-6.59","-9.61","","",""
"231","Stetson","A-Sun","","13","14","78.3","","","","-8.53","","-0.72","-9.14","-9.86","","",""
"232","Northeastern Illinois","Ind","","11","16","78.1","","","","-2.73","","-0.30","-9.60","-9.91","","",""
"233","Monmouth","NEC","","11","17","64.5","","","","-8.25","","-12.34","2.27","-10.07","","",""
"234","George Mason","CAA","","7","21","68.3","","","","-1.21","","-7.40","-2.73","-10.13","","",""
"235","Saint Peter's","MAAC","","9","18","78.9","","","","-5.16","","-10.15","-0.01","-10.16","","",""
"236","Northern Arizona","Big Sky","","10","16","69.5","","","","-5.73","","-6.60","-3.87","-10.47","","",""
"237","Mount St. Mary's","NEC","","13","15","71.9","","","","-8.45","","-4.59","-5.93","-10.52","","",""
"238","Marist","NEC","","14","16","71.0","","","","-8.25","","-6.00","-4.56","-10.56","","",""
"239","Akron","MAC","","8","18","62.1","","","","-5.07","","-12.17","1.48","-10.69","","",""
"240","Middle Tennessee","OVC","","10","16","69.4","","","","-5.02","","-12.33","1.61","-10.72","","",""
"241","Louisiana Tech","Sun Belt","","7","21","61.1","","","","0.82","","-12.49","1.56","-10.93","","",""
"242","Maine","NAC","","10","17","68.2","","","","-7.93","","-8.50","-2.47","-10.97","","",""
"243","Alcorn State","SWAC","","7","20","76.1","","","","-4.58","","-1.07","-9.98","-11.04","","",""
"244","Eastern Illinois","Mid-Cont","","10","17","66.7","","","","-3.62","","-10.69","-0.43","-11.12","","",""
"245","North Texas","Southland","","5","21","78.8","","","","-3.40","","0.33","-11.88","-11.56","","",""
"246","Grambling","SWAC","","13","14","83.5","","","","-8.50","","-1.77","-9.81","-11.58","","",""
"247","Hofstra","Ind","","9","18","63.0","","","","-3.12","","-13.22","1.64","-11.59","","",""
"248","Central Michigan","MAC","","8","18","73.8","","","","-2.37","","0.48","-12.30","-11.82","","",""
"249","Maryland-Baltimore County","Big South","","12","16","81.8","","","","-8.48","","3.06","-14.89","-11.83","","",""
"250","Robert Morris","NEC","","9","18","66.7","","","","-6.34","","-9.50","-2.40","-11.90","","",""
"251","Fairleigh Dickinson","NEC","","11","17","67.7","","","","-8.14","","-8.25","-3.86","-12.10","","",""
"252","Citadel","Southern","","10","17","64.5","","","","-5.09","","-13.13","0.97","-12.16","","",""
"253","Eastern Washington","Big Sky","","6","20","65.2","","","","-3.17","","-7.42","-4.75","-12.17","","",""
"254","Western Illinois","Mid-Cont","","7","20","73.2","","","","-5.72","","-4.20","-8.10","-12.30","","",""
"255","Portland","WCC","","9","18","69.2","","","","-4.58","","-5.92","-6.62","-12.54","","",""
"256","Southeastern Louisiana","A-Sun","","12","15","76.7","","","","-6.18","","-5.92","-6.66","-12.57","","",""
"257","Radford","Big South","","15","16","81.3","","","","-7.96","","1.86","-14.52","-12.67","","",""
"258","Saint Francis (PA)","NEC","","9","18","66.9","","","","-8.56","","-10.15","-2.74","-12.89","","",""
"259","Long Island University","NEC","","11","17","77.2","","","","-9.34","","-0.81","-12.17","-12.97","","",""
"260","South Carolina State","MEAC","","16","13","73.2","","","","-12.53","","-6.83","-6.18","-13.01","","",""
"261","Winthrop","Big South","","14","16","83.6","","","","-11.40","","2.62","-15.70","-13.08","","",""
"262","Central Florida","A-Sun","","10","17","76.7","","","","-9.16","","-2.78","-10.71","-13.48","","",""
"263","North Carolina A&T","MEAC","","14","13","70.0","","","","-10.89","","-5.29","-8.25","-13.54","","",""
"264","Campbell","Big South","","12","15","71.2","","","","-10.15","","-9.87","-3.86","-13.73","","",""
"265","Austin Peay","OVC","","7","20","69.0","","","","-1.43","","-7.42","-6.43","-13.85","","",""
"266","Navy","Patriot","","8","19","63.6","","","","-6.92","","-14.18","0.25","-13.92","","",""
"267","New Hampshire","NAC","","6","21","62.1","","","","-4.38","","-12.37","-1.61","-13.98","","",""
"268","Sam Houston State","Southland","","6","19","76.5","","","","-3.71","","-3.15","-11.08","-14.23","","",""
"269","Vermont","NAC","","10","17","75.1","","","","-7.46","","-0.89","-13.37","-14.26","","",""
"270","Lafayette","Patriot","","7","20","66.8","","","","-6.23","","-8.26","-6.13","-14.39","","",""
"271","Western Carolina","Southern","","6","21","69.2","","","","-6.04","","-8.81","-5.77","-14.58","","",""
"272","Centenary (LA)","A-Sun","","9","18","84.1","","","","-7.35","","4.20","-18.85","-14.65","","",""
"273","North Carolina-Greensboro","Big South","","10","17","68.9","","","","-10.01","","-8.73","-6.36","-15.09","","",""
"274","Loyola (MD)","MAAC","","2","25","58.2","","","","-3.04","","-15.58","0.32","-15.26","","",""
"275","St. Francis (NY)","NEC","","9","18","73.6","","","","-7.86","","-2.01","-13.27","-15.27","","",""
"276","Tennessee-Martin","OVC","","7","19","69.2","","","","-5.78","","-9.63","-5.90","-15.53","","",""
"277","Brown","Ivy","","7","19","58.2","","","","-5.80","","-11.13","-4.71","-15.84","","",""
"278","Boston University","NAC","","6","21","69.6","","","","-5.22","","-5.59","-10.44","-16.04","","",""
"279","Harvard","Ivy","","6","20","69.5","","","","-4.70","","-3.69","-12.45","-16.14","","",""
"280","Lehigh","Patriot","","4","23","73.9","","","","-6.53","","-1.28","-14.98","-16.26","","",""
"281","Virginia Military Institute","Southern","","5","22","65.9","","","","-5.03","","-12.51","-4.29","-16.80","","",""
