"Rk","School","Conf","X.","W","L","Pts","Opp","MOV","X..1","SOS","X..2","OSRS","DSRS","SRS","ORtg","DRtg","NRtg"
"117","Oregon State","Pac-10","","17","15","72.8","73.8","-1.09","","4.02","","4.83","-1.91","2.93","","",""
"118","San Diego","WCC","","16","13","76.6","73.4","3.17","","2.25","","7.43","-4.55","2.88","","",""
"119","South Florida","CUSA","","14","16","67.6","66.5","1.10","","2.03","","0.56","2.23","2.79","","",""
"120","Hofstra","CAA","","21","9","71.9","66.1","5.83","","-2.53","","3.52","-0.77","2.74","","",""
"121","University of California","Pac-10","","13","16","67.4","70.8","-3.38","","5.97","","0.06","2.53","2.59","","",""
"122","Santa Clara","WCC","","15","16","74.5","73.6","0.81","","2.18","","5.03","-2.45","2.58","","",""
"123","Colorado State","MWC","","11","17","70.2","69.4","0.82","","3.88","","2.82","-0.46","2.36","","",""
"124","San Francisco","WCC","","17","14","69.0","68.9","0.06","","3.33","","0.30","2.00","2.30","","",""
"125","Middle Tennessee","Sun Belt (East)","","19","12","71.4","65.4","5.94","","-1.43","","-0.07","2.36","2.29","","",""
"126","Drake","MVC","","13","16","69.3","71.6","-2.31","","4.57","","3.28","-1.03","2.26","","",""
"127","Bucknell","Patriot","","23","10","63.5","59.0","4.58","","-2.19","","-5.26","7.38","2.12","","",""
"128","Auburn","SEC (West)","","14","17","70.7","75.2","-4.55","","6.60","","5.13","-3.08","2.06","","",""
"129","Virginia Commonwealth","CAA","","19","13","70.0","66.5","3.53","","-1.52","","1.18","0.83","2.01","","",""
"130","Bowling Green State","MAC (West)","","18","11","69.8","68.6","1.14","","1.76","","1.38","0.59","1.98","","",""
"131","Drexel","CAA","","17","12","69.7","66.0","3.72","","-1.91","","0.40","1.42","1.82","","",""
"132","Cal State Northridge","Big West","","18","13","71.9","67.3","4.65","","-0.98","","1.18","0.56","1.74","","",""
"133","Pepperdine","WCC","","17","14","75.0","74.2","0.77","","1.51","","5.81","-4.13","1.68","","",""
"134","Davidson","Southern (South)","","23","9","72.4","65.7","6.69","","-1.08","","1.62","0.02","1.64","","",""
"135","Detroit Mercy","Horizon","","14","16","61.3","60.3","1.03","","1.01","","-7.16","8.79","1.63","","",""
"136","Northern Illinois","MAC (West)","","11","17","68.4","69.2","-0.79","","2.06","","-0.12","1.39","1.27","","",""
"137","Fresno State","WAC","","16","14","71.4","70.3","1.13","","0.31","","1.93","-0.80","1.14","","",""
"138","Illinois-Chicago","Horizon","","15","14","70.2","68.8","1.41","","1.09","","2.10","-0.98","1.13","","",""
"139","Louisiana Tech","WAC","","14","15","70.3","70.5","-0.17","","1.24","","0.97","0.09","1.06","","",""
"140","San Diego State","MWC","","11","18","68.6","71.1","-2.52","","5.61","","3.43","-2.38","1.06","","",""
"141","Brigham Young","MWC","","9","21","65.7","69.0","-3.27","","6.69","","-1.15","2.17","1.02","","",""
"142","George Mason","CAA","","16","13","73.3","69.6","3.76","","-2.83","","3.40","-2.47","0.93","","",""
"143","Evansville","MVC","","11","17","70.9","73.0","-2.11","","2.91","","3.79","-2.98","0.81","","",""
"144","Portland","WCC","","15","15","69.0","68.1","0.90","","0.54","","0.06","0.75","0.81","","",""
"145","Tulsa","WAC","","9","20","71.4","72.3","-0.90","","1.66","","2.72","-1.96","0.76","","",""
"146","Saint Louis","CUSA","","9","21","56.4","60.8","-4.37","","5.04","","-10.67","11.34","0.67","","",""
"147","Butler","Horizon","","13","15","64.7","61.0","3.64","","-0.85","","-4.44","5.06","0.62","","",""
"148","Indiana State","MVC","","11","20","61.0","64.8","-3.84","","4.44","","-5.65","6.24","0.60","","",""
"149","Northeastern","AEC","","21","10","73.5","70.0","3.48","","-2.97","","5.78","-5.27","0.51","","",""
"150","Richmond","A-10 (West)","","14","15","66.7","69.3","-2.59","","3.06","","0.30","0.18","0.48","","",""
"151","Winthrop","Big South","","27","6","68.0","59.4","8.61","","-6.65","","-5.43","5.91","0.48","","",""
"152","Cal State Fullerton","Big West","","21","11","75.3","71.5","3.72","","-0.83","","6.45","-6.15","0.31","","",""
"153","Murray State","OVC","","17","11","71.3","65.8","5.57","","-3.47","","-0.04","0.33","0.30","","",""
"154","Massachusetts","A-10 (East)","","16","12","64.4","65.8","-1.39","","1.51","","-2.36","2.49","0.12","","",""
"155","Texas A&M-Corpus Christi","Ind","","20","8","75.1","64.9","10.14","","-5.48","","0.71","-0.79","-0.08","","",""
"156","Wright State","Horizon","","15","15","63.9","64.6","-0.67","","0.35","","-3.79","3.47","-0.32","","",""
"157","Arkansas-Little Rock","Sun Belt (East)","","18","10","67.5","66.8","0.75","","0.90","","-2.26","1.80","-0.46","","",""
"158","IUPUI","Mid-Cont","","16","13","71.3","68.7","2.66","","-2.12","","-0.07","-0.46","-0.53","","",""
"159","College of Charleston","Southern (South)","","18","10","72.1","67.8","4.32","","-4.98","","-0.40","-0.26","-0.66","","",""
"160","Princeton","Ivy","","15","13","56.3","54.3","1.96","","-1.90","","-12.56","11.70","-0.86","","",""
"161","Southeastern Louisiana","Southland","","24","9","63.2","55.8","7.36","","-5.22","","-11.44","10.57","-0.86","","",""
"162","Manhattan","MAAC","","15","14","73.0","70.2","2.79","","-2.41","","0.81","-1.92","-1.12","","",""
"163","Arkansas State","Sun Belt (East)","","16","13","76.1","72.3","3.79","","-1.86","","3.37","-4.54","-1.17","","",""
"164","Loyola Marymount","WCC","","11","17","67.8","70.6","-2.75","","2.87","","-1.37","0.20","-1.17","","",""
"165","Georgia","SEC (East)","","8","20","60.1","67.8","-7.68","","6.46","","-5.71","4.50","-1.22","","",""
"166","Chattanooga","Southern (North)","","20","11","72.7","65.6","7.06","","-3.59","","-2.10","0.73","-1.37","","",""
"167","North Carolina-Wilmington","CAA","","19","10","65.0","63.4","1.59","","-3.13","","-5.70","4.16","-1.55","","",""
"168","Northwestern State","Southland","","21","12","74.7","70.2","4.52","","-2.47","","1.53","-3.20","-1.67","","",""
"169","Loyola (IL)","Horizon","","13","17","67.3","69.4","-2.10","","0.99","","-1.00","-0.70","-1.70","","",""
"170","Fordham","A-10 (East)","","13","16","63.1","64.5","-1.45","","-0.34","","-4.09","2.30","-1.79","","",""
"171","Penn State","Big Ten","","7","23","63.4","70.7","-7.27","","7.31","","-1.32","-0.54","-1.86","","",""
"172","Rider","MAAC","","19","11","74.9","71.9","3.03","","-4.33","","2.08","-3.99","-1.91","","",""
"173","Green Bay","Horizon","","17","11","67.3","68.8","-1.57","","-0.09","","-0.10","-1.85","-1.95","","",""
"174","Sam Houston State","Southland","","18","12","73.7","67.3","6.40","","-3.87","","-0.72","-1.42","-2.14","","",""
"175","Fairfield","MAAC","","15","15","68.0","67.0","1.03","","-3.23","","-3.95","1.76","-2.19","","",""
"176","Lamar","Southland","","18","11","80.6","74.7","5.90","","-4.39","","6.73","-8.92","-2.19","","",""
"177","Georgia Southern","Southern (South)","","18","13","80.8","75.2","5.65","","-5.32","","7.98","-10.31","-2.32","","",""
"178","Eastern Michigan","MAC (West)","","12","18","72.6","73.5","-0.87","","0.78","","4.77","-7.13","-2.37","","",""
"179","East Carolina","CUSA","","9","19","64.0","69.1","-5.04","","5.70","","-3.80","1.19","-2.61","","",""
"180","Albany (NY)","AEC","","13","15","67.4","64.7","2.68","","-5.31","","-1.53","-1.10","-2.63","","",""
"181","Oakland","Mid-Cont","","13","19","70.9","73.5","-2.59","","0.86","","1.82","-4.48","-2.66","","",""
"182","Eastern Kentucky","OVC","","22","9","72.8","67.0","5.74","","-5.18","","-1.55","-1.13","-2.68","","",""
"183","Baylor","Big 12","","9","19","66.5","71.7","-5.18","","4.10","","-0.95","-1.84","-2.79","","",""
"184","UC-Irvine","Big West","","16","13","68.7","67.7","1.00","","-1.80","","-2.37","-0.43","-2.80","","",""
"185","Tennessee Tech","OVC","","18","11","74.1","68.8","5.31","","-5.01","","0.49","-3.34","-2.86","","",""
"186","Saint Peter's","MAAC","","15","13","78.6","77.3","1.32","","-4.26","","6.41","-9.35","-2.94","","",""
"187","Boise State","WAC","","16","18","70.4","74.2","-3.85","","0.61","","3.95","-6.90","-2.96","","",""
"188","Southeast Missouri State","OVC","","15","14","70.4","68.0","2.41","","-3.78","","-2.12","-0.90","-3.02","","",""
"189","Iona","MAAC","","15","16","71.6","71.3","0.32","","-3.43","","-1.06","-2.05","-3.11","","",""
"190","American","Patriot","","16","12","67.2","66.1","1.11","","-4.30","","-3.04","-0.15","-3.19","","",""
"191","New Orleans","Sun Belt (West)","","13","17","66.7","69.3","-2.57","","0.10","","-2.85","-0.36","-3.21","","",""
"192","Valparaiso","Mid-Cont","","15","16","70.3","73.1","-2.81","","-0.19","","0.53","-3.86","-3.33","","",""
"193","Missouri-Kansas City","Mid-Cont","","16","12","73.6","72.3","1.32","","-2.68","","1.18","-4.53","-3.35","","",""
"194","Marshall","MAC (East)","","6","22","66.8","73.9","-7.11","","3.61","","-1.28","-2.22","-3.50","","",""
"195","Montana","Big Sky","","18","13","69.4","68.8","0.65","","-3.49","","-1.44","-2.20","-3.63","","",""
"196","Appalachian State","Southern (North)","","18","12","73.1","69.0","4.07","","-4.04","","-0.91","-2.85","-3.76","","",""
"197","Austin Peay","OVC","","13","19","65.3","67.1","-1.78","","-1.97","","-4.61","0.86","-3.76","","",""
"198","Florida International","Sun Belt (East)","","13","17","67.6","71.2","-3.60","","0.34","","-2.15","-1.76","-3.90","","",""
"199","Furman","Southern (South)","","16","13","73.1","65.6","7.48","","-3.72","","-4.49","0.53","-3.96","","",""
"200","Fairleigh Dickinson","NEC","","20","13","73.7","70.0","3.70","","-6.91","","1.19","-5.32","-4.13","","",""
"201","UC-Santa Barbara","Big West","","11","18","59.2","62.9","-3.62","","-0.40","","-10.28","6.14","-4.14","","",""
"202","North Texas","Sun Belt (West)","","14","14","74.0","73.7","0.29","","-0.99","","2.28","-6.54","-4.26","","",""
"203","Texas-San Antonio","Southland","","15","13","75.9","73.8","2.11","","-3.93","","3.85","-8.22","-4.37","","",""
"204","La Salle","A-10 (West)","","10","19","62.7","68.2","-5.55","","1.16","","-4.91","0.51","-4.39","","",""
"205","Binghamton","AEC","","12","17","61.5","63.4","-1.90","","-2.57","","-7.43","2.96","-4.46","","",""
"206","Tennessee State","OVC","","14","17","75.4","78.1","-2.68","","-1.25","","5.04","-9.55","-4.50","","",""
"207","Portland State","Big Sky","","19","9","73.1","68.6","4.50","","-8.19","","-0.72","-3.89","-4.61","","",""
"208","Cleveland State","Horizon","","9","17","68.2","72.0","-3.85","","0.52","","-0.70","-4.01","-4.70","","",""
"209","Southern Mississippi","CUSA","","11","17","67.8","70.8","-3.00","","1.52","","-1.43","-3.38","-4.80","","",""
"210","Central Florida","A-Sun","","24","9","69.8","65.2","4.61","","-7.78","","-6.35","1.44","-4.91","","",""
"211","Samford","OVC","","15","13","64.4","62.1","2.29","","-5.42","","-7.88","2.89","-5.00","","",""
"212","South Carolina State","MEAC","","19","12","67.3","61.4","5.90","","-10.93","","-5.26","0.24","-5.03","","",""
"213","Yale","Ivy","","11","16","67.8","70.4","-2.63","","-2.82","","-1.55","-3.90","-5.45","","",""
"214","Delaware","CAA","","11","20","65.1","68.3","-3.19","","-2.47","","-4.33","-1.34","-5.66","","",""
"215","Rhode Island","A-10 (East)","","6","22","57.9","64.1","-6.21","","0.52","","-8.86","3.17","-5.69","","",""
"216","Western Illinois","Mid-Cont","","11","17","67.1","68.6","-1.50","","-1.58","","-4.30","-1.48","-5.78","","",""
"217","South Alabama","Sun Belt (West)","","10","18","62.3","66.0","-3.75","","0.09","","-8.41","2.54","-5.87","","",""
"218","Gardner-Webb","A-Sun","","18","12","72.4","68.5","3.90","","-8.10","","-3.13","-2.76","-5.88","","",""
"219","Long Beach State","Big West","","10","20","60.7","66.3","-5.67","","-0.13","","-8.60","2.40","-6.20","","",""
"220","Wofford","Southern (South)","","14","14","72.9","70.0","2.82","","-3.76","","-0.46","-5.96","-6.42","","",""
"221","Monmouth","NEC","","16","13","63.6","63.2","0.45","","-7.03","","-8.85","2.27","-6.58","","",""
"222","Duquesne","A-10 (West)","","8","22","67.1","74.6","-7.50","","0.90","","-0.40","-6.20","-6.60","","",""
"223","Northern Arizona","Big Sky","","11","17","76.4","75.5","0.89","","-5.38","","3.85","-10.47","-6.62","","",""
"224","Delaware State","MEAC","","19","14","61.9","61.7","0.21","","-6.89","","-9.38","2.71","-6.68","","",""
"225","Harvard","Ivy","","12","15","67.1","69.4","-2.26","","-4.47","","-1.31","-5.43","-6.73","","",""
"226","Lehigh","Patriot","","14","15","61.5","60.6","0.93","","-6.77","","-9.18","2.45","-6.73","","",""
"227","Montana State","Big Sky","","14","14","67.6","67.4","0.18","","-4.77","","-4.00","-2.73","-6.73","","",""
"228","Tulane","CUSA","","10","18","66.6","72.8","-6.25","","0.55","","-1.63","-5.15","-6.78","","",""
"229","Idaho","Big West","","8","22","61.9","66.0","-4.10","","-1.54","","-7.73","0.79","-6.94","","",""
"230","Marist","MAAC","","11","17","70.0","72.8","-2.71","","-4.30","","-2.41","-4.61","-7.02","","",""
"231","Maine","AEC","","14","15","63.6","65.0","-1.45","","-4.21","","-6.51","-0.53","-7.04","","",""
"232","Belmont","A-Sun","","14","16","70.3","70.0","0.23","","-7.32","","-3.57","-3.51","-7.08","","",""
"233","North Carolina-Greensboro","Southern (North)","","18","12","72.3","72.9","-0.53","","-2.97","","-1.51","-5.72","-7.23","","",""
"234","Birmingham-Southern","Big South","","16","14","65.8","63.1","2.70","","-8.24","","-8.59","1.35","-7.24","","",""
"235","Brown","Ivy","","12","16","66.0","67.8","-1.75","","-5.54","","-2.58","-4.71","-7.29","","",""
"236","Central Michigan","MAC (West)","","10","18","66.3","75.1","-8.82","","2.92","","-2.04","-5.31","-7.35","","",""
"237","Chicago State","Mid-Cont","","9","19","64.6","70.7","-6.14","","-1.29","","-5.37","-2.07","-7.44","","",""
"238","Weber State","Big Sky","","14","16","65.2","66.7","-1.43","","-5.62","","-5.50","-2.08","-7.58","","",""
"239","Cornell","Ivy","","13","14","64.2","66.2","-2.04","","-5.46","","-5.88","-1.77","-7.65","","",""
"240","High Point","Big South","","13","18","74.5","71.2","3.35","","-7.39","","2.17","-9.85","-7.69","","",""
"241","San Jose State","WAC","","6","23","61.0","71.1","-10.10","","2.41","","-7.70","0.00","-7.69","","",""
"242","Eastern Illinois","OVC","","12","16","68.4","72.0","-3.64","","-3.08","","-2.56","-5.19","-7.75","","",""
"243","Georgia State","A-Sun","","14","15","70.7","72.3","-1.66","","-5.66","","-3.14","-4.95","-8.08","","",""
"244","Central Connecticut State","NEC","","12","16","68.5","69.6","-1.04","","-7.23","","-4.74","-3.53","-8.26","","",""
"245","McNeese State","Southland","","13","15","74.6","73.9","0.71","","-4.28","","2.08","-10.49","-8.40","","",""
"246","Coppin State","MEAC","","14","15","60.9","63.2","-2.34","","-6.16","","-9.65","1.14","-8.51","","",""
"247","UC-Riverside","Big West","","9","19","62.3","67.0","-4.68","","-1.27","","-8.49","-0.02","-8.51","","",""
"248","Mercer","A-Sun","","16","12","80.1","77.6","2.46","","-9.77","","4.99","-13.52","-8.54","","",""
"249","Columbia","Ivy","","12","15","64.2","65.7","-1.44","","-6.56","","-7.00","-1.56","-8.56","","",""
