ID,Pred
2018_1112_1355,0.5
2018_1112_1361,0.5
2018_1112_1371,0.5
2018_1112_1372,0.5
2018_1112_1382,0.5
2018_1112_1393,0.5
2018_1112_1395,0.5
2018_1112_1397,0.5
2018_1112_1400,0.5
2018_1112_1401,0.5
2018_1112_1403,0.5
2018_1112_1411,0.5
2018_1112_1417,0.5
2018_1112_1420,0.5
2018_1112_1422,0.5
2018_1112_1437,0.5
2018_1112_1438,0.5
2018_1112_1439,0.5
2018_1112_1452,0.5
2018_1112_1455,0.5
2018_1112_1460,0.5
2018_1112_1462,0.5
2018_1113_1116,0.5
2018_1113_1120,0.5
2018_1113_1137,0.5
2018_1113_1138,0.5
2018_1113_1139,0.5
2018_1113_1153,0.5
2018_1113_1155,0.5
2018_1113_1158,0.5
2018_1113_1166,0.5
2018_1113_1168,0.5
2018_1113_1172,0.5
2018_1113_1181,0.5
2018_1113_1196,0.5
2018_1113_1199,0.5
2018_1113_1209,0.5
2018_1113_1211,0.5
2018_1113_1222,0.5
2018_1113_1233,0.5
2018_1113_1242,0.5
2018_1113_1243,0.5
2018_1113_1246,0.5
2018_1113_1252,0.5
2018_1113_1254,0.5
2018_1113_1260,0.5
2018_1113_1267,0.5
2018_1113_1274,0.5
2018_1113_1276,0.5
2018_1113_1277,0.5
2018_1113_1281,0.5
2018_1113_1285,0.5
2018_1113_1293,0.5
2018_1113_1300,0.5
2018_1113_1301,0.5
2018_1113_1305,0.5
2018_1113_1308,0.5
2018_1113_1314,0.5
2018_1113_1326,0.5
2018_1113_1328,0.5
2018_1113_1335,0.5
2018_1113_1344,0.5
2018_1113_1345,0.5
2018_1113_1347,0.5
2018_1113_1348,0.5
2018_1113_1355,0.5
2018_1113_1361,0.5
2018_1113_1371,0.5
2018_1113_1372,0.5
2018_1113_1382,0.5
2018_1113_1393,0.5
2018_1113_1395,0.5
2018_1113_1397,0.5
2018_1113_1400,0.5
2018_1113_1401,0.5
2018_1113_1403,0.5
2018_1113_1411,0.5
2018_1113_1417,0.5
2018_1113_1420,0.5
2018_1113_1422,0.5
2018_1113_1437,0.5
2018_1113_1438,0.5
2018_1113_1439,0.5
2018_1113_1452,0.5
2018_1113_1455,0.5
2018_1113_1460,0.5
2018_1113_1462,0.5
2018_1116_1120,0.5
2018_1116_1137,0.5
2018_1116_1138,0.5
2018_1116_1139,0.5
2018_1116_1153,0.5
2018_1116_1155,0.5
2018_1116_1158,0.5
2018_1116_1166,0.5
2018_1116_1168,0.5
2018_1116_1172,0.5
2018_1116_1181,0.5
2018_1116_1196,0.5
2018_1116_1199,0.5
2018_1116_1209,0.5
2018_1116_1211,0.5
2018_1116_1222,0.5
2018_1116_1233,0.5
2018_1116_1242,0.5
2018_1116_1243,0.5
2018_1116_1246,0.5
2018_1116_1252,0.5
2018_1116_1254,0.5
2018_1116_1260,0.5
2018_1116_1267,0.5
2018_1116_1274,0.5
2018_1116_1276,0.5
2018_1116_1277,0.5
2018_1116_1281,0.5
2018_1116_1285,0.5
2018_1116_1293,0.5
2018_1116_1300,0.5
2018_1116_1301,0.5
2018_1116_1305,0.5
2018_1116_1308,0.5
2018_1116_1314,0.5
2018_1116_1326,0.5
2018_1116_1328,0.5
2018_1116_1335,0.5
2018_1116_1344,0.5
2018_1116_1345,0.5
2018_1116_1347,0.5
2018_1116_1348,0.5
2018_1116_1355,0.5
2018_1116_1361,0.5
2018_1116_1371,0.5
2018_1116_1372,0.5
2018_1116_1382,0.5
2018_1116_1393,0.5
2018_1116_1395,0.5
2018_1116_1397,0.5
2018_1116_1400,0.5
2018_1116_1401,0.5
2018_1116_1403,0.5
2018_1116_1411,0.5
2018_1116_1417,0.5
2018_1116_1420,0.5
2018_1116_1422,0.5
2018_1116_1437,0.5
2018_1116_1438,0.5
2018_1116_1439,0.5
2018_1116_1452,0.5
2018_1116_1455,0.5
2018_1116_1460,0.5
2018_1116_1462,0.5
2018_1120_1137,0.5
2018_1120_1138,0.5
2018_1120_1139,0.5
2018_1120_1153,0.5
2018_1120_1155,0.5
2018_1120_1158,0.5
2018_1120_1166,0.5
2018_1120_1168,0.5
2018_1120_1172,0.5
2018_1120_1181,0.5
2018_1120_1196,0.5
2018_1120_1199,0.5
2018_1120_1209,0.5
2018_1120_1211,0.5
2018_1120_1222,0.5
2018_1120_1233,0.5
2018_1120_1242,0.5
2018_1120_1243,0.5
2018_1120_1246,0.5
2018_1120_1252,0.5
2018_1120_1254,0.5
2018_1120_1260,0.5
2018_1120_1267,0.5
2018_1120_1274,0.5
2018_1120_1276,0.5
2018_1120_1277,0.5
2018_1120_1281,0.5
2018_1120_1285,0.5
2018_1120_1293,0.5
2018_1120_1300,0.5
2018_1120_1301,0.5
2018_1120_1305,0.5
2018_1120_1308,0.5
2018_1120_1314,0.5
2018_1120_1326,0.5
2018_1120_1328,0.5
2018_1120_1335,0.5
2018_1120_1344,0.5
2018_1120_1345,0.5
2018_1120_1347,0.5
2018_1120_1348,0.5
2018_1120_1355,0.5
2018_1120_1361,0.5
2018_1120_1371,0.5
2018_1120_1372,0.5
2018_1120_1382,0.5
2018_1120_1393,0.5
2018_1120_1395,0.5
2018_1120_1397,0.5
2018_1120_1400,0.5
2018_1120_1401,0.5
2018_1120_1403,0.5
2018_1120_1411,0.5
2018_1120_1417,0.5
2018_1120_1420,0.5
2018_1120_1422,0.5
2018_1120_1437,0.5
2018_1120_1438,0.5
2018_1120_1439,0.5
2018_1120_1452,0.5
2018_1120_1455,0.5
2018_1120_1460,0.5
2018_1120_1462,0.5
2018_1137_1138,0.5
2018_1137_1139,0.5
2018_1137_1153,0.5
2018_1137_1155,0.5
2018_1137_1158,0.5
2018_1137_1166,0.5
2018_1137_1168,0.5
2018_1137_1172,0.5
2018_1137_1181,0.5
2018_1137_1196,0.5
2018_1137_1199,0.5
2018_1137_1209,0.5
2018_1137_1211,0.5
2018_1137_1222,0.5
2018_1137_1233,0.5
2018_1137_1242,0.5
2018_1137_1243,0.5
2018_1137_1246,0.5
2018_1137_1252,0.5
2018_1137_1254,0.5
2018_1137_1260,0.5
2018_1137_1267,0.5
2018_1137_1274,0.5
2018_1137_1276,0.5
2018_1137_1277,0.5
2018_1137_1281,0.5
2018_1137_1285,0.5
2018_1137_1293,0.5
2018_1137_1300,0.5
2018_1137_1301,0.5
2018_1137_1305,0.5
2018_1137_1308,0.5
2018_1137_1314,0.5
2018_1137_1326,0.5
2018_1137_1328,0.5
2018_1137_1335,0.5
2018_1137_1344,0.5
2018_1137_1345,0.5
2018_1137_1347,0.5
2018_1137_1348,0.5
2018_1137_1355,0.5
2018_1137_1361,0.5
2018_1137_1371,0.5
2018_1137_1372,0.5
2018_1137_1382,0.5
2018_1137_1393,0.5
2018_1137_1395,0.5
2018_1137_1397,0.5
2018_1137_1400,0.5
2018_1137_1401,0.5
2018_1137_1403,0.5
2018_1137_1411,0.5
2018_1137_1417,0.5
2018_1137_1420,0.5
2018_1137_1422,0.5
2018_1137_1437,0.5
2018_1137_1438,0.5
2018_1137_1439,0.5
2018_1137_1452,0.5
2018_1137_1455,0.5
2018_1137_1460,0.5
2018_1137_1462,0.5
2018_1138_1139,0.5
2018_1138_1153,0.5
2018_1138_1155,0.5
2018_1138_1158,0.5
2018_1138_1166,0.5
2018_1138_1168,0.5
2018_1138_1172,0.5
2018_1138_1181,0.5
2018_1138_1196,0.5
2018_1138_1199,0.5
2018_1138_1209,0.5
2018_1138_1211,0.5
2018_1138_1222,0.5
2018_1138_1233,0.5
2018_1138_1242,0.5
2018_1138_1243,0.5
2018_1138_1246,0.5
2018_1138_1252,0.5
2018_1138_1254,0.5
2018_1138_1260,0.5
2018_1138_1267,0.5
2018_1138_1274,0.5
2018_1138_1276,0.5
2018_1138_1277,0.5
2018_1138_1281,0.5
2018_1138_1285,0.5
2018_1138_1293,0.5
2018_1138_1300,0.5
2018_1138_1301,0.5
2018_1138_1305,0.5
2018_1138_1308,0.5
2018_1138_1314,0.5
2018_1138_1326,0.5
2018_1138_1328,0.5
2018_1138_1335,0.5
2018_1138_1344,0.5
2018_1138_1345,0.5
2018_1138_1347,0.5
2018_1138_1348,0.5
2018_1138_1355,0.5
2018_1138_1361,0.5
2018_1138_1371,0.5
2018_1138_1372,0.5
2018_1138_1382,0.5
2018_1138_1393,0.5
2018_1138_1395,0.5
2018_1138_1397,0.5
2018_1138_1400,0.5
2018_1138_1401,0.5
2018_1138_1403,0.5
2018_1138_1411,0.5
2018_1138_1417,0.5
2018_1138_1420,0.5
2018_1138_1422,0.5
2018_1138_1437,0.5
2018_1138_1438,0.5
2018_1138_1439,0.5
2018_1138_1452,0.5
2018_1138_1455,0.5
2018_1138_1460,0.5
2018_1138_1462,0.5
2018_1139_1153,0.5
2018_1139_1155,0.5
2018_1139_1158,0.5
2018_1139_1166,0.5
2018_1139_1168,0.5
2018_1139_1172,0.5
2018_1139_1181,0.5
2018_1139_1196,0.5
2018_1139_1199,0.5
2018_1139_1209,0.5
2018_1139_1211,0.5
2018_1139_1222,0.5
2018_1139_1233,0.5
2018_1139_1242,0.5
2018_1139_1243,0.5
2018_1139_1246,0.5
2018_1139_1252,0.5
2018_1139_1254,0.5
2018_1139_1260,0.5
2018_1139_1267,0.5
2018_1139_1274,0.5
2018_1139_1276,0.5
2018_1139_1277,0.5
2018_1139_1281,0.5
2018_1139_1285,0.5
2018_1139_1293,0.5
2018_1139_1300,0.5
2018_1139_1301,0.5
2018_1139_1305,0.5
2018_1139_1308,0.5
2018_1139_1314,0.5
2018_1139_1326,0.5
2018_1139_1328,0.5
2018_1139_1335,0.5
2018_1139_1344,0.5
2018_1139_1345,0.5
2018_1139_1347,0.5
2018_1139_1348,0.5
2018_1139_1355,0.5
2018_1139_1361,0.5
2018_1139_1371,0.5
2018_1139_1372,0.5
2018_1139_1382,0.5
2018_1139_1393,0.5
2018_1139_1395,0.5
2018_1139_1397,0.5
2018_1139_1400,0.5
2018_1139_1401,0.5
2018_1139_1403,0.5
2018_1139_1411,0.5
2018_1139_1417,0.5
2018_1139_1420,0.5
2018_1139_1422,0.5
2018_1139_1437,0.5
2018_1139_1438,0.5
2018_1139_1439,0.5
2018_1139_1452,0.5
2018_1139_1455,0.5
2018_1139_1460,0.5
2018_1139_1462,0.5
2018_1153_1155,0.5
2018_1153_1158,0.5
2018_1153_1166,0.5
2018_1153_1168,0.5
2018_1153_1172,0.5
2018_1153_1181,0.5
2018_1153_1196,0.5
2018_1153_1199,0.5
2018_1153_1209,0.5
2018_1153_1211,0.5
2018_1153_1222,0.5
2018_1153_1233,0.5
2018_1153_1242,0.5
2018_1153_1243,0.5
2018_1153_1246,0.5
2018_1153_1252,0.5
2018_1153_1254,0.5
2018_1153_1260,0.5
2018_1153_1267,0.5
2018_1153_1274,0.5
2018_1153_1276,0.5
2018_1153_1277,0.5
2018_1153_1281,0.5
2018_1153_1285,0.5
2018_1153_1293,0.5
2018_1153_1300,0.5
2018_1153_1301,0.5
2018_1153_1305,0.5
2018_1153_1308,0.5
2018_1153_1314,0.5
2018_1153_1326,0.5
2018_1153_1328,0.5
2018_1153_1335,0.5
2018_1153_1344,0.5
2018_1153_1345,0.5
2018_1153_1347,0.5
2018_1153_1348,0.5
2018_1153_1355,0.5
2018_1153_1361,0.5
2018_1153_1371,0.5
2018_1153_1372,0.5
2018_1153_1382,0.5
2018_1153_1393,0.5
2018_1153_1395,0.5
2018_1153_1397,0.5
2018_1153_1400,0.5
2018_1153_1401,0.5
2018_1153_1403,0.5
2018_1153_1411,0.5
2018_1153_1417,0.5
2018_1153_1420,0.5
2018_1153_1422,0.5
2018_1153_1437,0.5
2018_1153_1438,0.5
2018_1153_1439,0.5
2018_1153_1452,0.5
2018_1153_1455,0.5
2018_1153_1460,0.5
2018_1153_1462,0.5
2018_1155_1158,0.5
2018_1155_1166,0.5
2018_1155_1168,0.5
2018_1155_1172,0.5
2018_1155_1181,0.5
2018_1155_1196,0.5
2018_1155_1199,0.5
2018_1155_1209,0.5
2018_1155_1211,0.5
2018_1155_1222,0.5
2018_1155_1233,0.5
2018_1155_1242,0.5
2018_1155_1243,0.5
2018_1155_1246,0.5
2018_1155_1252,0.5
2018_1155_1254,0.5
2018_1155_1260,0.5
2018_1155_1267,0.5
2018_1155_1274,0.5
2018_1155_1276,0.5
2018_1155_1277,0.5
2018_1155_1281,0.5
2018_1155_1285,0.5
2018_1155_1293,0.5
2018_1155_1300,0.5
2018_1155_1301,0.5
2018_1155_1305,0.5
2018_1155_1308,0.5
2018_1155_1314,0.5
2018_1155_1326,0.5
2018_1155_1328,0.5
2018_1155_1335,0.5
2018_1155_1344,0.5
2018_1155_1345,0.5
2018_1155_1347,0.5
2018_1155_1348,0.5
2018_1155_1355,0.5
2018_1155_1361,0.5
2018_1155_1371,0.5
2018_1155_1372,0.5
2018_1155_1382,0.5
2018_1155_1393,0.5
2018_1155_1395,0.5
2018_1155_1397,0.5
2018_1155_1400,0.5
2018_1155_1401,0.5
2018_1155_1403,0.5
2018_1155_1411,0.5
2018_1155_1417,0.5
2018_1155_1420,0.5
2018_1155_1422,0.5
2018_1155_1437,0.5
2018_1155_1438,0.5
2018_1155_1439,0.5
2018_1155_1452,0.5
2018_1155_1455,0.5
2018_1155_1460,0.5
2018_1155_1462,0.5
2018_1158_1166,0.5
2018_1158_1168,0.5
2018_1158_1172,0.5
2018_1158_1181,0.5
2018_1158_1196,0.5
2018_1158_1199,0.5
2018_1158_1209,0.5
2018_1158_1211,0.5
2018_1158_1222,0.5
2018_1158_1233,0.5
2018_1158_1242,0.5
2018_1158_1243,0.5
2018_1158_1246,0.5
2018_1158_1252,0.5
2018_1158_1254,0.5
2018_1158_1260,0.5
2018_1158_1267,0.5
2018_1158_1274,0.5
2018_1158_1276,0.5
2018_1158_1277,0.5
2018_1158_1281,0.5
2018_1158_1285,0.5
2018_1158_1293,0.5
2018_1158_1300,0.5
2018_1158_1301,0.5
2018_1158_1305,0.5
2018_1158_1308,0.5
2018_1158_1314,0.5
2018_1158_1326,0.5
2018_1158_1328,0.5
2018_1158_1335,0.5
2018_1158_1344,0.5
2018_1158_1345,0.5
2018_1158_1347,0.5
2018_1158_1348,0.5
2018_1158_1355,0.5
2018_1158_1361,0.5
2018_1158_1371,0.5
2018_1158_1372,0.5
2018_1158_1382,0.5
2018_1158_1393,0.5
2018_1158_1395,0.5
2018_1158_1397,0.5
2018_1158_1400,0.5
2018_1158_1401,0.5
2018_1158_1403,0.5
2018_1158_1411,0.5
2018_1158_1417,0.5
2018_1158_1420,0.5
2018_1158_1422,0.5
2018_1158_1437,0.5
2018_1158_1438,0.5
2018_1158_1439,0.5
2018_1158_1452,0.5
2018_1158_1455,0.5
2018_1158_1460,0.5
2018_1158_1462,0.5
2018_1166_1168,0.5
2018_1166_1172,0.5
2018_1166_1181,0.5
2018_1166_1196,0.5
2018_1166_1199,0.5
2018_1166_1209,0.5
2018_1166_1211,0.5
2018_1166_1222,0.5
2018_1166_1233,0.5
2018_1166_1242,0.5
2018_1166_1243,0.5
2018_1166_1246,0.5
2018_1166_1252,0.5
2018_1166_1254,0.5
2018_1166_1260,0.5
2018_1166_1267,0.5
2018_1166_1274,0.5
2018_1166_1276,0.5
2018_1166_1277,0.5
2018_1166_1281,0.5
2018_1166_1285,0.5
2018_1166_1293,0.5
2018_1166_1300,0.5
2018_1166_1301,0.5
2018_1166_1305,0.5
2018_1166_1308,0.5
2018_1166_1314,0.5
2018_1166_1326,0.5
2018_1166_1328,0.5
2018_1166_1335,0.5
2018_1166_1344,0.5
2018_1166_1345,0.5
2018_1166_1347,0.5
2018_1166_1348,0.5
2018_1166_1355,0.5
2018_1166_1361,0.5
2018_1166_1371,0.5
2018_1166_1372,0.5
2018_1166_1382,0.5
2018_1166_1393,0.5
2018_1166_1395,0.5
2018_1166_1397,0.5
2018_1166_1400,0.5
2018_1166_1401,0.5
2018_1166_1403,0.5
2018_1166_1411,0.5
2018_1166_1417,0.5
2018_1166_1420,0.5
2018_1166_1422,0.5
2018_1166_1437,0.5
2018_1166_1438,0.5
2018_1166_1439,0.5
2018_1166_1452,0.5
2018_1166_1455,0.5
2018_1166_1460,0.5
2018_1166_1462,0.5
2018_1168_1172,0.5
2018_1168_1181,0.5
2018_1168_1196,0.5
2018_1168_1199,0.5
2018_1168_1209,0.5
2018_1168_1211,0.5
2018_1168_1222,0.5
2018_1168_1233,0.5
2018_1168_1242,0.5
2018_1168_1243,0.5
2018_1168_1246,0.5
2018_1168_1252,0.5
2018_1168_1254,0.5
2018_1168_1260,0.5
2018_1168_1267,0.5
2018_1168_1274,0.5
2018_1168_1276,0.5
2018_1168_1277,0.5
2018_1168_1281,0.5
2018_1168_1285,0.5
2018_1168_1293,0.5
2018_1168_1300,0.5
2018_1168_1301,0.5
2018_1168_1305,0.5
2018_1168_1308,0.5
2018_1168_1314,0.5
2018_1168_1326,0.5
2018_1168_1328,0.5
2018_1168_1335,0.5
2018_1168_1344,0.5
2018_1168_1345,0.5
2018_1168_1347,0.5
2018_1168_1348,0.5
2018_1168_1355,0.5
2018_1168_1361,0.5
2018_1168_1371,0.5
2018_1168_1372,0.5
2018_1168_1382,0.5
2018_1168_1393,0.5
2018_1168_1395,0.5
2018_1168_1397,0.5
2018_1168_1400,0.5
2018_1168_1401,0.5
2018_1168_1403,0.5
2018_1168_1411,0.5
2018_1168_1417,0.5
2018_1168_1420,0.5
2018_1168_1422,0.5
2018_1168_1437,0.5
2018_1168_1438,0.5
2018_1168_1439,0.5
2018_1168_1452,0.5
2018_1168_1455,0.5
2018_1168_1460,0.5
2018_1168_1462,0.5
2018_1172_1181,0.5
2018_1172_1196,0.5
2018_1172_1199,0.5
2018_1172_1209,0.5
2018_1172_1211,0.5
2018_1172_1222,0.5
2018_1172_1233,0.5
2018_1172_1242,0.5
2018_1172_1243,0.5
2018_1172_1246,0.5
2018_1172_1252,0.5
2018_1172_1254,0.5
2018_1172_1260,0.5
2018_1172_1267,0.5
2018_1172_1274,0.5
2018_1172_1276,0.5
2018_1172_1277,0.5
2018_1172_1281,0.5
2018_1172_1285,0.5
2018_1172_1293,0.5
2018_1172_1300,0.5
2018_1172_1301,0.5
2018_1172_1305,0.5
2018_1172_1308,0.5
2018_1172_1314,0.5
2018_1172_1326,0.5
2018_1172_1328,0.5
2018_1172_1335,0.5
2018_1172_1344,0.5
2018_1172_1345,0.5
2018_1172_1347,0.5
2018_1172_1348,0.5
2018_1172_1355,0.5
2018_1172_1361,0.5
2018_1172_1371,0.5
2018_1172_1372,0.5
2018_1172_1382,0.5
2018_1172_1393,0.5
2018_1172_1395,0.5
2018_1172_1397,0.5
2018_1172_1400,0.5
2018_1172_1401,0.5
2018_1172_1403,0.5
2018_1172_1411,0.5
2018_1172_1417,0.5
2018_1172_1420,0.5
2018_1172_1422,0.5
2018_1172_1437,0.5
2018_1172_1438,0.5
2018_1172_1439,0.5
2018_1172_1452,0.5
2018_1172_1455,0.5
2018_1172_1460,0.5
2018_1172_1462,0.5
2018_1181_1196,0.5
2018_1181_1199,0.5
2018_1181_1209,0.5
2018_1181_1211,0.5
2018_1181_1222,0.5
2018_1181_1233,0.5
2018_1181_1242,0.5
2018_1181_1243,0.5
2018_1181_1246,0.5
2018_1181_1252,0.5
2018_1181_1254,0.5
2018_1181_1260,0.5
2018_1181_1267,0.5
2018_1181_1274,0.5
2018_1181_1276,0.5
2018_1181_1277,0.5
2018_1181_1281,0.5
2018_1181_1285,0.5
2018_1181_1293,0.5
2018_1181_1300,0.5
2018_1181_1301,0.5
2018_1181_1305,0.5
2018_1181_1308,0.5
2018_1181_1314,0.5
2018_1181_1326,0.5
2018_1181_1328,0.5
2018_1181_1335,0.5
2018_1181_1344,0.5
2018_1181_1345,0.5
2018_1181_1347,0.5
2018_1181_1348,0.5
2018_1181_1355,0.5
2018_1181_1361,0.5
2018_1181_1371,0.5
2018_1181_1372,0.5
2018_1181_1382,0.5
2018_1181_1393,0.5
2018_1181_1395,0.5
2018_1181_1397,0.5
2018_1181_1400,0.5
2018_1181_1401,0.5
2018_1181_1403,0.5
2018_1181_1411,0.5
2018_1181_1417,0.5
2018_1181_1420,0.5
2018_1181_1422,0.5
2018_1181_1437,0.5
2018_1181_1438,0.5
2018_1181_1439,0.5
2018_1181_1452,0.5
2018_1181_1455,0.5
2018_1181_1460,0.5
2018_1181_1462,0.5
2018_1196_1199,0.5
2018_1196_1209,0.5
2018_1196_1211,0.5
2018_1196_1222,0.5
2018_1196_1233,0.5
2018_1196_1242,0.5
2018_1196_1243,0.5
2018_1196_1246,0.5
2018_1196_1252,0.5
2018_1196_1254,0.5
2018_1196_1260,0.5
2018_1196_1267,0.5
2018_1196_1274,0.5
2018_1196_1276,0.5
2018_1196_1277,0.5
2018_1196_1281,0.5
2018_1196_1285,0.5
2018_1196_1293,0.5
2018_1196_1300,0.5
2018_1196_1301,0.5
2018_1196_1305,0.5
2018_1196_1308,0.5
2018_1196_1314,0.5
2018_1196_1326,0.5
2018_1196_1328,0.5
2018_1196_1335,0.5
2018_1196_1344,0.5
2018_1196_1345,0.5
2018_1196_1347,0.5
2018_1196_1348,0.5
2018_1196_1355,0.5
2018_1196_1361,0.5
2018_1196_1371,0.5
2018_1196_1372,0.5
2018_1196_1382,0.5
2018_1196_1393,0.5
2018_1196_1395,0.5
2018_1196_1397,0.5
2018_1196_1400,0.5
2018_1196_1401,0.5
2018_1196_1403,0.5
2018_1196_1411,0.5
2018_1196_1417,0.5
2018_1196_1420,0.5
2018_1196_1422,0.5
2018_1196_1437,0.5
2018_1196_1438,0.5
2018_1196_1439,0.5
2018_1196_1452,0.5
2018_1196_1455,0.5
2018_1196_1460,0.5
2018_1196_1462,0.5
2018_1199_1209,0.5
2018_1199_1211,0.5
2018_1199_1222,0.5
2018_1199_1233,0.5
2018_1199_1242,0.5
2018_1199_1243,0.5
2018_1199_1246,0.5
2018_1199_1252,0.5
2018_1199_1254,0.5
2018_1199_1260,0.5
2018_1199_1267,0.5
2018_1199_1274,0.5
2018_1199_1276,0.5
2018_1199_1277,0.5
2018_1199_1281,0.5
2018_1199_1285,0.5
2018_1199_1293,0.5
2018_1199_1300,0.5
2018_1199_1301,0.5
2018_1199_1305,0.5
2018_1199_1308,0.5
2018_1199_1314,0.5
2018_1199_1326,0.5
2018_1199_1328,0.5
2018_1199_1335,0.5
2018_1199_1344,0.5
2018_1199_1345,0.5
2018_1199_1347,0.5
2018_1199_1348,0.5
2018_1199_1355,0.5
2018_1199_1361,0.5
2018_1199_1371,0.5
2018_1199_1372,0.5
2018_1199_1382,0.5
2018_1199_1393,0.5
2018_1199_1395,0.5
2018_1199_1397,0.5
2018_1199_1400,0.5
2018_1199_1401,0.5
2018_1199_1403,0.5
2018_1199_1411,0.5
2018_1199_1417,0.5
2018_1199_1420,0.5
2018_1199_1422,0.5
2018_1199_1437,0.5
2018_1199_1438,0.5
2018_1199_1439,0.5
2018_1199_1452,0.5
2018_1199_1455,0.5
2018_1199_1460,0.5
2018_1199_1462,0.5
2018_1209_1211,0.5
2018_1209_1222,0.5
2018_1209_1233,0.5
2018_1209_1242,0.5
2018_1209_1243,0.5
2018_1209_1246,0.5
2018_1209_1252,0.5
2018_1209_1254,0.5
2018_1209_1260,0.5
2018_1209_1267,0.5
2018_1209_1274,0.5
2018_1209_1276,0.5
2018_1209_1277,0.5
2018_1209_1281,0.5
2018_1209_1285,0.5
2018_1209_1293,0.5
2018_1209_1300,0.5
2018_1209_1301,0.5
2018_1209_1305,0.5
2018_1209_1308,0.5
2018_1209_1314,0.5
2018_1209_1326,0.5
2018_1209_1328,0.5
2018_1209_1335,0.5
2018_1209_1344,0.5
2018_1209_1345,0.5
2018_1209_1347,0.5
2018_1209_1348,0.5
2018_1209_1355,0.5
2018_1209_1361,0.5
2018_1209_1371,0.5
2018_1209_1372,0.5
2018_1209_1382,0.5
2018_1209_1393,0.5
2018_1209_1395,0.5
2018_1209_1397,0.5
2018_1209_1400,0.5
2018_1209_1401,0.5
2018_1209_1403,0.5
2018_1209_1411,0.5
2018_1209_1417,0.5
2018_1209_1420,0.5
2018_1209_1422,0.5
2018_1209_1437,0.5
2018_1209_1438,0.5
2018_1209_1439,0.5
2018_1209_1452,0.5
2018_1209_1455,0.5
2018_1209_1460,0.5
2018_1209_1462,0.5
2018_1211_1222,0.5
2018_1211_1233,0.5
2018_1211_1242,0.5
2018_1211_1243,0.5
2018_1211_1246,0.5
2018_1211_1252,0.5
2018_1211_1254,0.5
2018_1211_1260,0.5
2018_1211_1267,0.5
2018_1211_1274,0.5
2018_1211_1276,0.5
2018_1211_1277,0.5
2018_1211_1281,0.5
2018_1211_1285,0.5
2018_1211_1293,0.5
2018_1211_1300,0.5
2018_1211_1301,0.5
2018_1211_1305,0.5
2018_1211_1308,0.5
2018_1211_1314,0.5
2018_1211_1326,0.5
2018_1211_1328,0.5
