Season,TeamID,ConfAbbrev
1986,1402,gsc
1986,1109,ind
1986,1134,ind
1986,1152,ind
1986,1173,ind
1986,1177,ind
1986,1186,ind
1986,1197,ind
1986,1266,ind
1986,1274,ind
1986,1309,ind
1986,1323,ind
1986,1398,ind
1986,1410,ind
1986,1416,ind
1986,1418,ind
1986,1427,ind
1986,1432,ind
1986,1135,ivy
1986,1162,ivy
1986,1165,ivy
1986,1171,ivy
1986,1217,ivy
1986,1335,ivy
1986,1343,ivy
1986,1463,ivy
1986,1119,maac
1986,1193,maac
1986,1200,maac
1986,1221,maac
1986,1233,maac
1986,1247,maac
1986,1264,maac
1986,1389,maac
1986,1123,mac
1986,1132,mac
1986,1141,mac
1986,1185,mac
1986,1245,mac
1986,1275,mac
1986,1296,mac
1986,1325,mac
1986,1405,mac
1986,1444,mac
1986,1126,meac
1986,1164,meac
1986,1175,meac
1986,1224,meac
1986,1271,meac
1986,1288,meac
1986,1299,meac
1986,1354,meac
1986,1153,metro
1986,1199,metro
1986,1257,metro
1986,1272,metro
1986,1376,metro
1986,1379,metro
1986,1439,metro
1986,1156,mid_cont
1986,1183,mid_cont
1986,1227,mid_cont
1986,1283,mid_cont
1986,1320,mid_cont
1986,1434,mid_cont
1986,1442,mid_cont
1986,1453,mid_cont
1986,1133,mvc
1986,1166,mvc
1986,1179,mvc
1986,1229,mvc
1986,1232,mvc
1986,1356,mvc
1986,1409,mvc
1986,1446,mvc
1986,1455,mvc
1986,1139,mw_coll
1986,1178,mw_coll
1986,1191,mw_coll
1986,1260,mw_coll
1986,1331,mw_coll
1986,1387,mw_coll
1986,1462,mw_coll
1986,1103,ovc
1986,1122,ovc
1986,1184,ovc
1986,1287,ovc
1986,1292,ovc
1986,1293,ovc
1986,1399,ovc
1986,1464,ovc
1986,1112,pac_ten
1986,1113,pac_ten
1986,1143,pac_ten
1986,1332,pac_ten
1986,1333,pac_ten
1986,1390,pac_ten
1986,1417,pac_ten
1986,1425,pac_ten
1986,1449,pac_ten
1986,1450,pac_ten
1986,1168,pcaa
1986,1201,pcaa
1986,1253,pcaa
1986,1308,pcaa
1986,1334,pcaa
1986,1363,pcaa
1986,1364,pcaa
1986,1414,pcaa
1986,1424,pcaa
1986,1429,pcaa
1986,1104,sec
1986,1120,sec
1986,1196,sec
1986,1208,sec
1986,1246,sec
1986,1261,sec
1986,1279,sec
1986,1280,sec
1986,1397,sec
1986,1435,sec
1986,1111,southern
1986,1151,southern
1986,1154,southern
1986,1172,southern
1986,1190,southern
1986,1202,southern
1986,1267,southern
1986,1440,southern
1986,1441,southern
1986,1117,southland
1986,1249,southland
1986,1256,southland
1986,1270,southland
1986,1317,southland
1986,1419,southland
1986,1426,southland
1986,1150,sun_belt
1986,1239,sun_belt
1986,1330,sun_belt
1986,1375,sun_belt
1986,1378,sun_belt
1986,1412,sun_belt
1986,1433,sun_belt
1986,1443,sun_belt
1986,1106,swac
1986,1108,swac
1986,1212,swac
1986,1238,swac
1986,1290,swac
1986,1341,swac
1986,1380,swac
1986,1411,swac
1986,1116,swc
1986,1124,swc
1986,1222,swc
1986,1349,swc
1986,1374,swc
1986,1395,swc
1986,1400,swc
1986,1401,swc
1986,1403,swc
1986,1102,wac
1986,1140,wac
1986,1161,wac
1986,1218,wac
1986,1307,wac
1986,1361,wac
1986,1428,wac
1986,1431,wac
1986,1461,wac
1986,1211,wcc
1986,1258,wcc
1986,1337,wcc
1986,1339,wcc
1986,1360,wcc
1986,1362,wcc
1986,1365,wcc
1986,1388,wcc
1987,1114,a_sun
1987,1147,a_sun
1987,1204,a_sun
1987,1209,a_sun
1987,1215,a_sun
1987,1223,a_sun
1987,1273,a_sun
1987,1359,a_sun
1987,1391,a_sun
1987,1427,a_sun
1987,1182,a_ten
1987,1203,a_ten
1987,1269,a_ten
1987,1336,a_ten
1987,1348,a_ten
1987,1353,a_ten
1987,1382,a_ten
1987,1386,a_ten
1987,1396,a_ten
1987,1452,a_ten
1987,1155,acc
1987,1181,acc
1987,1210,acc
1987,1268,acc
1987,1301,acc
1987,1314,acc
1987,1438,acc
1987,1448,acc
1987,1130,big_east
1987,1163,big_east
1987,1207,big_east
1987,1338,big_east
1987,1344,big_east
1987,1371,big_east
1987,1385,big_east
1987,1393,big_east
1987,1437,big_east
1987,1160,big_eight
1987,1235,big_eight
1987,1242,big_eight
1987,1243,big_eight
1987,1281,big_eight
1987,1304,big_eight
1987,1328,big_eight
1987,1329,big_eight
1987,1129,big_sky
1987,1225,big_sky
1987,1226,big_sky
1987,1285,big_sky
1987,1286,big_sky
1987,1305,big_sky
1987,1319,big_sky
1987,1451,big_sky
1987,1118,big_south
1987,1121,big_south
1987,1144,big_south
1987,1149,big_south
1987,1157,big_south
1987,1347,big_south
1987,1421,big_south
1987,1457,big_south
1987,1228,big_ten
1987,1231,big_ten
1987,1234,big_ten
1987,1276,big_ten
1987,1277,big_ten
1987,1278,big_ten
1987,1321,big_ten
1987,1326,big_ten
1987,1345,big_ten
1987,1458,big_ten
1987,1110,caa
1987,1187,caa
1987,1206,caa
1987,1241,caa
1987,1298,caa
1987,1350,caa
1987,1423,caa
1987,1456,caa
1987,1192,ecacm
1987,1254,ecacm
1987,1259,ecacm
1987,1265,ecacm
1987,1284,ecacm
1987,1352,ecacm
1987,1383,ecacm
1987,1384,ecacm
1987,1447,ecacm
1987,1131,ecacn
1987,1145,ecacn
1987,1159,ecacn
1987,1216,ecacn
1987,1263,ecacn
1987,1306,ecacn
1987,1310,ecacn
1987,1318,ecacn
1987,1373,ecacn
1987,1436,ecacn
1987,1137,ecc
1987,1174,ecc
1987,1180,ecc
1987,1220,ecc
1987,1248,ecc
1987,1250,ecc
1987,1351,ecc
1987,1406,ecc
1987,1311,gsc
1987,1322,gsc
1987,1358,gsc
1987,1368,gsc
1987,1372,gsc
1987,1402,gsc
1987,1109,ind
1987,1134,ind
1987,1148,ind
1987,1152,ind
1987,1173,ind
1987,1177,ind
1987,1186,ind
1987,1266,ind
1987,1274,ind
1987,1296,ind
1987,1309,ind
1987,1323,ind
1987,1410,ind
1987,1416,ind
1987,1418,ind
1987,1420,ind
1987,1432,ind
1987,1135,ivy
1987,1162,ivy
1987,1165,ivy
1987,1171,ivy
1987,1217,ivy
1987,1335,ivy
1987,1343,ivy
1987,1463,ivy
1987,1119,maac
1987,1193,maac
1987,1200,maac
1987,1221,maac
1987,1233,maac
1987,1247,maac
1987,1264,maac
1987,1389,maac
1987,1123,mac
1987,1132,mac
1987,1141,mac
1987,1185,mac
1987,1245,mac
1987,1275,mac
1987,1325,mac
1987,1405,mac
1987,1444,mac
1987,1126,meac
1987,1164,meac
1987,1175,meac
1987,1197,meac
1987,1224,meac
1987,1271,meac
1987,1288,meac
1987,1299,meac
1987,1354,meac
1987,1153,metro
1987,1199,metro
1987,1257,metro
1987,1272,metro
1987,1376,metro
1987,1379,metro
1987,1439,metro
1987,1156,mid_cont
1987,1183,mid_cont
1987,1227,mid_cont
1987,1283,mid_cont
1987,1320,mid_cont
1987,1434,mid_cont
1987,1442,mid_cont
1987,1453,mid_cont
1987,1133,mvc
1987,1166,mvc
1987,1179,mvc
1987,1229,mvc
1987,1232,mvc
1987,1356,mvc
1987,1409,mvc
1987,1455,mvc
1987,1139,mw_coll
1987,1178,mw_coll
1987,1191,mw_coll
1987,1260,mw_coll
1987,1331,mw_coll
1987,1387,mw_coll
1987,1462,mw_coll
1987,1103,ovc
1987,1122,ovc
1987,1184,ovc
1987,1287,ovc
1987,1292,ovc
1987,1293,ovc
1987,1398,ovc
1987,1399,ovc
1987,1464,ovc
1987,1112,pac_ten
1987,1113,pac_ten
1987,1143,pac_ten
1987,1332,pac_ten
1987,1333,pac_ten
1987,1390,pac_ten
1987,1417,pac_ten
1987,1425,pac_ten
1987,1449,pac_ten
1987,1450,pac_ten
1987,1168,pcaa
1987,1201,pcaa
1987,1253,pcaa
1987,1308,pcaa
1987,1334,pcaa
1987,1363,pcaa
1987,1364,pcaa
1987,1414,pcaa
1987,1424,pcaa
1987,1429,pcaa
1987,1104,sec
1987,1120,sec
1987,1196,sec
1987,1208,sec
1987,1246,sec
1987,1261,sec
1987,1279,sec
1987,1280,sec
1987,1397,sec
1987,1435,sec
1987,1111,southern
1987,1151,southern
1987,1154,southern
1987,1172,southern
1987,1190,southern
1987,1202,southern
1987,1267,southern
1987,1440,southern
1987,1441,southern
1987,1117,southland
1987,1249,southland
1987,1256,southland
1987,1270,southland
1987,1317,southland
1987,1419,southland
1987,1426,southland
1987,1150,sun_belt
1987,1239,sun_belt
1987,1330,sun_belt
1987,1375,sun_belt
1987,1378,sun_belt
1987,1412,sun_belt
1987,1433,sun_belt
1987,1443,sun_belt
1987,1106,swac
1987,1108,swac
1987,1212,swac
1987,1238,swac
1987,1290,swac
1987,1341,swac
1987,1380,swac
1987,1411,swac
1987,1116,swc
1987,1124,swc
1987,1222,swc
1987,1349,swc
1987,1374,swc
1987,1395,swc
1987,1400,swc
1987,1401,swc
1987,1403,swc
1987,1102,wac
1987,1140,wac
1987,1161,wac
1987,1218,wac
1987,1307,wac
1987,1361,wac
1987,1428,wac
1987,1431,wac
1987,1461,wac
1987,1211,wcc
1987,1258,wcc
1987,1337,wcc
1987,1339,wcc
1987,1360,wcc
1987,1362,wcc
1987,1365,wcc
1987,1388,wcc
1988,1114,a_sun
1988,1147,a_sun
1988,1204,a_sun
1988,1209,a_sun
1988,1215,a_sun
1988,1223,a_sun
1988,1273,a_sun
1988,1359,a_sun
1988,1391,a_sun
1988,1427,a_sun
1988,1182,a_ten
1988,1203,a_ten
1988,1269,a_ten
1988,1336,a_ten
1988,1348,a_ten
1988,1353,a_ten
1988,1382,a_ten
1988,1386,a_ten
1988,1396,a_ten
1988,1452,a_ten
1988,1155,acc
1988,1181,acc
1988,1210,acc
1988,1268,acc
1988,1301,acc
1988,1314,acc
1988,1438,acc
1988,1448,acc
1988,1117,asc
1988,1249,asc
1988,1256,asc
1988,1309,asc
1988,1410,asc
1988,1418,asc
1988,1130,big_east
1988,1163,big_east
1988,1207,big_east
1988,1338,big_east
1988,1344,big_east
1988,1371,big_east
1988,1385,big_east
1988,1393,big_east
1988,1437,big_east
1988,1160,big_eight
1988,1235,big_eight
1988,1242,big_eight
1988,1243,big_eight
1988,1281,big_eight
1988,1304,big_eight
1988,1328,big_eight
1988,1329,big_eight
1988,1129,big_sky
1988,1186,big_sky
1988,1225,big_sky
1988,1226,big_sky
1988,1285,big_sky
1988,1286,big_sky
1988,1305,big_sky
1988,1319,big_sky
1988,1451,big_sky
1988,1121,big_south
1988,1144,big_south
1988,1149,big_south
1988,1157,big_south
1988,1347,big_south
1988,1421,big_south
1988,1457,big_south
1988,1228,big_ten
1988,1231,big_ten
1988,1234,big_ten
1988,1276,big_ten
1988,1277,big_ten
1988,1278,big_ten
1988,1321,big_ten
1988,1326,big_ten
1988,1345,big_ten
1988,1458,big_ten
1988,1110,caa
1988,1187,caa
1988,1206,caa
1988,1241,caa
1988,1298,caa
1988,1350,caa
1988,1423,caa
1988,1456,caa
1988,1192,ecacm
1988,1254,ecacm
1988,1259,ecacm
1988,1265,ecacm
1988,1284,ecacm
1988,1352,ecacm
1988,1383,ecacm
1988,1384,ecacm
1988,1447,ecacm
1988,1131,ecacn
1988,1145,ecacn
1988,1159,ecacn
1988,1216,ecacn
1988,1263,ecacn
1988,1306,ecacn
1988,1310,ecacn
1988,1318,ecacn
1988,1373,ecacn
1988,1436,ecacn
1988,1137,ecc
1988,1174,ecc
1988,1180,ecc
1988,1220,ecc
1988,1248,ecc
1988,1250,ecc
1988,1351,ecc
1988,1406,ecc
1988,1103,ind
1988,1109,ind
1988,1134,ind
1988,1148,ind
1988,1152,ind
1988,1173,ind
1988,1177,ind
1988,1198,ind
1988,1266,ind
1988,1274,ind
1988,1296,ind
1988,1311,ind
1988,1323,ind
1988,1331,ind
1988,1368,ind
1988,1416,ind
1988,1420,ind
1988,1460,ind
1988,1135,ivy
1988,1162,ivy
1988,1165,ivy
1988,1171,ivy
1988,1217,ivy
1988,1335,ivy
1988,1343,ivy
1988,1463,ivy
1988,1119,maac
1988,1193,maac
1988,1200,maac
1988,1221,maac
1988,1233,maac
1988,1247,maac
1988,1264,maac
1988,1389,maac
1988,1123,mac
1988,1132,mac
1988,1141,mac
1988,1185,mac
1988,1245,mac
1988,1275,mac
1988,1325,mac
1988,1405,mac
1988,1444,mac
1988,1126,meac
1988,1164,meac
1988,1175,meac
1988,1197,meac
1988,1224,meac
1988,1271,meac
1988,1288,meac
1988,1299,meac
1988,1354,meac
1988,1153,metro
1988,1199,metro
1988,1257,metro
1988,1272,metro
1988,1376,metro
1988,1379,metro
1988,1439,metro
1988,1156,mid_cont
1988,1183,mid_cont
1988,1227,mid_cont
1988,1283,mid_cont
1988,1320,mid_cont
1988,1434,mid_cont
1988,1442,mid_cont
1988,1453,mid_cont
1988,1133,mvc
1988,1166,mvc
1988,1179,mvc
1988,1229,mvc
1988,1232,mvc
1988,1356,mvc
1988,1409,mvc
1988,1455,mvc
1988,1139,mw_coll
1988,1178,mw_coll
1988,1191,mw_coll
1988,1260,mw_coll
1988,1387,mw_coll
1988,1462,mw_coll
1988,1122,ovc
1988,1184,ovc
1988,1287,ovc
1988,1292,ovc
1988,1293,ovc
1988,1398,ovc
1988,1399,ovc
1988,1464,ovc
1988,1112,pac_ten
1988,1113,pac_ten
1988,1143,pac_ten
1988,1332,pac_ten
1988,1333,pac_ten
1988,1390,pac_ten
1988,1417,pac_ten
1988,1425,pac_ten
1988,1449,pac_ten
1988,1450,pac_ten
1988,1168,pcaa
1988,1201,pcaa
1988,1253,pcaa
1988,1308,pcaa
1988,1334,pcaa
1988,1363,pcaa
1988,1364,pcaa
1988,1414,pcaa
1988,1424,pcaa
1988,1429,pcaa
1988,1104,sec
1988,1120,sec
1988,1196,sec
1988,1208,sec
1988,1246,sec
1988,1261,sec
1988,1279,sec
1988,1280,sec
1988,1397,sec
1988,1435,sec
1988,1111,southern
1988,1151,southern
1988,1154,southern
1988,1172,southern
1988,1190,southern
1988,1202,southern
1988,1267,southern
1988,1440,southern
1988,1441,southern
1988,1270,southland
1988,1317,southland
1988,1322,southland
1988,1358,southland
1988,1372,southland
1988,1402,southland
1988,1419,southland
1988,1426,southland
1988,1150,sun_belt
1988,1239,sun_belt
1988,1330,sun_belt
1988,1375,sun_belt
1988,1378,sun_belt
1988,1412,sun_belt
1988,1433,sun_belt
1988,1443,sun_belt
1988,1106,swac
1988,1108,swac
1988,1212,swac
1988,1238,swac
1988,1290,swac
1988,1341,swac
1988,1380,swac
1988,1411,swac
1988,1116,swc
1988,1124,swc
1988,1222,swc
1988,1349,swc
1988,1374,swc
1988,1395,swc
1988,1400,swc
1988,1401,swc
1988,1403,swc
1988,1102,wac
1988,1140,wac
1988,1161,wac
1988,1218,wac
1988,1307,wac
1988,1361,wac
1988,1428,wac
1988,1431,wac
1988,1461,wac
1988,1211,wcc
1988,1258,wcc
1988,1337,wcc
1988,1339,wcc
1988,1360,wcc
1988,1362,wcc
1988,1365,wcc
1988,1388,wcc
1989,1114,a_sun
1989,1147,a_sun
1989,1204,a_sun
1989,1209,a_sun
1989,1215,a_sun
1989,1223,a_sun
1989,1273,a_sun
1989,1359,a_sun
1989,1391,a_sun
1989,1427,a_sun
1989,1182,a_ten
1989,1203,a_ten
1989,1269,a_ten
1989,1336,a_ten
1989,1348,a_ten
1989,1353,a_ten
1989,1382,a_ten
1989,1386,a_ten
1989,1396,a_ten
1989,1452,a_ten
1989,1155,acc
1989,1181,acc
1989,1210,acc
1989,1268,acc
1989,1301,acc
1989,1314,acc
1989,1438,acc
1989,1448,acc
1989,1117,asc
1989,1249,asc
1989,1256,asc
1989,1309,asc
1989,1410,asc
1989,1418,asc
1989,1130,big_east
1989,1163,big_east
1989,1207,big_east
1989,1338,big_east
1989,1344,big_east
1989,1371,big_east
1989,1385,big_east
1989,1393,big_east
1989,1437,big_east
1989,1160,big_eight
1989,1235,big_eight
1989,1242,big_eight
1989,1243,big_eight
1989,1281,big_eight
1989,1304,big_eight
1989,1328,big_eight
1989,1329,big_eight
1989,1129,big_sky
1989,1186,big_sky
1989,1225,big_sky
1989,1226,big_sky
1989,1285,big_sky
1989,1286,big_sky
1989,1305,big_sky
1989,1319,big_sky
1989,1451,big_sky
1989,1121,big_south
1989,1144,big_south
1989,1149,big_south
1989,1157,big_south
1989,1347,big_south
1989,1421,big_south
1989,1457,big_south
1989,1228,big_ten
1989,1231,big_ten
1989,1234,big_ten
1989,1276,big_ten
1989,1277,big_ten
1989,1278,big_ten
1989,1321,big_ten
1989,1326,big_ten
1989,1345,big_ten
1989,1458,big_ten
1989,1168,big_west
1989,1201,big_west
1989,1253,big_west
1989,1308,big_west
1989,1334,big_west
1989,1363,big_west
1989,1364,big_west
1989,1414,big_west
1989,1424,big_west
1989,1429,big_west
1989,1110,caa
1989,1187,caa
1989,1206,caa
1989,1241,caa
1989,1298,caa
1989,1350,caa
1989,1423,caa
1989,1456,caa
1989,1137,ecc
1989,1174,ecc
1989,1180,ecc
1989,1220,ecc
1989,1248,ecc
1989,1250,ecc
1989,1351,ecc
1989,1406,ecc
1989,1103,ind
1989,1109,ind
1989,1134,ind
1989,1148,ind
1989,1152,ind
1989,1172,ind
1989,1177,ind
1989,1198,ind
1989,1251,ind
1989,1266,ind
1989,1274,ind
1989,1291,ind
1989,1296,ind
1989,1311,ind
1989,1323,ind
1989,1331,ind
1989,1368,ind
1989,1381,ind
1989,1416,ind
1989,1420,ind
1989,1460,ind
1989,1464,ind
1989,1135,ivy
1989,1162,ivy
1989,1165,ivy
1989,1171,ivy
1989,1217,ivy
1989,1335,ivy
1989,1343,ivy
1989,1463,ivy
1989,1119,maac
1989,1193,maac
1989,1200,maac
1989,1221,maac
1989,1233,maac
1989,1247,maac
1989,1264,maac
1989,1389,maac
1989,1123,mac
1989,1132,mac
1989,1141,mac
1989,1185,mac
1989,1245,mac
1989,1275,mac
1989,1325,mac
1989,1405,mac
1989,1444,mac
1989,1126,meac
1989,1164,meac
1989,1175,meac
1989,1197,meac
1989,1224,meac
1989,1271,meac
1989,1288,meac
1989,1299,meac
1989,1354,meac
1989,1153,metro
1989,1199,metro
1989,1257,metro
1989,1272,metro
1989,1376,metro
1989,1379,metro
1989,1439,metro
1989,1156,mid_cont
1989,1183,mid_cont
1989,1227,mid_cont
1989,1283,mid_cont
1989,1320,mid_cont
1989,1434,mid_cont
1989,1442,mid_cont
1989,1453,mid_cont
1989,1133,mvc
1989,1166,mvc
1989,1179,mvc
1989,1229,mvc
1989,1232,mvc
1989,1356,mvc
1989,1409,mvc
1989,1455,mvc
1989,1139,mw_coll
1989,1173,mw_coll
1989,1178,mw_coll
1989,1191,mw_coll
1989,1260,mw_coll
1989,1387,mw_coll
1989,1462,mw_coll
1989,1131,nac
1989,1145,nac
1989,1159,nac
1989,1216,nac
1989,1263,nac
1989,1306,nac
1989,1310,nac
1989,1318,nac
1989,1373,nac
1989,1436,nac
1989,1192,nec
1989,1254,nec
1989,1259,nec
1989,1265,nec
1989,1284,nec
1989,1352,nec
1989,1383,nec
1989,1384,nec
1989,1447,nec
1989,1122,ovc
1989,1184,ovc
1989,1287,ovc
1989,1292,ovc
1989,1293,ovc
1989,1398,ovc
1989,1399,ovc
1989,1112,pac_ten
1989,1113,pac_ten
1989,1143,pac_ten
1989,1332,pac_ten
1989,1333,pac_ten
1989,1390,pac_ten
1989,1417,pac_ten
1989,1425,pac_ten
1989,1449,pac_ten
1989,1450,pac_ten
1989,1104,sec
1989,1120,sec
1989,1196,sec
1989,1208,sec
1989,1246,sec
1989,1261,sec
1989,1279,sec
1989,1280,sec
1989,1397,sec
1989,1435,sec
1989,1111,southern
1989,1151,southern
1989,1154,southern
1989,1190,southern
1989,1202,southern
1989,1267,southern
1989,1440,southern
1989,1441,southern
1989,1270,southland
1989,1317,southland
