"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"29","Bradley","30","12","18",".400","1.13","1.20","8","10","7","7","3","10","2204","2169","","","756","1711",".442","195","536",".364","497","707",".703","","1027","393","231","49","425","616"
"30","Brigham Young","32","23","9",".719","13.63","5.29","11","3","13","1","6","5","2299","2032","","","765","1654",".463","194","517",".375","575","762",".755","","1134","428","222","82","436","688"
"31","Brown","29","17","12",".586","-2.33","-3.60","12","2","7","3","10","7","2144","2107","","","715","1550",".461","187","513",".365","527","708",".744","","949","421","224","106","453","514"
"32","Bucknell","29","14","15",".483","-6.61","-4.97","7","7","7","4","4","9","1687","1706","","","558","1374",".406","171","502",".341","400","632",".633","","931","345","178","67","464","509"
"33","Buffalo","28","5","23",".179","-7.96","-0.57","2","16","5","8","0","15","1815","2022","","","652","1622",".402","151","517",".292","360","536",".672","","1014","354","180","58","406","637"
"34","Butler","33","27","6",".818","9.11","2.23","14","2","13","0","10","5","2229","1986","","","786","1655",".475","274","699",".392","383","533",".719","","923","420","207","59","353","528"
"35","Cal Poly","30","16","14",".533","-2.37","-1.51","10","8","7","6","6","6","2046","2057","","","716","1678",".427","190","600",".317","424","592",".716","","1052","376","210","122","480","587"
"36","Cal State Fullerton","29","10","19",".345","-6.72","-3.00","8","10","6","6","4","10","1825","1933","","","660","1502",".439","138","399",".346","367","566",".648","","911","339","172","44","384","523"
"37","Cal State Northridge","29","14","15",".483","-2.27","-2.20","8","10","9","4","4","10","2073","2009","","","730","1621",".450","179","509",".352","434","617",".703","","1022","388","265","56","491","654"
"38","UC-Irvine","29","20","9",".690","2.07","-1.65","13","5","11","2","8","5","2029","1857","","","696","1557",".447","171","452",".378","466","635",".734","","996","350","212","80","418","565"
"39","UC-Riverside","24","6","18",".250","-9.34","-0.26","5","13","4","7","2","11","1575","1770","","","543","1272",".427","149","427",".349","340","470",".723","","758","291","135","35","406","513"
"40","UC-Santa Barbara","32","18","14",".563","3.10","-1.12","14","4","10","2","6","7","2066","1931","","","696","1574",".442","219","582",".376","455","614",".741","","985","413","190","30","399","578"
"41","University of California","31","22","9",".710","11.77","7.58","13","5","13","1","7","4","2301","2171","","","847","1819",".466","198","530",".374","409","601",".681","","1095","487","203","87","433","533"
"42","Campbell","27","5","22",".185","-19.80","-6.51","1","15","5","8","0","13","1756","2098","","","620","1416",".438","172","493",".349","344","492",".699","","748","393","172","74","428","447"
"43","Canisius","28","10","18",".357","-3.23","-2.34","6","12","6","7","3","10","1967","1992","","","739","1684",".439","166","483",".344","323","458",".705","","1029","438","228","95","401","542"
"44","Centenary (LA)","28","14","14",".500","-9.66","-3.89","","","9","1","5","10","2145","2117","","","752","1592",".472","123","383",".321","518","682",".760","","853","381","259","105","435","552"
"45","Central Connecticut State","28","15","13",".536","-8.15","-8.58","12","6","9","4","5","7","1891","1879","","","684","1480",".462","150","401",".374","373","499",".747","","937","322","163","46","432","435"
"46","Central Florida","32","21","11",".656","0.07","-5.84","11","5","9","4","8","6","2292","2104","","","806","1790",".450","203","577",".352","477","653",".730","","1166","448","259","101","501","604"
"47","Central Michigan","32","25","7",".781","6.85","1.79","14","4","12","1","9","5","2553","2346","","","864","1714",".504","224","574",".390","601","789",".762","","1079","504","237","120","577","658"
"48","Charleston Southern","28","14","14",".500","-9.87","-8.91","8","6","9","4","5","9","1828","1839","","","687","1553",".442","104","384",".271","350","469",".746","","912","353","277","86","408","539"
"49","Charlotte","29","13","16",".448","5.50","6.94","8","8","11","4","2","11","1985","2027","","","691","1744",".396","231","694",".333","372","587",".634","","1099","421","246","59","398","534"
"50","Chattanooga","30","21","9",".700","0.40","-3.64","11","5","11","3","8","5","2435","2221","","","846","1750",".483","226","615",".367","517","683",".757","","1102","509","227","98","500","547"
"51","Chicago State","30","3","27",".100","-14.20","-2.43","0","14","2","10","0","14","1896","2249","","","706","1597",".442","114","343",".332","370","599",".618","","979","363","216","50","523","661"
"52","Cincinnati","29","17","12",".586","12.90","7.45","9","7","13","3","3","7","1954","1796","","","667","1653",".404","197","573",".344","423","613",".690","","1030","357","152","125","307","556"
"53","Citadel","28","8","20",".286","-12.19","-3.90","3","13","7","8","1","11","1858","1933","","","649","1585",".409","184","581",".317","376","568",".662","","948","393","237","93","427","567"
"54","Clemson","28","15","13",".536","5.67","5.35","5","11","13","4","1","8","1916","1907","","","685","1551",".442","135","389",".347","411","626",".657","","1004","351","199","74","377","536"
"55","Cleveland State","30","8","22",".267","-6.95","0.62","3","13","5","8","2","12","1969","2196","","","687","1540",".446","177","477",".371","418","634",".659","","943","406","212","133","517","585"
"56","Coastal Carolina","28","13","15",".464","-12.45","-8.95","5","9","8","4","5","11","1886","1925","","","665","1538",".432","168","458",".367","388","537",".723","","1004","347","178","50","468","587"
"57","Colgate","28","14","14",".500","-8.35","-6.46","9","5","9","4","5","8","1897","1869","","","710","1607",".442","185","526",".352","292","424",".689","","932","404","198","49","400","538"
"58","College of Charleston","33","25","8",".758","1.21","-3.18","13","3","12","2","8","5","2461","2233","","","854","1943",".440","308","789",".390","445","652",".683","","1162","483","253","138","466","626"
"59","Colorado State","33","19","14",".576","5.38","4.41","5","9","14","4","3","9","2450","2363","","","876","1733",".505","137","380",".361","561","805",".697","","1175","514","179","149","553","682"
"60","Colorado","32","20","12",".625","12.82","8.01","9","7","14","1","3","9","2405","2251","","","869","1961",".443","159","487",".326","508","759",".669","","1351","424","196","214","447","568"
"61","Columbia","27","2","25",".074","-17.28","-4.83","0","14","1","9","1","13","1340","1676","","","457","1226",".373","136","449",".303","290","432",".671","","839","262","140","93","461","493"
"62","Connecticut","33","23","10",".697","15.84","7.63","10","6","14","2","5","6","2622","2351","","","964","2057",".469","196","508",".386","498","736",".677","","1407","502","192","253","507","604"
"63","Coppin State","28","11","17",".393","-11.00","-7.39","11","7","5","4","6","11","1625","1726","","","590","1350",".437","124","316",".392","321","439",".731","","803","258","205","58","416","440"
"64","Cornell","27","9","18",".333","-12.24","-4.27","4","10","5","7","4","11","1641","1831","","","581","1357",".428","172","505",".341","307","488",".629","","855","363","201","61","419","498"
"65","Creighton","34","29","5",".853","15.33","1.03","15","3","17","0","7","4","2688","2202","","","974","1956",".498","270","693",".390","470","678",".693","","1155","575","283","153","461","591"
"66","Dartmouth","27","8","19",".296","-10.64","-5.44","4","10","4","9","3","10","1625","1725","","","565","1352",".418","221","614",".360","274","390",".703","","775","376","163","70","333","496"
"67","Davidson","27","17","10",".630","0.21","-2.25","11","5","11","2","6","7","2180","1920","","","749","1607",".466","269","645",".417","413","531",".778","","1110","460","170","52","485","533"
"68","Dayton","30","24","6",".800","11.00","5.17","14","2","17","1","7","4","2182","2007","","","738","1638",".451","227","633",".359","479","671",".714","","1091","452","159","88","397","529"
"69","Delaware State","27","15","12",".556","-9.94","-9.57","13","5","11","0","4","11","1680","1690","","","592","1342",".441","178","484",".368","318","463",".687","","809","328","180","91","370","496"
"70","Delaware","29","15","14",".517","-1.22","-1.54","9","9","8","5","5","8","1990","1981","","","702","1719",".408","202","598",".338","384","544",".706","","1028","407","231","108","389","554"
"71","Denver","32","17","15",".531","1.53","-0.28","7","8","10","3","2","9","2268","2210","","","778","1909",".408","249","719",".346","463","636",".728","","1182","461","230","53","426","614"
"72","DePaul","29","16","13",".552","8.84","6.49","8","8","13","3","3","9","1949","1881","","","687","1553",".442","128","382",".335","447","622",".719","","1075","377","167","59","428","530"
"73","Detroit Mercy","30","18","12",".600","5.86","-0.10","9","7","10","3","6","8","2128","1935","","","798","1662",".480","135","391",".345","397","569",".698","","1009","402","190","78","354","567"
"74","Drake","30","10","20",".333","-4.28","1.47","5","13","6","7","3","11","2017","2106","","","697","1501",".464","160","468",".342","463","625",".741","","957","406","123","56","437","515"
"75","Drexel","31","19","12",".613","1.56","-1.45","12","6","7","4","11","6","2127","2020","","","765","1777",".431","197","580",".340","400","594",".673","","1106","464","228","150","419","567"
"76","Duke","33","26","7",".788","19.86","8.38","11","5","15","0","3","6","2677","2298","","","897","1981",".453","244","672",".363","639","897",".712","","1206","444","286","178","462","698"
"77","Duquesne","30","9","21",".300","-4.38","2.29","3","13","5","8","3","11","2001","2201","","","705","1585",".445","170","464",".366","421","611",".689","","992","377","202","108","568","582"
"78","East Carolina","27","12","15",".444","1.81","4.73","3","13","8","6","3","9","1760","1757","","","632","1527",".414","119","427",".279","377","548",".688","","1028","329","136","100","347","473"
"79","East Tennessee State","31","20","11",".645","-0.90","-2.94","11","5","11","2","5","8","2543","2332","","","899","1933",".465","167","474",".352","578","791",".731","","1201","448","354","156","561","590"
"80","Eastern Illinois","29","14","15",".483","-3.17","-1.92","9","7","10","2","4","12","2242","2269","","","798","1808",".441","193","515",".375","453","590",".768","","1039","469","183","66","377","565"
"81","Eastern Kentucky","28","11","17",".393","-10.99","-5.03","5","11","8","6","3","11","2172","2185","","","795","1730",".460","160","497",".322","422","619",".682","","986","442","235","79","410","621"
"82","Eastern Michigan","28","14","14",".500","-3.84","-0.91","8","10","11","3","2","10","2210","2202","","","767","1633",".470","142","447",".318","534","828",".645","","1055","424","182","90","429","597"
"83","Eastern Washington","31","18","13",".581","2.53","-0.80","9","5","9","2","7","9","2189","2073","","","758","1603",".473","144","410",".351","529","721",".734","","1004","469","236","82","530","662"
"84","Elon","27","12","15",".444","-13.62","-7.97","8","6","6","6","6","9","1706","1835","","","625","1461",".428","117","364",".321","339","515",".658","","912","310","202","77","441","523"
"85","Evansville","28","12","16",".429","-0.71","2.97","8","10","9","5","3","10","1960","2063","","","670","1386",".483","164","419",".391","456","625",".730","","893","441","150","95","446","558"
"86","Fairfield","31","19","12",".613","-0.25","-1.06","13","5","8","7","9","4","2197","2172","","","748","1690",".443","136","412",".330","565","780",".724","","1156","399","235","167","524","623"
"87","Fairleigh Dickinson","29","15","14",".517","-11.53","-9.91","9","9","10","2","4","11","2106","2153","","","737","1685",".437","246","699",".352","386","548",".704","","909","407","174","68","423","558"
"88","Florida A&M","29","17","12",".586","-10.58","-10.30","11","7","9","4","7","7","2073","2084","","","681","1581",".431","240","618",".388","471","696",".677","","1097","324","211","58","504","573"
"89","Florida Atlantic","28","7","21",".250","-12.55","-4.18","3","13","4","6","1","15","1951","2151","","","710","1785",".398","187","547",".342","344","517",".665","","1007","344","263","103","471","649"
"90","Florida International","29","8","21",".276","-5.27","-0.19","1","13","5","10","2","11","1755","1869","","","626","1520",".412","111","356",".312","392","642",".611","","1015","286","226","63","464","555"
"91","Florida State","29","14","15",".483","9.00","7.75","4","12","12","5","1","9","1974","1930","","","718","1662",".432","186","559",".333","352","524",".672","","1000","404","273","130","432","550"
"92","Florida","33","25","8",".758","18.54","7.76","12","4","15","1","8","3","2484","2128","","","883","1856",".476","287","735",".390","431","613",".703","","1149","542","249","131","438","559"
"93","Fordham","28","2","26",".071","-9.48","4.03","1","15","1","13","1","13","1810","2188","","","648","1572",".412","192","575",".334","322","521",".618","","947","339","208","92","489","591"
"94","Fresno State","28","20","8",".714","5.29","0.44","13","5","14","1","6","7","2006","1870","","","725","1617",".448","183","516",".355","373","528",".706","","1057","413","184","124","442","558"
"95","Furman","31","14","17",".452","-7.33","-3.15","8","8","10","5","3","10","2047","2053","","","748","1747",".428","169","514",".329","382","554",".690","","1130","409","230","95","465","538"
"96","Gardner-Webb","29","5","24",".172","-11.04","-3.36","2","14","4","7","1","15","1964","2171","","","736","1843",".399","231","769",".300","261","373",".700","","1116","459","196","92","485","534"
"97","George Mason","28","16","12",".571","2.27","-1.30","11","7","10","3","6","8","1794","1694","","","638","1508",".423","125","411",".304","393","579",".679","","1019","328","213","62","439","475"
"98","George Washington","29","12","17",".414","2.82","3.34","5","11","7","4","5","10","2070","2085","","","691","1576",".438","172","506",".340","516","764",".675","","1060","385","187","92","474","597"
"99","Georgetown","34","19","15",".559","12.86","6.27","6","10","11","6","6","7","2584","2360","","","889","2062",".431","157","479",".328","649","874",".743","","1325","526","328","209","537","746"
"100","Georgia Southern","29","16","13",".552","-7.77","-5.61","8","8","8","5","6","7","2226","2207","","","819","1766",".464","174","492",".354","414","646",".641","","1081","411","218","102","464","557"
"101","Georgia State","29","14","15",".483","-6.10","-5.85","8","8","9","6","5","9","2145","2137","","","783","1714",".457","181","535",".338","398","566",".703","","987","393","217","143","424","495"
"102","Georgia Tech","31","16","15",".516","12.20","7.94","7","9","13","3","2","12","2297","2165","","","836","1857",".450","178","505",".352","447","656",".681","","1188","484","243","164","469","582"
"103","Georgia","27","19","8",".704","17.30","11.30","11","5","13","1","5","6","2138","1976","","","770","1659",".464","181","476",".380","417","584",".714","","1010","483","206","118","312","465"
"104","Gonzaga","33","24","9",".727","12.26","3.80","12","2","11","2","9","3","2558","2279","","","862","1843",".468","239","635",".376","595","822",".724","","1234","520","218","116","474","619"
"105","Grambling","30","12","18",".400","-17.04","-7.47","9","9","9","2","3","14","2188","2397","","","813","1883",".432","188","540",".348","374","532",".703","","1104","410","164","124","491","590"
"106","Green Bay","30","10","20",".333","-3.32","0.68","4","12","9","6","0","13","2029","2159","","","689","1616",".426","153","407",".376","498","677",".736","","1121","343","112","77","448","615"
"107","Hampton","30","19","11",".633","-7.85","-10.51","13","5","10","4","7","6","2144","2064","","","760","1674",".454","178","554",".321","446","674",".662","","1084","439","253","111","531","679"
"108","Hartford","29","16","13",".552","-5.47","-5.50","10","6","11","2","4","9","1907","1856","","","693","1634",".424","148","435",".340","373","583",".640","","1069","358","212","70","401","541"
"109","Harvard","27","12","15",".444","-5.80","-3.65","4","10","6","7","6","7","1929","1980","","","694","1616",".429","212","568",".373","329","484",".680","","1027","424","204","64","456","552"
"110","Hawaii","31","19","12",".613","4.53","1.56","9","9","15","1","3","11","2180","2088","","","778","1699",".458","172","477",".361","452","655",".690","","1036","507","211","97","454","561"
"111","High Point","27","7","20",".259","-15.76","-9.08","3","11","4","6","2","12","1850","2022","","","674","1519",".444","146","438",".333","356","549",".648","","903","321","200","54","437","494"
"112","Hofstra","29","8","21",".276","-8.57","-2.06","6","12","5","8","2","11","1859","2048","","","679","1669",".407","198","615",".322","303","515",".588","","1178","379","152","85","536","586"
"113","Holy Cross","31","26","5",".839","5.26","-5.38","13","1","12","0","12","3","2180","1821","","","759","1643",".462","170","469",".362","492","695",".708","","1131","489","246","138","426","577"
"114","Houston","28","8","20",".286","-3.03","4.94","6","10","6","7","2","11","1631","1854","","","596","1478",".403","156","514",".304","283","429",".660","","1054","302","146","124","488","465"
"115","Howard","30","13","17",".433","-10.35","-10.72","9","9","5","6","5","10","2196","2185","","","780","1796",".434","180","517",".348","456","663",".688","","1038","335","240","83","456","576"
"116","Idaho State","29","15","14",".517","-3.25","-2.66","7","7","10","2","3","10","2064","2046","","","761","1698",".448","157","468",".335","385","600",".642","","987","427","241","99","434","569"
"117","Idaho","28","13","15",".464","-4.16","-2.49","9","9","8","6","5","8","1759","1776","","","630","1510",".417","155","460",".337","344","489",".703","","970","344","176","84","383","464"
"118","Illinois-Chicago","30","21","9",".700","6.15","-0.12","12","4","11","2","9","6","2249","2062","","","834","1763",".473","187","463",".404","394","666",".592","","1135","488","188","102","374","581"
"119","Illinois State","29","8","21",".276","-3.41","2.18","5","13","5","9","2","11","1873","2035","","","687","1554",".442","188","427",".440","311","442",".704","","896","334","179","70","431","549"
"120","Illinois","32","25","7",".781","19.82","6.76","11","5","15","0","4","6","2388","1970","","","859","1793",".479","233","636",".366","437","603",".725","","1133","575","227","100","418","598"
"121","Indiana State","31","7","24",".226","-6.95","2.37","2","16","5","9","0","12","1749","2038","","","644","1636",".394","150","434",".346","311","454",".685","","954","380","202","86","414","569"
"122","Indiana","34","21","13",".618","12.63","9.81","8","8","11","1","2","9","2376","2280","","","788","1851",".426","254","727",".349","546","760",".718","","1234","470","146","175","392","613"
"123","Iona","29","17","12",".586","-0.09","-3.59","11","7","10","2","4","8","2174","2073","","","758","1645",".461","166","453",".366","492","687",".716","","1027","477","238","126","445","590"
"124","Iowa State","31","17","14",".548","9.82","6.05","5","11","14","5","2","8","2187","2052","","","814","1789",".455","177","471",".376","382","564",".677","","1129","371","173","170","409","584"
"125","Iowa","31","17","14",".548","8.44","5.83","7","9","11","7","6","6","2141","2060","","","746","1656",".450","146","503",".290","503","703",".716","","1115","447","207","127","471","553"
"126","IPFW","30","9","21",".300","-10.94","-2.26","","","6","4","3","15","2055","2297","","","703","1651",".426","202","615",".328","447","633",".706","","969","406","249","88","479","586"
"127","IUPUI","34","20","14",".588","-2.43","-1.80","10","4","9","3","7","8","2423","2406","","","833","1855",".449","215","626",".343","542","774",".700","","1118","457","289","61","547","654"
"128","Jackson State","28","10","18",".357","-11.97","-7.93","9","9","8","2","2","16","1972","2085","","","671","1624",".413","183","556",".329","447","657",".680","","940","367","277","71","451","619"
"129","Jacksonville State","30","20","10",".667","-5.75","-7.23","10","6","10","1","7","7","2269","2145","","","807","1766",".457","229","618",".371","426","630",".676","","1029","484","314","87","453","631"
"130","Jacksonville","29","13","16",".448","-10.41","-6.12","8","8","9","3","3","9","1921","2011","","","701","1603",".437","147","459",".320","372","565",".658","","1034","353","204","159","497","480"
"131","James Madison","30","13","17",".433","-4.76","-2.45","8","10","7","6","5","9","2017","2054","","","725","1684",".431","193","574",".336","374","555",".674","","1051","389","176","150","452","596"
"132","Kansas State","30","13","17",".433","10.13","7.37","4","12","11","5","1","9","2089","1985","","","766","1674",".458","169","468",".361","388","617",".629","","1112","462","148","109","397","539"
"133","Kansas","38","30","8",".789","25.00","10.53","14","2","15","1","7","2","3141","2541","","","1182","2393",".494","183","546",".335","594","906",".656","","1589","653","373","192","562","633"
"134","Kent State","31","21","10",".677","5.03","0.56","12","6","9","5","9","4","2381","2193","","","848","1741",".487","229","582",".393","456","650",".702","","1077","451","216","63","402","627"
"135","Kentucky","36","32","4",".889","22.47","9.33","16","0","12","1","9","1","2782","2309","","","1026","2102",".488","208","585",".356","522","742",".704","","1324","574","281","176","501","625"
"136","La Salle","29","12","17",".414","0.06","3.16","5","11","9","6","3","10","1981","2071","","","655","1650",".397","183","551",".332","488","668",".731","","1034","331","184","60","416","612"
"137","Lafayette","29","13","16",".448","-8.14","-5.22","6","8","9","5","3","10","1969","1976","","","697","1549",".450","209","577",".362","366","514",".712","","975","403","163","113","416","470"
"138","Lamar","27","13","14",".481","-9.22","-8.11","10","10","10","3","3","11","1771","1781","","","605","1410",".429","152","450",".338","409","600",".682","","1008","291","167","127","479","497"
"139","Lehigh","28","16","12",".571","-6.59","-6.62","8","6","11","2","4","9","1829","1779","","","645","1477",".437","145","412",".352","394","538",".732","","977","356","211","87","398","529"
"140","Liberty","29","14","15",".483","-13.91","-10.35","8","6","11","5","3","10","1900","2016","","","609","1513",".403","160","530",".302","522","706",".739","","1037","328","250","88","527","584"
"141","Long Beach State","27","5","22",".185","-12.82","-0.78","4","14","5","8","0","14","1711","2013","","","584","1351",".432","156","472",".331","387","543",".713","","820","326","125","73","458","525"
"142","Long Island University","28","9","19",".321","-13.65","-7.72","7","11","3","7","6","11","2102","2268","","","772","1765",".437","165","536",".308","393","582",".675","","1136","401","184","61","484","590"
"143","Louisiana-Lafayette","30","20","10",".667","7.92","1.24","12","3","10","1","8","7","2326","2085","","","839","1780",".471","206","631",".326","442","669",".661","","1094","452","251","120","463","557"
"144","Louisiana-Monroe","28","12","16",".429","-10.89","-6.67","10","10","7","5","5","11","2013","2122","","","732","1736",".422","122","427",".286","427","692",".617","","1053","360","252","90","476","618"
"145","Louisiana State","32","21","11",".656","16.08","6.83","8","8","16","2","2","6","2326","2030","","","851","1767",".482","215","571",".377","409","633",".646","","1124","515","255","132","446","524"
"146","Louisiana Tech","27","12","15",".444","-1.39","2.93","9","9","9","4","3","10","1855","1914","","","666","1549",".430","127","373",".340","396","572",".692","","987","309","156","93","386","534"
"147","Louisville","32","25","7",".781","19.81","6.84","11","5","16","2","8","3","2612","2197","","","902","1950",".463","272","752",".362","536","770",".696","","1220","529","237","148","426","725"
"148","Loyola (IL)","31","15","16",".484","0.81","0.97","9","7","10","2","5","11","2309","2314","","","819","1949",".420","197","642",".307","474","652",".727","","1189","367","225","124","434","643"
"149","Loyola Marymount","31","11","20",".355","-3.23","0.04","4","10","7","6","1","10","2182","2282","","","755","1762",".428","127","407",".312","545","772",".706","","1044","448","240","129","492","688"
"150","Loyola (MD)","28","4","24",".143","-16.71","-3.71","1","17","3","11","1","11","1653","2017","","","543","1378",".394","150","473",".317","417","607",".687","","900","276","156","74","489","510"
"151","Maine","30","14","16",".467","-4.37","-5.04","8","8","10","3","3","9","2205","2082","","","827","1697",".487","222","599",".371","329","507",".649","","1137","505","243","169","543","515"
"152","Manhattan","30","23","7",".767","5.78","-1.99","14","4","7","2","12","3","2274","2041","","","774","1730",".447","166","480",".346","560","711",".788","","1032","418","275","115","423","650"
"153","Marist","29","13","16",".448","-4.96","-2.16","8","10","6","7","5","7","2069","2150","","","701","1714",".409","225","610",".369","442","568",".778","","1009","402","199","103","390","490"
"154","Marquette","33","27","6",".818","16.28","7.28","14","2","15","1","7","3","2589","2292","","","901","1871",".482","202","508",".398","585","759",".771","","1208","533","198","117","438","622"
"155","Marshall","29","14","15",".483","-0.74","-0.63","9","9","11","3","3","10","2126","2095","","","737","1555",".474","184","503",".366","468","609",".768","","953","414","179","108","426","560"
"156","Maryland-Baltimore County","27","7","20",".259","-14.74","-8.00","5","13","4","6","1","13","1703","1885","","","627","1454",".431","97","346",".280","352","526",".669","","946","359","199","74","437","512"
"157","Maryland-Eastern Shore","28","5","23",".179","-19.83","-11.25","5","13","3","9","2","13","1760","2000","","","602","1570",".383","222","651",".341","334","456",".732","","887","290","176","69","426","595"
"158","Maryland","31","21","10",".677","20.56","7.56","11","5","14","2","4","5","2472","2069","","","901","1940",".464","204","523",".390","466","654",".713","","1241","573","322","198","431","588"
"159","Massachusetts","29","11","18",".379","-1.98","3.52","6","10","8","7","2","9","1789","1929","","","648","1503",".431","164","544",".301","329","516",".638","","933","410","179","108","454","567"
"160","McNeese State","29","15","14",".517","-6.99","-5.44","10","10","10","3","5","11","2037","2009","","","719","1619",".444","210","567",".370","389","570",".682","","1041","386","224","120","474","618"
"161","Memphis","30","23","7",".767","13.23","5.27","13","3","14","2","7","4","2232","1993","","","787","1809",".435","210","610",".344","448","685",".654","","1203","493","216","152","412","563"
"162","Mercer","29","23","6",".793","-3.89","-9.03","14","2","11","1","11","4","2271","2104","","","800","1694",".472","195","515",".379","476","687",".693","","1171","492","189","127","480","497"
"163","Miami (FL)","28","11","17",".393","6.05","4.91","4","12","9","6","2","10","1956","1924","","","692","1627",".425","171","513",".333","401","559",".717","","1017","393","272","119","463","557"
