"Rk","School","G","W","L","W.L.","SRS","SOS","W.1","L.1","W.2","L.2","W.3","L.3","Tm.","Opp.","X.","MP","FG","FGA","FG.","X3P","X3PA","X3P.","FT","FTA","FT.","ORB","TRB","AST","STL","BLK","TOV","PF"
"45","Centenary (LA)","28","16","12",".571","-2.43","-2.39","10","6","13","0","3","10","1966","1905","","","684","1444",".474","149","407",".366","449","625",".718","","852","353","247","85","420","616"
"46","Central Connecticut State","28","14","14",".500","-6.69","-7.98","9","9","5","7","6","7","1979","1943","","","732","1582",".463","164","438",".374","351","548",".641","","976","406","205","55","422","447"
"47","Central Florida","31","25","6",".806","1.86","-5.87","17","3","12","1","11","3","2181","1916","","","792","1732",".457","232","658",".353","365","510",".716","","1129","520","279","141","473","574"
"48","Central Michigan","30","6","24",".200","-9.38","1.52","2","16","5","8","1","12","2116","2411","","","735","1686",".436","218","611",".357","428","631",".678","","962","438","186","59","531","672"
"49","Charleston Southern","28","6","22",".214","-15.23","-6.96","3","13","5","6","1","13","1660","1841","","","627","1484",".423","142","455",".312","264","416",".635","","898","372","205","103","435","564"
"50","Charlotte","30","21","9",".700","12.24","4.70","12","4","10","3","10","4","2374","2148","","","812","1805",".450","232","682",".340","518","798",".649","","1220","484","264","90","458","570"
"51","Chattanooga","30","19","11",".633","-1.39","-2.98","10","6","10","4","7","6","2463","2260","","","861","1751",".492","231","615",".376","510","694",".735","","1067","535","250","72","480","515"
"52","Chicago State","32","12","20",".375","-6.08","0.14","9","7","8","3","3","14","2107","2269","","","746","1721",".433","145","398",".364","470","671",".700","","997","365","227","95","440","701"
"53","Cincinnati","32","25","7",".781","18.75","6.28","12","4","18","1","6","5","2455","2056","","","867","1893",".458","237","612",".387","484","723",".669","","1197","517","241","168","393","620"
"54","Citadel","28","6","22",".214","-19.90","-3.36","2","14","5","11","1","10","1640","2003","","","586","1575",".372","185","614",".301","283","419",".675","","951","304","213","93","475","583"
"55","Clemson","28","10","18",".357","5.87","11.12","3","13","10","6","0","11","1839","1986","","","649","1504",".432","134","418",".321","407","645",".631","","1050","359","191","125","537","523"
"56","Cleveland State","29","4","25",".138","-10.32","0.46","0","16","2","11","2","12","1871","2131","","","651","1594",".408","158","512",".309","411","636",".646","","1040","334","199","117","534","606"
"57","Coastal Carolina","29","14","15",".483","-7.13","-6.79","8","8","9","5","5","9","2061","1997","","","742","1686",".440","194","516",".376","383","541",".708","","1090","423","223","58","469","564"
"58","Colgate","29","15","14",".517","-10.81","-7.59","6","8","9","4","5","9","1968","1987","","","696","1624",".429","191","537",".356","385","552",".697","","987","386","200","51","395","520"
"59","College of Charleston","29","20","9",".690","1.14","-3.97","11","5","11","1","7","7","2134","1966","","","739","1673",".442","241","646",".373","415","584",".711","","1045","414","228","132","434","544"
"60","Colorado State","29","13","16",".448","1.98","4.87","4","10","8","4","3","10","2036","2086","","","690","1503",".459","135","399",".338","521","732",".712","","1015","395","172","140","494","689"
"61","Colorado","29","18","11",".621","9.68","7.18","10","6","12","3","6","7","2151","2051","","","758","1635",".464","188","505",".372","447","720",".621","","1122","403","172","174","423","519"
"62","Columbia","27","10","17",".370","-9.53","-5.30","6","8","5","6","4","10","1824","1902","","","633","1453",".436","211","553",".382","347","489",".710","","894","424","201","37","504","629"
"63","Connecticut","39","33","6",".846","22.64","7.77","12","4","17","1","6","4","3073","2493","","","1154","2403",".480","249","619",".402","516","828",".623","","1742","681","233","315","532","624"
"64","Coppin State","32","18","14",".563","-8.03","-8.68","14","4","9","1","6","10","1969","1948","","","672","1645",".409","208","574",".362","417","623",".669","","1103","354","203","105","478","569"
"65","Cornell","27","11","16",".407","-6.19","-5.69","6","8","5","7","5","9","1904","1885","","","659","1553",".424","176","535",".329","410","598",".686","","1015","343","236","88","401","499"
"66","Creighton","29","20","9",".690","8.51","1.89","12","6","14","2","6","6","1984","1792","","","692","1528",".453","175","455",".385","425","609",".698","","991","395","195","113","392","508"
"67","Dartmouth","28","3","25",".107","-18.29","-6.17","1","13","2","10","1","13","1594","1876","","","561","1378",".407","181","533",".340","291","407",".715","","805","302","151","103","397","485"
"68","Davidson","29","17","12",".586","-1.76","-0.99","11","5","13","1","3","10","2119","2054","","","732","1659",".441","226","629",".359","429","598",".717","","1115","433","169","35","503","578"
"69","Dayton","33","24","9",".727","7.11","3.57","12","4","15","2","6","5","2244","2127","","","780","1746",".447","207","644",".321","477","717",".665","","1266","489","150","94","467","577"
"70","Delaware State","28","13","15",".464","-8.44","-7.97","11","7","7","3","5","11","1721","1734","","","574","1289",".445","150","453",".331","423","611",".692","","810","297","189","73","427","492"
"71","Delaware","28","16","12",".571","-0.66","-1.95","10","8","10","3","6","8","1987","1951","","","695","1615",".430","166","452",".367","431","624",".691","","1054","364","237","111","474","624"
"72","Denver","27","14","13",".519","-2.37","-1.67","6","9","9","4","5","9","1877","1879","","","656","1518",".432","185","492",".376","380","553",".687","","960","383","185","94","371","508"
"73","DePaul","32","22","10",".688","9.06","6.38","12","4","11","4","7","5","2257","2171","","","813","1755",".463","163","450",".362","468","671",".697","","1159","437","176","74","422","562"
"74","Detroit Mercy","30","19","11",".633","5.74","0.37","10","6","12","3","6","7","1948","1787","","","714","1555",".459","172","492",".350","348","502",".693","","951","421","213","83","405","564"
"75","Drake","28","12","16",".429","-0.07","2.15","7","11","7","6","4","9","1956","2001","","","651","1602",".406","175","558",".314","479","702",".682","","933","336","321","57","451","519"
"76","Drexel","29","18","11",".621","3.54","-1.22","13","5","10","2","7","6","2113","1975","","","750","1633",".459","213","549",".388","400","594",".673","","993","466","228","110","375","566"
"77","Duke","37","31","6",".838","25.67","10.86","13","3","14","1","8","2","2954","2406","","","1018","2161",".471","263","722",".364","655","890",".736","","1351","536","340","240","511","699"
"78","Duquesne","29","12","17",".414","1.16","2.23","6","10","8","8","3","9","2040","2071","","","728","1604",".454","175","515",".340","409","602",".679","","1010","444","173","99","427","565"
"79","East Carolina","27","13","14",".481","5.16","2.16","5","11","10","5","2","8","1905","1786","","","667","1525",".437","133","400",".333","438","670",".654","","1073","324","183","125","404","535"
"80","East Tennessee State","33","27","6",".818","4.19","-3.15","15","1","12","0","11","3","2618","2291","","","946","2059",".459","201","580",".347","525","762",".689","","1269","505","382","192","514","557"
"81","Eastern Illinois","27","6","21",".222","-11.05","-2.64","4","12","5","8","1","13","1850","2020","","","693","1562",".444","139","428",".325","325","470",".691","","940","397","192","64","436","588"
"82","Eastern Kentucky","29","14","15",".483","-5.85","-5.07","8","8","11","3","3","11","2125","2071","","","755","1615",".467","189","512",".369","426","660",".645","","994","473","213","69","462","590"
"83","Eastern Michigan","28","13","15",".464","-3.98","-1.14","7","11","8","5","5","9","1986","1968","","","697","1517",".459","131","383",".342","461","704",".655","","997","372","213","83","479","579"
"84","Eastern Washington","30","17","13",".567","0.83","-0.34","11","3","11","1","6","9","2102","2035","","","747","1574",".475","179","488",".367","429","608",".706","","918","480","192","49","453","605"
"85","Elon","30","12","18",".400","-9.45","-2.95","7","9","10","3","1","12","2067","2200","","","750","1783",".421","212","606",".350","355","501",".709","","1086","440","267","68","512","579"
"86","Evansville","29","7","22",".241","-3.68","3.25","5","13","4","8","2","13","1962","2163","","","691","1525",".453","208","560",".371","372","562",".662","","979","434","113","83","451","605"
"87","Fairfield","30","19","11",".633","1.02","-2.38","12","6","8","3","9","7","2028","1926","","","706","1668",".423","159","460",".346","457","620",".737","","1072","383","214","128","426","542"
"88","Fairleigh Dickinson","29","17","12",".586","-7.11","-7.65","11","7","10","3","7","8","2012","1975","","","739","1722",".429","203","588",".345","331","479",".691","","955","398","211","125","350","575"
"89","Florida A&M","32","15","17",".469","-9.85","-7.94","10","8","8","4","3","12","2311","2372","","","747","1802",".415","271","782",".347","546","771",".708","","1089","405","271","51","537","693"
"90","Florida Atlantic","28","9","19",".321","-7.22","-5.68","6","14","6","8","3","10","2157","2154","","","800","1834",".436","210","604",".348","347","526",".660","","1063","423","260","101","440","596"
"91","Florida International","27","5","22",".185","-15.26","-1.54","1","13","5","9","0","13","1515","1842","","","535","1325",".404","114","395",".289","331","518",".639","","877","243","160","76","514","511"
"92","Florida State","33","19","14",".576","14.46","8.30","6","10","15","3","3","11","2359","2148","","","815","1859",".438","296","788",".376","433","631",".686","","1192","493","291","125","519","627"
"93","Florida","31","20","11",".645","16.29","9.19","9","7","11","4","4","5","2369","2149","","","829","1719",".482","249","661",".377","462","616",".750","","1081","492","200","98","454","586"
"94","Fordham","28","6","22",".214","-8.22","3.89","3","13","5","7","1","14","1735","2074","","","623","1549",".402","209","655",".319","280","485",".577","","879","353","220","72","461","523"
"95","Fresno State","29","14","15",".483","5.75","5.11","10","8","8","9","6","6","1822","1791","","","643","1485",".433","186","507",".367","350","497",".704","","1027","399","149","84","398","458"
"96","Furman","29","17","12",".586","-2.12","-5.81","8","8","10","4","6","7","2123","1940","","","747","1658",".451","212","598",".355","417","596",".700","","1083","454","240","99","454","517"
"97","Gardner-Webb","29","9","20",".310","-11.42","-4.05","6","14","5","7","3","13","1964","2122","","","715","1716",".417","232","688",".337","302","424",".712","","1061","436","190","75","483","513"
"98","George Mason","33","23","10",".697","4.01","0.37","12","6","14","1","7","9","2364","2244","","","825","1878",".439","211","645",".327","503","745",".675","","1168","455","281","98","513","593"
"99","George Washington","30","18","12",".600","9.06","4.12","11","5","11","2","5","9","2251","2103","","","798","1732",".461","178","512",".348","477","670",".712","","1090","452","257","102","469","573"
"100","Georgetown","28","13","15",".464","4.55","3.30","4","12","10","6","3","8","1883","1848","","","661","1613",".410","152","440",".345","409","573",".714","","947","370","283","99","423","527"
"101","Georgia Southern","29","21","8",".724","-1.20","-6.93","11","5","11","2","8","5","2337","2066","","","821","1886",".435","218","626",".348","477","692",".689","","1140","508","327","128","471","642"
"102","Georgia State","29","20","9",".690","0.03","-5.00","14","6","10","3","8","5","2169","1984","","","776","1656",".469","212","592",".358","405","557",".727","","1048","463","213","104","437","532"
"103","Georgia Tech","38","28","10",".737","20.66","11.21","9","7","13","3","8","5","2911","2552","","","1029","2213",".465","267","729",".366","586","847",".692","","1422","579","338","172","578","795"
"104","Georgia","30","16","14",".533","8.93","8.17","7","9","14","3","1","10","1995","1972","","","664","1564",".425","179","524",".342","488","691",".706","","1033","397","242","96","456","584"
"105","Gonzaga","31","28","3",".903","18.94","3.32","14","0","14","0","11","0","2536","2052","","","899","1765",".509","195","491",".397","543","724",".750","","1230","556","192","116","418","500"
"106","Grambling","29","11","18",".379","-16.09","-9.94","9","9","6","5","5","11","2030","2164","","","733","1688",".434","190","525",".362","374","605",".618","","1039","468","197","73","487","633"
"107","Green Bay","28","17","11",".607","-1.15","-0.96","11","5","11","3","6","7","1835","1829","","","621","1458",".426","177","487",".363","416","579",".718","","920","357","165","69","384","526"
"108","Hampton","30","13","17",".433","-10.42","-8.72","11","7","7","4","5","9","2057","2108","","","715","1644",".435","176","516",".341","451","670",".673","","1082","342","193","90","531","679"
"109","Hartford","29","12","17",".414","-12.15","-6.15","6","12","7","5","3","10","1815","1964","","","660","1585",".416","166","541",".307","329","498",".661","","1008","320","219","55","461","589"
"110","Harvard","27","4","23",".148","-16.19","-4.37","3","11","2","10","2","13","1748","2067","","","601","1525",".394","160","523",".306","386","545",".708","","936","296","212","89","515","571"
"111","Hawaii","33","21","12",".636","7.70","4.23","11","7","14","3","5","7","2338","2213","","","870","1873",".464","195","558",".349","403","562",".717","","1115","550","210","105","444","558"
"112","High Point","30","19","11",".633","-8.74","-8.70","10","6","11","3","8","8","2160","2104","","","802","1755",".457","139","429",".324","417","672",".621","","1131","415","268","75","520","615"
"113","Hofstra","29","14","15",".483","0.07","0.52","10","8","8","3","6","11","2050","2063","","","747","1727",".433","171","516",".331","385","597",".645","","1131","380","220","110","463","584"
"114","Holy Cross","28","13","15",".464","-1.77","-6.69","7","7","9","3","4","10","1767","1641","","","631","1531",".412","149","439",".339","356","601",".592","","969","399","300","126","391","542"
"115","Houston","27","9","18",".333","-1.86","3.80","3","13","8","9","1","9","1592","1745","","","570","1453",".392","147","486",".302","305","482",".633","","943","269","163","151","378","540"
"116","Howard","28","6","22",".214","-15.54","-9.87","4","14","2","11","4","9","1683","1842","","","611","1533",".399","146","464",".315","315","479",".658","","949","285","183","66","450","598"
"117","Idaho State","31","13","18",".419","-9.10","-1.66","7","7","7","6","3","7","2277","2432","","","844","1821",".463","195","519",".376","394","606",".650","","929","494","253","123","409","571"
"118","Idaho","30","14","16",".467","-0.82","0.43","9","9","9","4","3","11","1906","1907","","","657","1623",".405","158","489",".323","434","599",".725","","986","305","195","94","384","587"
"119","Illinois-Chicago","32","24","8",".750","6.00","-0.47","12","4","11","1","9","3","2223","2016","","","810","1797",".451","158","410",".385","445","700",".636","","1126","468","247","85","405","572"
"120","Illinois State","29","10","19",".345","-0.60","3.11","4","14","8","6","1","12","1825","1895","","","652","1466",".445","169","466",".363","352","513",".686","","886","358","203","80","424","567"
"121","Illinois","33","26","7",".788","16.93","7.08","13","3","12","1","7","2","2402","2077","","","887","1899",".467","231","662",".349","397","571",".695","","1151","565","224","122","401","618"
"122","Indiana State","28","9","19",".321","-1.77","2.02","5","13","6","8","3","9","1623","1729","","","578","1412",".409","178","507",".351","289","448",".645","","841","303","193","65","378","455"
"123","Indiana","29","14","15",".483","5.18","7.94","7","9","6","7","6","6","1881","1961","","","646","1628",".397","204","618",".330","385","532",".724","","1021","346","147","102","360","537"
"124","Iona","29","11","18",".379","-5.08","-1.88","8","10","7","5","2","12","2078","2171","","","750","1690",".444","156","451",".346","422","645",".654","","1109","434","223","161","457","586"
"125","Iowa State","33","20","13",".606","9.22","8.06","7","9","17","1","2","10","2461","2398","","","925","1983",".466","154","418",".368","457","700",".653","","1241","474","264","143","487","565"
"126","Iowa","29","16","13",".552","8.69","6.18","9","7","11","3","4","8","2071","1998","","","708","1538",".460","164","449",".365","491","731",".672","","1099","440","208","132","472","541"
"127","IPFW","28","3","25",".107","-10.58","1.00","","","3","7","0","16","1736","2028","","","630","1492",".422","151","500",".302","325","498",".653","","941","360","152","89","435","514"
"128","IUPUI","32","21","11",".656","1.43","-2.40","10","6","9","4","8","6","2504","2313","","","845","1855",".456","242","658",".368","572","812",".704","","1196","436","202","73","412","586"
"129","Jackson State","29","12","17",".414","-13.33","-11.09","9","9","8","1","3","15","1836","1902","","","612","1581",".387","160","495",".323","452","671",".674","","1017","339","288","108","498","649"
"130","Jacksonville State","28","14","14",".500","-8.35","-7.70","7","9","12","2","2","12","2092","2076","","","750","1612",".465","201","555",".362","391","596",".656","","956","410","232","72","397","593"
"131","Jacksonville","28","13","15",".464","-12.12","-6.62","8","12","9","5","4","8","1988","2069","","","689","1560",".442","192","554",".347","418","619",".675","","985","384","216","169","499","525"
"132","James Madison","28","7","21",".250","-7.99","-1.28","3","15","5","8","2","12","1816","2004","","","660","1603",".412","174","553",".315","322","466",".691","","883","337","208","71","366","536"
"133","Kansas State","28","14","14",".500","8.70","4.84","6","10","12","4","2","9","1943","1835","","","708","1590",".445","126","367",".343","401","589",".681","","1067","427","151","76","398","519"
"134","Kansas","33","24","9",".727","17.10","9.44","12","4","13","1","5","5","2503","2218","","","895","1923",".465","188","562",".335","525","743",".707","","1303","572","232","165","485","661"
"135","Kent State","31","22","9",".710","7.79","0.79","13","5","11","3","8","5","2256","1987","","","789","1792",".440","264","693",".381","414","579",".715","","1088","512","239","109","401","589"
"136","Kentucky","32","27","5",".844","18.83","8.55","13","3","11","2","7","2","2365","2036","","","862","1828",".472","204","572",".357","437","627",".697","","1160","504","249","110","468","584"
"137","La Salle","30","10","20",".333","-1.93","2.90","5","11","5","8","4","6","1953","2098","","","681","1648",".413","171","562",".304","420","599",".701","","980","328","193","59","405","538"
"138","Lafayette","28","18","10",".643","-5.21","-6.37","9","5","11","2","7","7","2118","2035","","","731","1513",".483","221","553",".400","435","610",".713","","968","429","155","144","429","505"
"139","Lamar","29","11","18",".379","-11.18","-6.18","5","11","11","5","0","11","2294","2315","","","808","1945",".415","198","640",".309","480","691",".695","","1137","406","269","128","438","547"
"140","Lehigh","31","20","11",".645","-7.30","-8.88","10","4","13","1","5","9","2082","1974","","","729","1718",".424","198","573",".346","426","595",".716","","1132","412","229","108","450","577"
"141","Liberty","33","18","15",".545","-3.12","-4.22","12","4","13","2","4","10","2284","2224","","","819","1913",".428","206","670",".307","440","651",".676","","1235","461","292","104","528","644"
"142","Lipscomb","28","7","21",".250","-15.18","-4.52","4","16","5","9","1","12","1945","2170","","","683","1528",".447","169","489",".346","410","635",".646","","932","331","182","92","448","538"
"143","Long Beach State","27","6","21",".222","-10.95","-0.60","4","14","5","8","1","13","1698","1958","","","606","1461",".415","138","425",".325","348","532",".654","","874","334","131","76","424","514"
"144","Long Island University","27","8","19",".296","-14.41","-8.11","4","14","7","6","1","13","1871","2042","","","653","1531",".427","166","516",".322","399","608",".656","","1017","353","158","90","484","517"
"145","Louisiana-Lafayette","29","20","9",".690","6.24","0.42","12","3","10","1","6","7","2234","2000","","","797","1715",".465","237","638",".371","403","585",".689","","988","474","260","62","419","538"
"146","Louisiana-Monroe","31","12","19",".387","-11.58","-4.01","8","8","9","4","3","13","2117","2241","","","761","1840",".414","187","549",".341","408","630",".648","","1132","388","246","102","565","650"
"147","Louisiana State","29","18","11",".621","9.11","6.59","8","8","12","3","4","7","1924","1851","","","656","1487",".441","168","500",".336","444","678",".655","","1065","346","176","122","426","460"
"148","Louisiana Tech","30","15","15",".500","2.27","2.55","8","10","8","5","6","9","2011","1994","","","723","1676",".431","142","448",".317","423","641",".660","","1180","333","173","88","495","513"
"149","Louisville","30","20","10",".667","18.60","6.97","9","7","13","2","5","6","2195","1846","","","737","1757",".419","241","713",".338","480","641",".749","","1126","460","249","151","413","616"
"150","Loyola (IL)","29","9","20",".310","-4.14","1.17","4","12","4","7","4","12","2033","2187","","","742","1701",".436","136","472",".288","413","634",".651","","1051","374","225","127","456","562"
"151","Loyola Marymount","29","15","14",".517","-2.14","0.04","5","9","8","6","5","7","1962","2005","","","748","1700",".440","116","374",".310","350","507",".690","","995","422","208","118","431","565"
"152","Loyola (MD)","28","1","27",".036","-18.26","-4.12","1","17","1","11","0","13","1678","2074","","","585","1548",".378","188","584",".322","320","485",".660","","935","332","148","76","442","495"
"153","Maine","30","20","10",".667","-5.07","-8.39","12","6","9","4","8","6","2056","1881","","","692","1563",".443","214","626",".342","458","641",".715","","1088","399","212","117","452","505"
"154","Manhattan","31","25","6",".806","9.29","-1.26","16","2","13","2","8","3","2311","1984","","","762","1724",".442","180","489",".368","607","798",".761","","1079","338","287","128","395","636"
"155","Marist","28","6","22",".214","-11.69","-2.69","4","14","5","9","0","12","1722","1974","","","638","1625",".393","163","522",".312","283","435",".651","","964","382","191","80","393","487"
"156","Marquette","31","19","12",".613","6.48","4.12","8","8","15","3","4","7","2207","2124","","","733","1714",".428","231","575",".402","510","683",".747","","1109","397","178","76","448","603"
"157","Marshall","29","12","17",".414","-2.19","2.23","8","10","8","5","4","8","2022","2150","","","680","1590",".428","176","518",".340","486","700",".694","","1062","370","172","83","492","581"
"158","Maryland-Baltimore County","28","7","21",".250","-10.29","-6.61","4","14","2","9","4","11","1684","1787","","","634","1536",".413","113","354",".319","303","484",".626","","962","364","194","99","398","555"
"159","Maryland-Eastern Shore","29","8","21",".276","-20.86","-10.10","6","12","3","9","4","11","1704","2016","","","574","1502",".382","170","567",".300","386","552",".699","","932","232","153","65","440","587"
"160","Maryland","32","20","12",".625","16.96","11.68","7","9","12","4","6","5","2477","2308","","","891","2021",".441","165","490",".337","530","840",".631","","1322","451","274","215","485","631"
"161","Massachusetts","29","10","19",".345","-2.31","2.59","4","12","8","7","2","10","1975","2117","","","722","1655",".436","192","573",".335","339","536",".632","","1025","446","176","155","444","477"
"162","McNeese State","27","11","16",".407","-7.95","-4.66","7","9","10","3","1","13","2000","2027","","","688","1577",".436","152","460",".330","472","659",".716","","969","338","214","108","498","675"
"163","Memphis","30","22","8",".733","13.06","5.96","12","4","15","0","6","5","2172","1959","","","736","1751",".420","259","722",".359","441","671",".657","","1139","425","218","150","383","543"
